Feature ID,Segment Identifier,Assessment Year,Tool Type,Upstream Reference Girth Weld,Distance to Upstream Girth Weld,Absolute Distance,Distance to Downstream Girth Weld,Feature Type,Feature Identification,Surface Location,Comment,Feature Orientation,Peak Depth of Corrosion or Crack Anomaly,Peak Depth of Dent Anomaly,Length of Anomaly,Width of Anomaly,Psafe,Pburst,Pburst/MAOP,Half Life Corrosion Growth Rate,Bend Radius,Long Seam Orientation,Feature Milepost,HCA,MAOP,Pipe O.D.,Pipe Wall Thickness,SMYS,100% SMYS,Maximum Operating Stress,Safety Factor for Original DOT Design Class Location,Installation Year,"Actual Tool Speed",Maximum Allowable Tool Speed,"ILI Vendor","Tool Run Date","Distance from Upstream Girth Weld to Upstream Reference","Distance from Upstream Girth Weld to Downstream Reference","Upstream Reference Description",Downstream Reference Description,Latitude,Longitude,Z Coordinate
110,Greenville to Peters II,2015,GMFL,110,-1.76,-1.8,3.05,COMP,Girth weld,,Girth Weld - 110,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,,,T.D. Williamson,4/29/2015,0.0,0.0,,Valve (Launcher) Greenville,,,
110,Greenville to Peters II,2015,GMFL,110,0.02,-1.7,3.03,COMP,Wall Thickness,,Wall Thickness,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,,,T.D. Williamson,4/29/2015,1.8,1.8,,Valve (Launcher) Greenville,,,
110,Greenville to Peters II,2015,GMFL,110,0.48,-1.3,2.57,COMP,Flange,,Flange,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,,,T.D. Williamson,4/29/2015,1.8,1.8,,Valve (Launcher) Greenville,,,
110,Greenville to Peters II,2015,GMFL,110,1.76,0.0,1.29,COMP,Valve,,Valve (Launcher) Greenville,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,3.20,,T.D. Williamson,4/29/2015,1.8,65.0,,Valve,,,
120,Greenville to Peters II,2015,GMFL,120,3.05,1.3,1.42,COMP,Girth weld,,Girth Weld - 120,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.30,,T.D. Williamson,4/29/2015,1.8,65.0,Valve (Launcher) Greenville,Valve,,,
120,Greenville to Peters II,2015,GMFL,120,0.13,2.0,1.29,COMP,Tee,,Tee on top of pipe,2:45,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.40,,T.D. Williamson,4/29/2015,1.3,61.9,Valve (Launcher) Greenville,Valve,,,
130,Greenville to Peters II,2015,GMFL,130,1.42,2.7,3.87,COMP,Girth weld,,Girth Weld - 130,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.60,,T.D. Williamson,4/29/2015,1.3,61.9,Valve (Launcher) Greenville,Valve,,,
130,Greenville to Peters II,2015,GMFL,130,1.58,4.4,2.29,COMP,Fitting,,Fitting on top of pipe,3:00,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.20,,T.D. Williamson,4/29/2015,2.7,60.5,Valve (Launcher) Greenville,Valve,,,
140,Greenville to Peters II,2015,GMFL,140,3.87,6.6,2.02,COMP,Girth weld,,Girth Weld - 140,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.60,,T.D. Williamson,4/29/2015,2.7,60.5,Valve (Launcher) Greenville,Valve,,,
140,Greenville to Peters II,2015,GMFL,140,0.04,6.6,1.98,COMP,Bend,,"Bend down - 50 deg., 3D",,,,,,,,,,3D,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.60,,T.D. Williamson,4/29/2015,6.6,56.6,Valve (Launcher) Greenville,Valve,,,
150,Greenville to Peters II,2015,GMFL,150,2.02,8.6,9.11,COMP,Girth weld,,Girth Weld - 150,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,5.20,,T.D. Williamson,4/29/2015,6.6,56.6,Valve (Launcher) Greenville,Valve,,,
160,Greenville to Peters II,2015,GMFL,160,9.11,17.7,1.99,COMP,Girth weld,,Girth Weld - 160,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,5.60,,T.D. Williamson,4/29/2015,8.6,54.6,Valve (Launcher) Greenville,Valve,,,
160,Greenville to Peters II,2015,GMFL,160,0.03,17.7,1.95,COMP,Bend,,"Bend up - 45 deg., 3D",,,,,,,,,,3D,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,5.50,,T.D. Williamson,4/29/2015,17.7,45.5,Valve (Launcher) Greenville,Valve,,,
170,Greenville to Peters II,2015,GMFL,170,1.99,19.7,2.66,COMP,Girth weld,,Girth Weld - 170,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,5.80,,T.D. Williamson,4/29/2015,17.7,45.5,Valve (Launcher) Greenville,Valve,,,
180,Greenville to Peters II,2015,GMFL,180,2.66,22.4,3.18,COMP,Girth weld,,Girth Weld - 180,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.40,,T.D. Williamson,4/29/2015,19.7,43.5,Valve (Launcher) Greenville,Valve,,,
190,Greenville to Peters II,2015,GMFL,190,3.18,25.5,4.04,COMP,Girth weld,,Girth Weld - 190,,,,,,,,,,,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.70,,T.D. Williamson,4/29/2015,22.4,40.9,Valve (Launcher) Greenville,Valve,,,
190,Greenville to Peters II,2015,GMFL,190,0.05,25.6,3.99,COMP,Bend,,"Bend left - 90 deg., 3D",,,,,,,,,,3D,,0.00,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.80,,T.D. Williamson,4/29/2015,25.5,37.7,Valve (Launcher) Greenville,Valve,,,
200,Greenville to Peters II,2015,GMFL,200,4.04,29.6,21.24,COMP,Girth weld,,Girth Weld - 200,,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,5.00,,T.D. Williamson,4/29/2015,25.5,37.7,Valve (Launcher) Greenville,Valve,,,
200,Greenville to Peters II,2015,GMFL,200,0.84,30.5,20.40,COMP,Fitting,,Fitting on top of pipe,12:30,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.00,,T.D. Williamson,4/29/2015,29.6,33.6,Valve (Launcher) Greenville,Valve,,,
210,Greenville to Peters II,2015,GMFL,210,21.24,50.8,1.45,COMP,Girth weld,,Girth Weld - 210,,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.20,,T.D. Williamson,4/29/2015,29.6,33.6,Valve (Launcher) Greenville,Valve,,,
210,Greenville to Peters II,2015,GMFL,210,0.17,51.5,1.27,COMP,Tee,,Tee on top of pipe,8:30,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,3.90,,T.D. Williamson,4/29/2015,50.8,12.4,Valve (Launcher) Greenville,Valve,,,
220,Greenville to Peters II,2015,GMFL,220,1.45,52.3,0.51,COMP,Girth weld,,Girth Weld - 220,,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.50,,T.D. Williamson,4/29/2015,50.8,12.4,Valve (Launcher) Greenville,Valve,,,
230,Greenville to Peters II,2015,GMFL,230,0.51,52.8,3.96,COMP,Girth weld,,Girth Weld - 230,,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.60,,T.D. Williamson,4/29/2015,52.3,10.9,Valve (Launcher) Greenville,Valve,,,
230,Greenville to Peters II,2015,GMFL,230,0.04,52.8,3.92,COMP,Bend,,"Bend left - 90 deg., 3D",,,,,,,,,,3D,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.60,,T.D. Williamson,4/29/2015,52.8,10.4,Valve (Launcher) Greenville,Valve,,,
240,Greenville to Peters II,2015,GMFL,240,3.96,56.7,4.44,COMP,Girth weld,,Girth Weld - 240,,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.90,,T.D. Williamson,4/29/2015,52.8,10.4,Valve (Launcher) Greenville,Valve,,,
250,Greenville to Peters II,2015,GMFL,250,4.44,61.2,4.01,COMP,Girth weld,,Girth Weld - 250,,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,3.90,,T.D. Williamson,4/29/2015,56.7,6.5,Valve (Launcher) Greenville,Valve,,,
250,Greenville to Peters II,2015,GMFL,250,0.56,61.7,3.44,COMP,Flange,,Flange,,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,3.90,,T.D. Williamson,4/29/2015,61.2,2.0,Valve (Launcher) Greenville,Valve,,,
250,Greenville to Peters II,2015,GMFL,250,2.03,63.2,1.98,COMP,Valve,,Valve,,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.20,,T.D. Williamson,4/29/2015,61.2,84.4,Valve (Launcher) Greenville,AGM 1,,,
250,Greenville to Peters II,2015,GMFL,250,3.48,64.7,0.53,COMP,Flange,,Flange,,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.60,,T.D. Williamson,4/29/2015,2.0,84.4,Valve,AGM 1,,,
260,Greenville to Peters II,2015,GMFL,260,4.01,65.2,14.52,COMP,Girth weld,,Girth Weld - 260,,,,,,,,,,,,0.01,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.50,,T.D. Williamson,4/29/2015,2.0,84.4,Valve,AGM 1,,,
270,Greenville to Peters II,2015,GMFL,270,14.52,79.7,1.38,COMP,Girth weld,,Girth Weld - 270,,,,,,,,,,,,0.02,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.50,,T.D. Williamson,4/29/2015,2.0,80.4,Valve,AGM 1,,,
270,Greenville to Peters II,2015,GMFL,270,0.13,80.4,1.25,COMP,Tee,,Tee on top of pipe,8:45,,,,,,,,,,,0.02,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.50,,T.D. Williamson,4/29/2015,16.5,65.9,Valve,AGM 1,,,
280,Greenville to Peters II,2015,GMFL,280,1.38,81.1,5.87,COMP,Girth weld,,Girth Weld - 280,,,,,,,,,,,,0.02,,850,10.75,0.365,42000,2054,41.39,0.50,0,4.80,,T.D. Williamson,4/29/2015,16.5,65.9,Valve,AGM 1,,,
290,Greenville to Peters II,2015,GMFL,290,5.87,87.0,23.68,COMP,Girth weld,,Girth Weld - 290,,,,,,,,,,,,0.02,,850,10.75,0.365,42000,2054,41.39,0.50,0,3.90,,T.D. Williamson,4/29/2015,17.9,64.5,Valve,AGM 1,,,
300,Greenville to Peters II,2015,GMFL,300,23.68,110.6,6.93,COMP,Girth weld,,Girth Weld - 300,,,,,,,,,,,,0.02,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.20,,T.D. Williamson,4/29/2015,23.8,58.6,Valve,AGM 1,,,
300,Greenville to Peters II,2015,GMFL,300,0.02,110.7,6.91,COMP,Wall Thickness,,Wall Thickness,,,,,,,,,,,,0.02,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.20,,T.D. Williamson,4/29/2015,47.4,35.0,Valve,AGM 1,,,
310,Greenville to Peters II,2015,GMFL,310,6.93,117.6,37.04,COMP,Girth weld,,Girth Weld - 310,,,,,,,,,,,,0.02,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.70,,T.D. Williamson,4/29/2015,47.4,35.0,Valve,AGM 1,,,
310,Greenville to Peters II,2015,GMFL,310,6.74,124.4,30.30,COMP,Fitting,,Fitting on top of pipe,11:45,,,,,,,,,,,0.02,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.80,,T.D. Williamson,4/29/2015,54.4,28.0,Valve,AGM 1,,,
310,Greenville to Peters II,2015,GMFL,310,10.59,128.2,26.45,REP,Sleeve,,Sleeve Begin,,,,,,,,,,,,0.02,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.40,,T.D. Williamson,4/29/2015,54.4,28.0,Valve,AGM 1,,,
310,Greenville to Peters II,2015,GMFL,310,10.93,129.0,26.11,COMP,Stopple,,Mueller Linestopper,,,,,,,,,,,,0.02,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.40,,T.D. Williamson,4/29/2015,54.4,28.0,Valve,AGM 1,,,
310,Greenville to Peters II,2015,GMFL,310,12.21,129.8,24.83,REP,Sleeve,,Sleeve End  ,,,,,,,,,,,,0.02,,850,10.75,0.250,42000,1407,60.43,0.72,0,6.40,,T.D. Williamson,4/29/2015,54.4,28.0,Valve,AGM 1,,,
310,Greenville to Peters II,2015,GMFL,310,16.03,133.7,21.01,COMP,Fitting,,Fitting on top of pipe,12:00,,,,,,,,,,,0.03,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.60,,T.D. Williamson,4/29/2015,54.4,28.0,Valve,AGM 1,,,
310,Greenville to Peters II,2015,GMFL,310,28.03,145.6,9.01,REF,AGM,,AGM 1,,,,,,,,,,,,0.03,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.50,,T.D. Williamson,4/29/2015,54.4,3945.4,Valve,AGM 2,38.84323000,-89.41406000,506.2
320,Greenville to Peters II,2015,GMFL,320,37.04,154.6,8.20,COMP,Girth weld,,Girth Weld - 320,,,,,,,,,,,,0.03,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.40,,T.D. Williamson,4/29/2015,28.0,3945.4,AGM 1,AGM 2,38.84322943,-89.41409135,506.6
330,Greenville to Peters II,2015,GMFL,330,8.20,162.8,39.75,COMP,Girth weld,,Girth Weld - 330,,,,,,,,,,,,0.03,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.30,,T.D. Williamson,4/29/2015,9.0,3908.4,AGM 1,AGM 2,38.84322871,-89.41411988,506.9
340,Greenville to Peters II,2015,GMFL,340,39.75,202.6,39.80,COMP,Girth weld,,Girth Weld - 340,,,,,,,,,,,,0.04,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,17.2,3900.2,AGM 1,AGM 2,38.84322513,-89.41425816,508.8
350,Greenville to Peters II,2015,GMFL,350,39.80,242.4,35.92,COMP,Girth weld,,Girth Weld - 350,,,,,,,,,,,,0.05,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.20,,T.D. Williamson,4/29/2015,57.0,3860.4,AGM 1,AGM 2,38.84322170,-89.41439663,510.3
360,Greenville to Peters II,2015,GMFL,360,35.92,278.3,39.65,COMP,Girth weld,,Girth Weld - 360,,,,,,,,,,,,0.05,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.40,,T.D. Williamson,4/29/2015,96.8,3820.6,AGM 1,AGM 2,38.84321864,-89.41452176,510.6
370,Greenville to Peters II,2015,GMFL,370,39.65,317.9,23.58,COMP,Girth weld,,Girth Weld - 370,,,,,,,,,,,,0.06,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.70,,T.D. Williamson,4/29/2015,132.7,3784.7,AGM 1,AGM 2,38.84321509,-89.41465987,510.9
380,Greenville to Peters II,2015,GMFL,380,23.58,341.5,7.46,COMP,Girth weld,,Girth Weld - 380,,,,,,,,,,,,0.06,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.60,,T.D. Williamson,4/29/2015,172.3,3745.0,AGM 1,AGM 2,38.84321269,-89.41474199,511.0
380,Greenville to Peters II,2015,GMFL,380,5.32,346.9,2.15,COMP,Fitting,,Fitting on top of pipe,11:45,,,,,,,,,,,0.07,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.60,,T.D. Williamson,4/29/2015,195.9,3721.5,AGM 1,AGM 2,38.84321222,-89.41476071,510.8
380,Greenville to Peters II,2015,GMFL,380,5.75,347.3,1.71,COMP,Fitting,,Fitting on top of pipe,11:45,,,,,,,,,,,0.07,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.60,,T.D. Williamson,4/29/2015,195.9,3721.5,AGM 1,AGM 2,38.84321219,-89.41476222,510.8
390,Greenville to Peters II,2015,GMFL,390,7.46,349.0,9.46,COMP,Girth weld,,Girth Weld - 390,,,,,,,,,,,,0.07,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.60,,T.D. Williamson,4/29/2015,195.9,3721.5,AGM 1,AGM 2,38.84321205,-89.41476797,510.8
400,Greenville to Peters II,2015,GMFL,400,9.46,358.4,9.71,COMP,Girth weld,,Girth Weld - 400,,,,,,,,,,,,0.07,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.50,,T.D. Williamson,4/29/2015,203.4,3714.0,AGM 1,AGM 2,38.84321130,-89.41480093,510.5
410,Greenville to Peters II,2015,GMFL,410,9.71,368.2,7.42,COMP,Girth weld,,Girth Weld - 410,,,,,,,,,,,,0.07,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.70,,T.D. Williamson,4/29/2015,212.8,3704.5,AGM 1,AGM 2,38.84321074,-89.41483475,510.2
420,Greenville to Peters II,2015,GMFL,420,7.42,375.6,10.43,COMP,Girth weld,,Girth Weld - 420,,,,,,,,,,,,0.07,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.60,,T.D. Williamson,4/29/2015,222.6,3694.8,AGM 1,AGM 2,38.84321034,-89.41486061,510.0
430,Greenville to Peters II,2015,GMFL,430,10.43,386.0,4.08,COMP,Girth weld,,Girth Weld - 430,,,,,,,,,,,,0.07,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.60,,T.D. Williamson,4/29/2015,230.0,3687.4,AGM 1,AGM 2,38.84320973,-89.41489693,509.7
440,Greenville to Peters II,2015,GMFL,440,4.08,390.1,14.98,COMP,Girth weld,,Girth Weld - 440,,,,,,,,,,,,0.07,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.60,,T.D. Williamson,4/29/2015,240.4,3677.0,AGM 1,AGM 2,38.84320954,-89.41491116,509.6
450,Greenville to Peters II,2015,GMFL,450,14.98,405.1,4.52,COMP,Girth weld,,Girth Weld - 450,,,,,,,,,,,,0.08,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.20,,T.D. Williamson,4/29/2015,244.5,3672.9,AGM 1,AGM 2,38.84320861,-89.41496337,509.4
460,Greenville to Peters II,2015,GMFL,460,4.52,409.6,39.80,COMP,Girth weld,,Girth Weld - 460,,,,,,,,,,,,0.08,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.10,,T.D. Williamson,4/29/2015,259.5,3657.9,AGM 1,AGM 2,38.84320833,-89.41497909,509.3
470,Greenville to Peters II,2015,GMFL,470,39.80,449.4,4.93,COMP,Girth weld,,Girth Weld - 470,,,,,,,,,,,,0.09,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.20,,T.D. Williamson,4/29/2015,264.0,3653.4,AGM 1,AGM 2,38.84320576,-89.41511773,509.7
480,Greenville to Peters II,2015,GMFL,480,4.93,454.3,11.57,COMP,Girth weld,,Girth Weld - 480,,,,,,,,,,,,0.09,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.10,,T.D. Williamson,4/29/2015,303.8,3613.6,AGM 1,AGM 2,38.84320537,-89.41513488,509.8
490,Greenville to Peters II,2015,GMFL,490,11.57,465.9,5.86,COMP,Girth weld,,Girth Weld - 490,,,,,,,,,,,,0.09,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,308.7,3608.7,AGM 1,AGM 2,38.84320473,-89.41517517,510.1
500,Greenville to Peters II,2015,GMFL,500,5.86,471.7,11.01,COMP,Girth weld,,Girth Weld - 500,,,,,,,,,,,,0.09,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,320.3,3597.1,AGM 1,AGM 2,38.84320431,-89.41519557,510.2
510,Greenville to Peters II,2015,GMFL,510,11.01,482.8,5.26,COMP,Girth weld,,Girth Weld - 510,,,,,,,,,,,,0.09,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,326.1,3591.2,AGM 1,AGM 2,38.84320338,-89.41523390,510.6
510,Greenville to Peters II,2015,GMFL,510,3.05,486.2,2.21,ADME,Gain,,Gain - 89 Gauss,12:45,,,,0.0,,,,,,,0.09,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,337.1,3580.2,AGM 1,AGM 2,38.84320309,-89.41524576,510.7
520,Greenville to Peters II,2015,GMFL,520,5.26,488.0,10.47,COMP,Girth weld,,Girth Weld - 520,,,,,,,,,,,,0.09,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,337.1,3580.2,AGM 1,AGM 2,38.84320292,-89.41525221,510.8
530,Greenville to Peters II,2015,GMFL,530,10.47,498.5,3.92,COMP,Girth weld,,Girth Weld - 530,,,,,,,,,,,,0.09,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,342.4,3575.0,AGM 1,AGM 2,38.84320177,-89.41528865,511.2
540,Greenville to Peters II,2015,GMFL,540,3.92,502.4,39.84,COMP,Girth weld,,Girth Weld - 540,,,,,,,,,,,,0.10,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,352.9,3564.5,AGM 1,AGM 2,38.84320134,-89.41530230,511.3
550,Greenville to Peters II,2015,GMFL,550,39.84,542.2,39.78,COMP,Girth weld,,Girth Weld - 550,,,,,,,,,,,,0.10,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.10,,T.D. Williamson,4/29/2015,356.8,3560.6,AGM 1,AGM 2,38.84319749,-89.41544100,512.0
560,Greenville to Peters II,2015,GMFL,560,39.78,582.0,11.25,COMP,Girth weld,,Girth Weld - 560,,,,,,,,,,,,0.11,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.20,,T.D. Williamson,4/29/2015,396.6,3520.7,AGM 1,AGM 2,38.84319450,-89.41557957,511.2
570,Greenville to Peters II,2015,GMFL,570,11.25,593.3,9.04,COMP,Girth weld,,Girth Weld - 570,,,,,,,,,,,,0.11,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,436.4,3480.9,AGM 1,AGM 2,38.84319377,-89.41561878,511.0
580,Greenville to Peters II,2015,GMFL,580,9.04,602.3,8.99,COMP,Girth weld,,Girth Weld - 580,,,,,,,,,,,,0.11,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,447.7,3469.7,AGM 1,AGM 2,38.84319324,-89.41565027,510.7
590,Greenville to Peters II,2015,GMFL,590,8.99,611.3,39.78,COMP,Girth weld,,Girth Weld - 590,,,,,,,,,,,,0.12,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.30,,T.D. Williamson,4/29/2015,456.7,3460.7,AGM 1,AGM 2,38.84319269,-89.41568159,510.4
600,Greenville to Peters II,2015,GMFL,600,39.78,651.1,7.93,COMP,Girth weld,,Girth Weld - 600,,,,,,,,,,,,0.12,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,465.7,3451.7,AGM 1,AGM 2,38.84318954,-89.41582007,510.2
610,Greenville to Peters II,2015,GMFL,610,7.93,659.0,39.90,COMP,Girth weld,,Girth Weld - 610,,,,,,,,,,,,0.12,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,505.5,3411.9,AGM 1,AGM 2,38.84318884,-89.41584769,510.5
620,Greenville to Peters II,2015,GMFL,620,39.90,698.9,4.69,COMP,Girth weld,,Girth Weld - 620,,,,,,,,,,,,0.13,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,513.4,3403.9,AGM 1,AGM 2,38.84318565,-89.41598653,512.0
630,Greenville to Peters II,2015,GMFL,630,4.69,703.6,39.74,COMP,Girth weld,,Girth Weld - 630,,,,,,,,,,,,0.13,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.10,,T.D. Williamson,4/29/2015,553.3,3364.0,AGM 1,AGM 2,38.84318521,-89.41600287,512.2
640,Greenville to Peters II,2015,GMFL,640,39.74,743.4,7.73,COMP,Girth weld,,Girth Weld - 640,,,,,,,,,,,,0.14,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,558.0,3359.4,AGM 1,AGM 2,38.84318220,-89.41614121,513.6
650,Greenville to Peters II,2015,GMFL,650,7.73,751.1,4.26,COMP,Girth weld,,Girth Weld - 650,,,,,,,,,,,,0.14,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,597.8,3319.6,AGM 1,AGM 2,38.84318170,-89.41616812,513.8
660,Greenville to Peters II,2015,GMFL,660,4.26,755.3,11.71,COMP,Girth weld,,Girth Weld - 660,,,,,,,,,,,,0.14,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.20,,T.D. Williamson,4/29/2015,605.5,3311.9,AGM 1,AGM 2,38.84318145,-89.41618297,513.9
670,Greenville to Peters II,2015,GMFL,670,11.71,767.1,11.41,COMP,Girth weld,,Girth Weld - 670,,,,,,,,,,,,0.15,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,609.7,3307.6,AGM 1,AGM 2,38.84318066,-89.41622376,513.9
680,Greenville to Peters II,2015,GMFL,680,11.41,778.5,39.77,COMP,Girth weld,,Girth Weld - 680,,,,,,,,,,,,0.15,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,621.5,3295.9,AGM 1,AGM 2,38.84317975,-89.41626351,514.0
690,Greenville to Peters II,2015,GMFL,690,39.77,818.2,39.83,COMP,Girth weld,,Girth Weld - 690,,,,,,,,,,,,0.15,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,632.9,3284.5,AGM 1,AGM 2,38.84317713,-89.41640196,512.2
700,Greenville to Peters II,2015,GMFL,700,39.83,858.1,39.79,COMP,Girth weld,,Girth Weld - 700,,,,,,,,,,,,0.16,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,672.6,3244.7,AGM 1,AGM 2,38.84317407,-89.41654005,508.2
710,Greenville to Peters II,2015,GMFL,710,39.79,897.9,39.81,COMP,Girth weld,,Girth Weld - 710,,,,,,,,,,,,0.17,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,712.5,3204.9,AGM 1,AGM 2,38.84317126,-89.41667774,503.3
720,Greenville to Peters II,2015,GMFL,720,39.81,937.7,39.83,COMP,Girth weld,,Girth Weld - 720,,,,,,,,,,,,0.18,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.10,,T.D. Williamson,4/29/2015,752.3,3165.1,AGM 1,AGM 2,38.84316836,-89.41681580,499.4
730,Greenville to Peters II,2015,GMFL,730,39.83,977.5,39.80,COMP,Girth weld,,Girth Weld - 730,,,,,,,,,,,,0.19,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.10,,T.D. Williamson,4/29/2015,792.1,3125.3,AGM 1,AGM 2,38.84316493,-89.41695440,497.2
740,Greenville to Peters II,2015,GMFL,740,39.80,1017.3,39.87,COMP,Girth weld,,Girth Weld - 740,,,,,,,,,,,,0.19,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,831.9,3085.5,AGM 1,AGM 2,38.84316093,-89.41709297,495.8
750,Greenville to Peters II,2015,GMFL,750,39.87,1057.2,39.83,COMP,Girth weld,,Girth Weld - 750,,,,,,,,,,,,0.20,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,871.7,3045.7,AGM 1,AGM 2,38.84315701,-89.41723181,495.2
