ID,Feature,Wheel Countft,Sta. Num.ft,Depth,WTin,SMYS,Lengthin,Widthin,Orientation clock,P MOD B31G   psi,ERF MOD B31GMOPP, of max. est. oper. press PMOPbased on 1150,Dist from US weldft,Dist from DS weldft,US AGM,Dist to US AGM ft,DS AGM,Dist to DS AGM ft,Joint Lengthft,Comments,LAT,LON,ALTITUDE
40000026,GROUP,949.17,10+39,13%,0.219,52000,1.34,2.10,6:30,1525,0.75000,100.000%,18.77,24.75,"Valve, Sta. 9+85, MOV 27",55.22,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5567.28,43.52,Metal Loss Internal,33.76938918,-118.20959077,5.220
40000027,GROUP,949.34,10+40,15%,0.219,52000,0.59,0.36,7:00,1525,0.75000,100.000%,18.94,24.58,"Valve, Sta. 9+85, MOV 27",55.38,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5567.11,43.52,Metal Loss Internal,33.76938964,-118.20959077,5.220
40000028,GROUP,949.60,10+40,14%,0.219,52000,1.00,0.43,7:00,1525,0.75000,100.000%,19.19,24.33,"Valve, Sta. 9+85, MOV 27",55.64,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5566.85,43.52,Metal Loss Internal,33.76939034,-118.20959076,5.210
40000029,GROUP,949.73,10+40,20%,0.219,52000,1.56,0.72,5:45,1525,0.75000,100.000%,19.33,24.19,"Valve, Sta. 9+85, MOV 27",55.78,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5566.72,43.52,Metal Loss Internal,33.76939072,-118.20959076,5.210
40000030,GROUP,949.82,10+40,14%,0.219,52000,1.31,1.07,6:45,1525,0.75000,100.000%,19.42,24.11,"Valve, Sta. 9+85, MOV 27",55.86,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5566.63,43.52,Metal Loss Internal,33.76939095,-118.20959076,5.210
40000031,GROUP,950.63,10+41,18%,0.219,52000,1.06,0.78,6:30,1525,0.75000,100.000%,20.23,23.29,"Valve, Sta. 9+85, MOV 27",56.68,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5565.82,43.52,Metal Loss Internal,33.76939318,-118.20959075,5.210
40000032,GROUP,951.37,10+42,19%,0.219,52000,0.74,0.72,6:15,1525,0.75000,100.000%,20.97,22.55,"Valve, Sta. 9+85, MOV 27",57.42,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5565.08,43.52,Metal Loss Internal,33.76939521,-118.20959074,5.200
10000046,LOCATION,952.28,10+42,,,,,,,,,,21.88,21.64,"Valve, Sta. 9+85, MOV 27",58.33,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5564.16,43.52,Sleeve Begin - 28.14 in.,33.76940093,-118.20959070,5.190
10000046,LOCATION,954.63,10+45,,,,,,,,,,24.23,19.29,"Valve, Sta. 9+85, MOV 27",60.67,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5561.82,43.52,Sleeve End  ,33.76940093,-118.20959070,5.190
40000033,GROUP,955.14,10+45,14%,0.219,52000,1.20,0.75,6:00,1525,0.75000,100.000%,24.74,18.78,"Valve, Sta. 9+85, MOV 27",61.18,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5561.31,43.52,Metal Loss Internal,33.76940554,-118.20959068,5.200
40000034,GROUP,955.45,10+46,19%,0.219,52000,0.70,0.43,6:15,1525,0.75000,100.000%,25.05,18.47,"Valve, Sta. 9+85, MOV 27",61.49,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5561.00,43.52,Metal Loss Internal,33.76940639,-118.20959067,5.200
40000035,GROUP,955.64,10+46,11%,0.219,52000,0.87,0.49,6:15,1525,0.75000,100.000%,25.24,18.28,"Valve, Sta. 9+85, MOV 27",61.69,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5560.81,43.52,Metal Loss Internal,33.76940691,-118.20959067,5.200
40000036,GROUP,956.56,10+47,11%,0.219,52000,0.53,0.43,6:15,1525,0.75000,100.000%,26.16,17.36,"Valve, Sta. 9+85, MOV 27",62.61,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5559.89,43.52,Metal Loss Internal,33.76940943,-118.20959067,5.200
40000037,GROUP,957.07,10+47,14%,0.219,52000,0.43,0.33,6:15,1525,0.75000,100.000%,26.67,16.86,"Valve, Sta. 9+85, MOV 27",63.11,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5559.38,43.52,Metal Loss Internal,33.76941082,-118.20959066,5.200
40000038,GROUP,957.32,10+47,13%,0.219,52000,0.86,0.56,6:15,1525,0.75000,100.000%,26.92,16.60,"Valve, Sta. 9+85, MOV 27",63.36,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5559.13,43.52,Metal Loss Internal,33.76941151,-118.20959065,5.210
40000039,GROUP,958.44,10+48,14%,0.219,52000,1.06,1.37,6:00,1525,0.75000,100.000%,28.04,15.48,"Valve, Sta. 9+85, MOV 27",64.49,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5558.01,43.52,Metal Loss Internal,33.76941459,-118.20959064,5.220
40000040,GROUP,958.67,10+49,10%,0.219,52000,0.68,0.60,6:00,1525,0.75000,100.000%,28.27,15.25,"Valve, Sta. 9+85, MOV 27",64.71,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5557.78,43.52,Metal Loss Internal,33.76941522,-118.20959063,5.220
40000041,GROUP,959.53,10+50,11%,0.219,52000,0.55,0.46,6:15,1525,0.75000,100.000%,29.12,14.40,"Valve, Sta. 9+85, MOV 27",65.57,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5556.92,43.52,Metal Loss Internal,33.76941755,-118.20959062,5.230
40000042,GROUP,960.95,10+51,10%,0.219,52000,0.70,0.33,5:45,1525,0.75000,100.000%,30.55,12.97,"Valve, Sta. 9+85, MOV 27",67.00,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5555.50,43.52,Metal Loss Internal,33.76942147,-118.20959060,5.250
40000043,GROUP,961.23,10+51,14%,0.219,52000,0.47,0.57,6:15,1525,0.75000,100.000%,30.83,12.69,"Valve, Sta. 9+85, MOV 27",67.27,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5555.22,43.52,Metal Loss Internal,33.76942223,-118.20959060,5.250
40000044,GROUP,961.40,10+51,11%,0.219,52000,0.66,0.48,6:00,1525,0.75000,100.000%,30.99,12.53,"Valve, Sta. 9+85, MOV 27",67.44,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5555.05,43.52,Metal Loss Internal,33.76942268,-118.20959060,5.250
40000045,GROUP,963.04,10+53,16%,0.219,52000,0.70,0.33,5:45,1525,0.75000,100.000%,32.64,10.88,"Valve, Sta. 9+85, MOV 27",69.09,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5553.41,43.52,Metal Loss Internal,33.76942719,-118.20959058,5.270
40000046,GROUP,964.96,10+55,25%,0.219,52000,2.52,1.11,7:30,1525,0.75000,100.000%,34.56,8.96,"Valve, Sta. 9+85, MOV 27",71.01,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5551.49,43.52,Metal Loss Internal,33.76943245,-118.20959056,5.300
40000047,GROUP,966.06,10+56,15%,0.219,52000,2.22,0.99,7:00,1525,0.75000,100.000%,35.66,7.87,"Valve, Sta. 9+85, MOV 27",72.10,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5550.39,43.52,Metal Loss Internal,33.76943546,-118.20959054,5.320
40000048,GROUP,966.31,10+56,14%,0.219,52000,0.50,0.53,8:00,1525,0.75000,100.000%,35.91,7.61,"Valve, Sta. 9+85, MOV 27",72.35,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5550.14,43.52,Metal Loss Internal,33.76943615,-118.20959054,5.320
40000049,GROUP,966.74,10+57,11%,0.219,52000,0.78,1.37,7:45,1525,0.75000,100.000%,36.34,7.18,"Valve, Sta. 9+85, MOV 27",72.78,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5549.71,43.52,Metal Loss Internal,33.76943732,-118.20959053,5.320
40000050,GROUP,967.50,10+57,15%,0.219,52000,0.65,0.73,7:15,1525,0.75000,100.000%,37.10,6.43,"Valve, Sta. 9+85, MOV 27",73.54,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5548.95,43.52,Metal Loss Internal,33.76943940,-118.20959051,5.340
40000051,GROUP,967.60,10+58,11%,0.219,52000,0.81,0.37,6:00,1525,0.75000,100.000%,37.20,6.32,"Valve, Sta. 9+85, MOV 27",73.64,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5548.85,43.52,Metal Loss Internal,33.76943968,-118.20959051,5.340
40000052,GROUP,967.79,10+58,11%,0.219,52000,0.51,0.33,7:15,1525,0.75000,100.000%,37.39,6.13,"Valve, Sta. 9+85, MOV 27",73.84,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5548.66,43.52,Metal Loss Internal,33.76944021,-118.20959051,5.340
40000053,GROUP,968.13,10+58,12%,0.219,52000,0.86,0.77,5:45,1525,0.75000,100.000%,37.73,5.79,"Valve, Sta. 9+85, MOV 27",74.18,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5548.31,43.52,Metal Loss Internal,33.76944115,-118.20959050,5.340
40000054,GROUP,968.47,10+58,19%,0.219,52000,1.88,1.19,6:00,1525,0.75000,100.000%,38.07,5.45,"Valve, Sta. 9+85, MOV 27",74.52,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5547.98,43.52,Metal Loss Internal,33.76944207,-118.20959049,5.350
40000055,GROUP,969.87,10+60,15%,0.219,52000,0.64,0.54,7:30,1525,0.75000,100.000%,39.47,4.05,"Valve, Sta. 9+85, MOV 27",75.92,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5546.58,43.52,Metal Loss Internal,33.76944591,-118.20959047,5.370
40000056,GROUP,969.89,10+60,11%,0.219,52000,0.64,0.52,6:15,1525,0.75000,100.000%,39.49,4.03,"Valve, Sta. 9+85, MOV 27",75.93,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5546.56,43.52,Metal Loss Internal,33.76944595,-118.20959047,5.370
10000047,LOCATION,970.33,10+60,,,,,,,,,,39.93,3.59,"Valve, Sta. 9+85, MOV 27",76.37,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5546.12,43.52,Composite Repair,33.76945023,-118.20959043,5.390
40000057,GROUP,970.97,10+61,22%,0.219,52000,0.64,0.46,7:00,1525,0.75000,100.000%,40.56,2.96,"Valve, Sta. 9+85, MOV 27",77.01,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5545.48,43.52,Metal Loss Internal - Repaired with Composite,33.76944891,-118.20959044,5.390
40000058,GROUP,971.16,10+61,19%,0.219,52000,0.67,0.58,6:45,1525,0.75000,100.000%,40.76,2.77,"Valve, Sta. 9+85, MOV 27",77.20,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5545.29,43.52,Metal Loss Internal - Repaired with Composite,33.76944943,-118.20959044,5.390
40000059,GROUP,971.32,10+61,24%,0.219,52000,0.86,0.69,7:15,1525,0.75000,100.000%,40.92,2.61,"Valve, Sta. 9+85, MOV 27",77.36,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5545.13,43.52,Metal Loss Internal - Repaired with Composite,33.76944987,-118.20959043,5.390
40000060,GROUP,971.71,10+62,23%,0.219,52000,0.49,0.50,7:00,1525,0.75000,100.000%,41.31,2.21,"Valve, Sta. 9+85, MOV 27",77.76,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5544.73,43.52,Metal Loss Internal - Repaired with Composite,33.76945096,-118.20959043,5.400
40000061,GROUP,971.89,10+62,22%,0.219,52000,2.61,3.34,6:30,1525,0.75000,100.000%,41.48,2.04,"Valve, Sta. 9+85, MOV 27",77.93,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5544.56,43.52,Metal Loss Internal - Repaired with Composite,33.76945143,-118.20959042,5.400
10000047,LOCATION,972.57,10+62,,,,,,,,,,42.16,1.36,"Valve, Sta. 9+85, MOV 27",78.61,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5543.88,43.52,Composite Repair,33.76945023,-118.20959043,5.390
10000048,LOCATION,972.61,10+62,,,,,,,,,,42.21,1.31,"Valve, Sta. 9+85, MOV 27",78.66,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5543.84,43.52,Composite Repair,33.76945404,-118.20959040,5.420
10000048,LOCATION,973.07,10+63,,,,,,,,,,42.66,0.86,"Valve, Sta. 9+85, MOV 27",79.11,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5543.38,43.52,Composite Repair,33.76945404,-118.20959040,5.420
10000049,LOCATION,973.12,10+63,,,,,,,,,,42.72,0.81,"Valve, Sta. 9+85, MOV 27",79.16,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5543.33,43.52,Composite Repair,33.76945624,-118.20959037,5.430
40000062,GROUP,973.28,10+63,17%,0.219,52000,0.60,0.60,6:15,1525,0.75000,100.000%,42.88,0.64,"Valve, Sta. 9+85, MOV 27",79.32,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5543.17,43.52,Metal Loss Internal - Repaired with Composite,33.76945524,-118.20959038,5.420
40000063,GROUP,973.46,10+63,31%,0.219,52000,0.68,0.75,5:00,1525,0.75000,100.000%,43.05,0.47,"Valve, Sta. 9+85, MOV 27",79.50,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5542.99,43.52,Metal Loss Internal - Repaired with Composite,33.76945572,-118.20959038,5.420
40000064,GROUP,973.64,10+63,17%,0.219,52000,0.80,0.91,5:30,1525,0.75000,100.000%,43.24,0.28,"Valve, Sta. 9+85, MOV 27",79.68,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5542.81,43.52,Metal Loss Internal - Repaired with Composite,33.76945622,-118.20959037,5.430
40000065,GROUP,973.82,10+64,15%,0.219,52000,0.94,1.49,6:15,1525,0.75000,100.000%,43.42,0.10,"Valve, Sta. 9+85, MOV 27",79.87,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5542.62,43.52,Metal Loss Internal - Repaired with Composite,33.76945674,-118.20959037,5.430
750,WELD,973.92,10+64,,,,,,,,,,,,,,,,46.91,,33.76945700,-118.20959036,5.430
40000066,GROUP,973.98,10+64,51%,0.219,52000,0.76,3.60,3:45,1525,0.75000,100.000%,0.06,46.85,"Valve, Sta. 9+85, MOV 27",80.02,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5542.47,46.91,Metal Loss External - Repaired with Composite,33.76945716,-118.20959036,5.430
40000067,GROUP,974.04,10+64,14%,0.219,52000,1.82,5.75,7:00,1525,0.75000,100.000%,0.12,46.79,"Valve, Sta. 9+85, MOV 27",80.08,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5542.41,46.91,Metal Loss Internal - Repaired with Composite,33.76945733,-118.20959036,5.430
10000049,LOCATION,974.17,10+64,,,,,,,,,,0.25,46.66,"Valve, Sta. 9+85, MOV 27",80.22,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5542.27,46.91,Composite Repair,33.76945624,-118.20959037,5.430
10000050,LOCATION,974.24,10+64,,,,,,,,,,0.32,46.59,"Valve, Sta. 9+85, MOV 27",80.29,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5542.21,46.91,Sleeve Begin - 27.02 in.,33.76946097,-118.20959032,5.450
10000050,LOCATION,976.49,10+66,,,,,,,,,,2.57,44.34,"Valve, Sta. 9+85, MOV 27",82.54,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5539.95,46.91,Sleeve End  ,33.76946097,-118.20959032,5.450
10000051,LOCATION,976.77,10+67,,,,,,,,,,2.85,44.06,"Valve, Sta. 9+85, MOV 27",82.82,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5539.68,46.91,Casing Begin - RR XING,33.76946482,-118.20959028,5.470
40000068,GROUP,976.96,10+67,11%,0.219,52000,0.80,1.08,8:15,1525,0.75000,100.000%,3.04,43.87,"Valve, Sta. 9+85, MOV 27",83.00,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5539.49,46.91,Metal Loss Internal,33.76946533,-118.20959027,5.470
40000069,GROUP,976.98,10+67,18%,0.219,52000,0.86,1.89,6:30,1525,0.75000,100.000%,3.05,43.85,"Valve, Sta. 9+85, MOV 27",83.02,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5539.47,46.91,Metal Loss Internal,33.76946537,-118.20959027,5.470
40000070,GROUP,977.03,10+67,21%,0.219,52000,0.84,1.88,5:00,1525,0.75000,100.000%,3.11,43.80,"Valve, Sta. 9+85, MOV 27",83.08,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5539.41,46.91,Metal Loss Internal,33.76946553,-118.20959027,5.470
40000071,GROUP,977.26,10+67,29%,0.219,52000,1.36,2.64,7:45,1525,0.75000,100.000%,3.33,43.57,"Valve, Sta. 9+85, MOV 27",83.30,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5539.19,46.91,Metal Loss Internal,33.76946614,-118.20959026,5.470
40000072,GROUP,977.39,10+67,13%,0.219,52000,0.48,0.59,6:00,1525,0.75000,100.000%,3.47,43.44,"Valve, Sta. 9+85, MOV 27",83.43,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5539.06,46.91,Metal Loss Internal,33.76946650,-118.20959026,5.480
40000073,GROUP,977.45,10+67,10%,0.219,52000,0.29,0.33,8:30,1525,0.75000,100.000%,3.53,43.38,"Valve, Sta. 9+85, MOV 27",83.49,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5539.00,46.91,Metal Loss Internal,33.76946667,-118.20959026,5.480
40000074,GROUP,977.59,10+67,34%,0.219,52000,1.36,2.02,5:45,1525,0.75000,100.000%,3.67,43.24,"Valve, Sta. 9+85, MOV 27",83.63,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5538.86,46.91,Metal Loss Internal,33.76946706,-118.20959025,5.480
40000075,GROUP,977.89,10+68,22%,0.219,52000,0.51,0.55,6:30,1525,0.75000,100.000%,3.97,42.94,"Valve, Sta. 9+85, MOV 27",83.94,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5538.56,46.91,Metal Loss Internal,33.76946788,-118.20959024,5.480
40000076,GROUP,978.46,10+68,15%,0.219,52000,0.83,0.89,3:45,1525,0.75000,100.000%,4.53,42.37,"Valve, Sta. 9+85, MOV 27",84.50,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5537.99,46.91,Metal Loss Internal,33.76946943,-118.20959022,5.490
40000077,GROUP,979.04,10+69,36%,0.219,52000,0.80,1.17,6:15,1525,0.75000,100.000%,5.12,41.79,"Valve, Sta. 9+85, MOV 27",85.09,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5537.40,46.91,Metal Loss Internal,33.76947105,-118.20959020,5.500
40000078,GROUP,979.77,10+69,11%,0.219,52000,0.89,1.17,7:00,1525,0.75000,100.000%,5.85,41.06,"Valve, Sta. 9+85, MOV 27",85.82,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5536.68,46.91,Metal Loss Internal,33.76947304,-118.20959017,5.510
40000080,GROUP,979.90,10+70,22%,0.219,52000,0.59,0.59,3:45,1525,0.75000,100.000%,5.98,40.93,"Valve, Sta. 9+85, MOV 27",85.95,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5536.54,46.91,Metal Loss Internal,33.76947340,-118.20959017,5.510
40000079,GROUP,979.91,10+70,37%,0.219,52000,3.98,5.37,5:45,1447,0.79000,100.000%,5.99,40.92,"Valve, Sta. 9+85, MOV 27",85.96,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5536.54,46.91,Metal Loss Internal,33.76947343,-118.20959017,5.510
40000081,GROUP,980.15,10+70,24%,0.219,52000,3.04,1.76,3:45,1525,0.75000,100.000%,6.23,40.68,"Valve, Sta. 9+85, MOV 27",86.20,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5536.30,46.91,Metal Loss Internal,33.76947408,-118.20959016,5.510
40000083,GROUP,980.31,10+70,27%,0.219,52000,1.39,2.59,5:45,1525,0.75000,100.000%,6.38,40.52,"Valve, Sta. 9+85, MOV 27",86.35,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5536.14,46.91,Metal Loss Internal,33.76947450,-118.20959016,5.510
40000082,GROUP,980.36,10+70,21%,0.219,52000,2.77,1.48,7:00,1525,0.75000,100.000%,6.43,40.47,"Valve, Sta. 9+85, MOV 27",86.40,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5536.09,46.91,Metal Loss Internal,33.76947464,-118.20959016,5.510
40000084,GROUP,980.71,10+70,23%,0.219,52000,1.21,0.62,5:00,1525,0.75000,100.000%,6.79,40.12,"Valve, Sta. 9+85, MOV 27",86.75,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5535.74,46.91,Metal Loss Internal,33.76947560,-118.20959014,5.520
40000085,GROUP,980.97,10+71,46%,0.219,52000,5.68,3.64,5:45,1279,0.90000,100.000%,7.05,39.86,"Valve, Sta. 9+85, MOV 27",87.01,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5535.48,46.91,Metal Loss Internal,33.76947632,-118.20959013,5.520
40000086,GROUP,981.66,10+71,18%,0.219,52000,0.83,1.06,5:30,1525,0.75000,100.000%,7.73,39.17,"Valve, Sta. 9+85, MOV 27",87.70,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5534.79,46.91,Metal Loss External,33.76947820,-118.20959011,5.530
40000087,GROUP,985.39,10+75,11%,0.219,52000,0.68,0.33,6:00,1525,0.75000,100.000%,11.47,35.44,"Valve, Sta. 9+85, MOV 27",91.43,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5531.06,46.91,Metal Loss Internal,33.76948843,-118.20958997,5.550
10000052,LOCATION,992.70,10+82,,,,,,,,,,18.77,28.13,"Valve, Sta. 9+85, MOV 27",98.74,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5523.75,46.91,Sleeve Begin - 28.62 in.,33.76951173,-118.20958965,5.530
10000052,LOCATION,995.08,10+85,,,,,,,,,,21.16,25.75,"Valve, Sta. 9+85, MOV 27",101.13,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5521.37,46.91,Sleeve End  ,33.76951173,-118.20958965,5.530
40000088,GROUP,995.24,10+85,11%,0.219,52000,0.73,1.27,6:45,1525,0.75000,100.000%,21.31,25.59,"Valve, Sta. 9+85, MOV 27",101.28,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5521.21,46.91,Metal Loss Internal,33.76951542,-118.20958960,5.520
40000089,GROUP,995.26,10+85,10%,0.219,52000,0.85,1.04,4:45,1525,0.75000,100.000%,21.34,25.57,"Valve, Sta. 9+85, MOV 27",101.31,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5521.18,46.91,Metal Loss Internal,33.76951550,-118.20958960,5.510
10000053,LOCATION,998.61,10+88,,,,,,,,,,24.69,22.22,"Valve, Sta. 9+85, MOV 27",104.65,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5517.84,46.91,Casing End - RR XING,33.76952466,-118.20958949,5.460
40000090,GROUP,1002.97,10+92,14%,0.219,52000,0.93,0.51,6:00,1525,0.75000,100.000%,29.05,17.86,"Valve, Sta. 9+85, MOV 27",109.01,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5513.48,46.91,Metal Loss Internal,33.76953660,-118.20958937,5.350
40000091,GROUP,1012.14,11+01,14%,0.219,52000,0.65,0.39,6:00,1525,0.75000,100.000%,38.22,8.69,"Valve, Sta. 9+85, MOV 27",118.18,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5504.31,46.91,Metal Loss Internal,33.76956173,-118.20958922,5.000
760,WELD,1020.83,11+10,,,,,,,,,,,,,,,,11.13,,33.76958552,-118.20958920,4.590
10000054,LOCATION,1025.24,11+10,,,,,,,,,,4.41,6.72,"Valve, Sta. 9+85, MOV 27",131.28,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5491.21,11.13,"Bend right - 76 deg., 6D ",33.76959670,-118.20958457,4.400
770,WELD,1031.96,11+21,,,,,,,,,,,,,,,,2.10,,33.76960405,-118.20956490,3.810
20000125,Mill Anomaly,1032.03,11+21,,0.219,52000,1.07,1.26,9:30,,,,0.07,2.03,"Valve, Sta. 9+85, MOV 27",138.08,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5484.42,2.10,Mill Anomaly - 68 gauss change,33.76960410,-118.20956468,3.800
780,WELD,1034.06,11+23,,,,,,,,,,,,,,,,47.09,,33.76960554,-118.20955827,3.620
790,WELD,1081.15,11+69,,,,,,,,,,,,,,,,47.23,,33.76964014,-118.20940960,1.140
40000092,GROUP,1083.11,11+71,11%,0.219,52000,0.46,0.33,6:15,1525,0.75000,100.000%,1.95,45.28,"Valve, Sta. 9+85, MOV 27",189.15,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5433.34,47.23,Metal Loss Internal,33.76964159,-118.20940344,1.100
40000093,GROUP,1091.65,11+80,13%,0.219,52000,0.64,0.77,6:00,1525,0.75000,100.000%,10.49,36.74,"Valve, Sta. 9+85, MOV 27",197.69,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",5424.80,47.23,Metal Loss Internal,33.76964794,-118.20937646,1.010
