ItemNumber,JointNumber,JointLengthft,DisttoUSGWft,DisttoDSGWft,AbsoluteDistanceft,Feature,ExtInt,Depth,Depthin,Lengthin,Widthin,Oclockhhmm,Comments,PipeType,WTin,PipeGrade,PipeODin,MOP,LongSeam,ERF,SafeBurstPressure,BurstPressure,Latitudedeg,Longitudedeg,Elevationft
386,2200,5.88,3.00,5.88,4919.40,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,715,,,,,33.67885659,-118.00855416,70.14
387,2210,5.44,5.88,5.44,4925.28,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,715,,,,,33.67886975,-118.00856480,69.07
388,2220,3.00,5.44,3.00,4930.72,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67888140,-118.00857408,68.12
389,2220,3.00,1.42,1.58,4932.13,Bend,,,,,,02:36,90° 3D Right Forged Bend,Elbow,,,8.625,715,,,,,33.67888501,-118.00857443,67.91
390,2230,23.35,3.00,23.35,4933.72,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,715,,,,,33.67888803,-118.00857165,67.84
391,2240,1.07,23.35,1.07,4957.06,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,715,,,,,33.67892285,-118.00850980,68.11
392,2250,39.96,1.07,39.96,4958.13,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67892447,-118.00850690,68.12
393,2250,39.96,1.58,38.37,4959.72,Tap,,,,,,00:46,,SMLS,0.280,X35,8.625,715,,,,,33.67892703,-118.00850235,68.15
394,2250,39.96,2.42,37.54,4960.55,Metal Loss,External,20,0.056,0.8,0.7,02:32,,SMLS,0.280,X35,8.625,715,,0.345,2071,2876,33.67892827,-118.00850011,68.16
395,2250,39.96,4.58,35.38,4962.71,Metal Loss Group,External,15,0.042,1.3,0.9,00:30,,SMLS,0.280,X35,8.625,715,,0.348,2057,2857,33.67893148,-118.00849428,68.20
396,2250,39.96,24.33,15.63,4982.47,Composite Repair Start,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67896055,-118.00844146,68.52
397,2250,39.96,25.42,14.53,4983.56,Metal Loss,External,12,0.034,0.6,0.6,02:21,Under Composite Repair,SMLS,0.280,X35,8.625,715,,0.342,2092,2906,33.67896214,-118.00843854,68.54
398,2250,39.96,25.54,14.42,4983.67,Metal Loss,External,42,0.118,0.4,0.6,11:50,Under Composite Repair,SMLS,0.280,X35,8.625,715,,0.343,2086,2897,33.67896231,-118.00843823,68.55
399,2250,39.96,25.84,14.11,4983.98,Metal Loss,External,11,0.031,0.4,0.8,00:38,Under Composite Repair,SMLS,0.280,X35,8.625,715,,0.341,2099,2915,33.67896277,-118.00843739,68.55
400,2250,39.96,27.44,12.52,4985.57,Composite Repair End,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67896510,-118.00843311,68.58
401,2260,29.50,39.96,29.50,4998.09,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67898338,-118.00839955,68.82
402,2260,29.50,19.64,9.85,5017.73,Composite Repair Start,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67901212,-118.00834699,69.37
403,2260,29.50,21.29,8.21,5019.38,Metal Loss Group,External,16,0.045,0.6,2.1,10:00,Under Composite Repair,SMLS,0.280,X35,8.625,715,,0.342,2090,2903,33.67901452,-118.00834260,69.41
404,2260,29.50,21.37,8.12,5019.47,Metal Loss Group,External,42,0.118,0.6,3.9,11:50,Under Composite Repair,SMLS,0.280,X35,8.625,715,,0.347,2062,2864,33.67901468,-118.00834230,69.42
405,2260,29.50,21.39,8.11,5019.48,Metal Loss,External,10,0.028,0.4,0.7,06:02,Under Composite Repair,SMLS,0.280,X35,8.625,715,,0.340,2101,2918,33.67901468,-118.00834229,69.42
406,2260,29.50,22.65,6.85,5020.74,Composite Repair End,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67901651,-118.00833895,69.45
407,2270,27.12,29.50,27.12,5027.59,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67902656,-118.00832057,69.64
408,2270,27.12,14.22,12.90,5041.81,AGM 2,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67904737,-118.00828239,70.00
409,2280,34.19,27.12,34.19,5054.70,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67906630,-118.00824753,70.37
410,2280,34.19,33.92,0.27,5088.62,Metal Loss,External,15,0.042,0.2,0.6,06:01,,SMLS,0.280,X35,8.625,715,,0.340,2101,2919,33.67911501,-118.00815794,70.71
411,2290,34.48,34.19,34.48,5088.90,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67911541,-118.00815720,70.71
412,2300,0.49,34.48,0.49,5123.38,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67916649,-118.00806326,70.57
413,2300,0.49,0.28,0.22,5123.66,Bend,,,,,,09:14,30° 3D Left Forged Bend,Elbow,,,8.625,715,,,,,33.67916700,-118.00806267,70.58
414,2310,5.46,0.49,5.46,5123.87,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67916741,-118.00806219,70.59
415,2320,28.04,5.46,28.04,5129.34,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67918011,-118.00805366,70.86
416,2330,30.08,28.04,30.08,5157.37,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67924626,-118.00801135,72.09
417,2340,29.04,30.08,29.04,5187.45,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67931862,-118.00796875,72.60
418,2350,32.72,29.04,32.72,5216.49,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67939026,-118.00793269,73.33
419,2360,47.61,32.72,47.61,5249.22,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67947298,-118.00790065,73.75
420,2370,43.82,47.61,43.82,5296.83,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67959747,-118.00786429,74.13
421,2380,36.50,43.82,36.50,5340.65,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67971414,-118.00784756,75.58
422,2390,48.59,36.50,48.59,5377.14,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67981160,-118.00784486,75.75
423,2400,35.42,48.59,35.42,5425.73,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67994136,-118.00785569,76.33
424,2400,35.42,3.18,32.24,5428.90,Metal Loss Group,External,12,0.034,1.3,3.5,06:19,,SMLS,0.280,X35,8.625,715,,0.346,2067,2871,33.67994981,-118.00785699,76.49
425,2400,35.42,4.35,31.07,5430.07,Metal Loss,External,11,0.031,0.4,0.4,02:36,,SMLS,0.280,X35,8.625,715,,0.341,2099,2915,33.67995294,-118.00785747,76.55
426,2400,35.42,8.65,26.77,5434.37,Metal Loss Group,External,12,0.034,0.6,2.9,09:33,,SMLS,0.280,X35,8.625,715,,0.341,2095,2910,33.67996428,-118.00785937,76.75
427,2400,35.42,8.66,26.76,5434.39,Metal Loss,External,10,0.028,0.6,0.8,11:59,,SMLS,0.280,X35,8.625,715,,0.341,2096,2910,33.67996429,-118.00785937,76.75
428,2400,35.42,8.69,26.72,5434.42,Metal Loss,External,12,0.034,0.4,0.4,02:22,,SMLS,0.280,X35,8.625,715,,0.341,2099,2915,33.67996440,-118.00785939,76.75
429,2400,35.42,8.88,26.54,5434.60,Metal Loss,External,14,0.039,0.5,0.4,02:23,,SMLS,0.280,X35,8.625,715,,0.341,2095,2909,33.67996488,-118.00785948,76.76
430,2400,35.42,9.09,26.33,5434.82,Metal Loss Group,External,13,0.036,0.5,1.0,01:38,,SMLS,0.280,X35,8.625,715,,0.341,2097,2912,33.67996547,-118.00785959,76.76
431,2400,35.42,12.47,22.95,5438.20,Metal Loss,External,10,0.028,0.5,0.6,05:12,,SMLS,0.280,X35,8.625,715,,0.341,2097,2913,33.67997438,-118.00786121,76.90
432,2400,35.42,12.61,22.80,5438.34,Metal Loss Group,External,13,0.036,1.9,2.5,11:23,,SMLS,0.280,X35,8.625,715,,0.352,2032,2823,33.67997474,-118.00786128,76.90
433,2400,35.42,12.62,22.80,5438.35,Metal Loss Group,External,12,0.034,0.8,1.7,03:40,,SMLS,0.280,X35,8.625,715,,0.343,2085,2896,33.67997475,-118.00786128,76.90
434,2410,34.16,35.42,34.16,5461.15,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68003508,-118.00787414,77.50
435,2410,34.16,31.20,2.96,5492.34,Tap,,,,,,00:49,,SMLS,0.280,X35,8.625,715,,,,,33.68011639,-118.00789631,77.96
436,2420,1.94,34.16,1.94,5495.31,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,715,,,,,33.68012431,-118.00789865,77.99
437,2430,1.58,1.94,1.58,5497.25,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.68012915,-118.00790009,78.00
438,2430,1.58,0.80,0.78,5498.05,Bend,,,,,,05:58,45° 5D Over Forged Bend,Elbow,,,8.625,715,,,,,33.68013110,-118.00790067,77.80
439,2440,1.22,1.58,1.22,5498.82,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,715,,,,,33.68013271,-118.00790115,77.41
440,2450,1.62,1.22,1.62,5500.04,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.68013511,-118.00790183,76.61
441,2450,1.62,0.83,0.79,5500.87,Bend,,,,,,11:58,45° 3D Sag Forged Bend,Elbow,,,8.625,715,,,,,33.68013693,-118.00790235,76.19
442,2460,1.80,1.62,1.80,5501.66,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,715,,,,,33.68013885,-118.00790293,76.09
443,2470,3.07,1.80,3.07,5503.46,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.68014359,-118.00790440,76.18
444,2470,3.07,1.58,1.50,5505.04,Bend,,,,,,01:19,90° 3D Sag Right Forged Bend,Elbow,,,8.625,715,,,,,33.68014697,-118.00790547,76.92
445,2480,2.97,3.07,2.97,5506.53,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.68014798,-118.00790576,78.25
446,2480,2.97,1.49,1.48,5508.03,Bend,,,,,,05:46,90° 3D Over Forged Bend,Elbow,,,8.625,715,,,,,33.68014793,-118.00790352,79.44
447,2490,3.55,2.97,3.55,5509.51,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,715,,,,,33.68014802,-118.00789935,79.86
448,2500,31.07,3.55,31.07,5513.06,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68014823,-118.00788795,79.91
449,2500,31.07,1.26,29.81,5514.32,Tap,,,,,,00:48,,SMLS,0.280,X35,8.625,715,,,,,33.68014831,-118.00788389,79.93
450,2500,31.07,11.52,19.55,5524.57,Metal Loss Group,External,15,0.042,0.6,2.0,03:23,,SMLS,0.280,X35,8.625,715,,0.342,2091,2904,33.68014878,-118.00785088,80.04
451,2500,31.07,14.52,16.56,5527.57,Metal Loss Group,External,27,0.076,0.6,3.0,06:16,,SMLS,0.280,X35,8.625,715,,0.344,2078,2886,33.68014890,-118.00784126,80.07
452,2500,31.07,14.53,16.54,5527.59,Metal Loss,External,10,0.028,0.4,1.0,02:16,,SMLS,0.280,X35,8.625,715,,0.341,2099,2915,33.68014890,-118.00784116,80.07
453,2500,31.07,25.83,5.25,5538.88,Metal Loss,External,12,0.034,0.4,0.4,01:41,,SMLS,0.280,X35,8.625,715,,0.341,2098,2914,33.68014934,-118.00780395,80.09
454,2510,2.17,31.07,2.17,5544.13,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68014953,-118.00778590,80.06
455,2520,3.43,2.17,3.43,5546.30,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68014960,-118.00777949,80.05
456,2530,46.45,3.43,46.45,5549.73,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68014971,-118.00776943,80.02
457,2530,46.45,0.95,45.50,5550.68,Metal Loss,External,16,0.045,0.7,1.2,05:51,,SMLS,0.280,X35,8.625,715,,0.343,2084,2895,33.68014974,-118.00776663,80.02
458,2530,46.45,5.09,41.36,5554.82,Metal Loss Group,External,16,0.045,1.6,2.9,00:23,,SMLS,0.280,X35,8.625,715,,0.351,2034,2825,33.68014983,-118.00775390,80.04
459,2530,46.45,5.56,40.89,5555.29,Metal Loss,External,17,0.048,1.1,0.8,01:44,,SMLS,0.280,X35,8.625,715,,0.347,2062,2864,33.68014984,-118.00775243,80.05
460,2530,46.45,5.57,40.87,5555.31,Metal Loss,External,17,0.048,0.7,0.5,00:29,,SMLS,0.280,X35,8.625,715,,0.344,2081,2890,33.68014984,-118.00775231,80.05
461,2530,46.45,8.79,37.66,5558.52,Composite Repair Start,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68014989,-118.00774209,80.10
462,2530,46.45,9.95,36.50,5559.68,Metal Loss,External,15,0.042,0.4,0.9,00:54,Under Composite Repair,SMLS,0.280,X35,8.625,715,,0.341,2097,2912,33.68014991,-118.00773832,80.12
463,2530,46.45,11.09,35.36,5560.82,Composite Repair End,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68014993,-118.00773468,80.13
464,2530,46.45,32.08,14.37,5581.81,Sleeve Start,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68014994,-118.00766748,80.77
465,2530,46.45,33.05,13.40,5582.78,Sleeve End,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68014994,-118.00766441,80.80
466,2540,33.98,46.45,33.98,5596.18,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68014999,-118.00762144,81.26
467,2540,33.98,0.30,33.68,5596.48,Metal Loss,External,10,0.028,0.4,0.5,03:23,,SMLS,0.280,X35,8.625,715,,0.340,2100,2917,33.68015000,-118.00762055,81.27
468,2540,33.98,7.15,26.83,5603.33,Metal Loss,External,10,0.028,0.5,0.4,01:18,,SMLS,0.280,X35,8.625,715,,0.341,2097,2913,33.68015008,-118.00759857,81.53
469,2540,33.98,13.48,20.50,5609.66,Metal Loss,External,12,0.034,1.0,0.8,03:57,,SMLS,0.280,X35,8.625,715,,0.344,2077,2885,33.68015018,-118.00757830,81.79
470,2540,33.98,28.74,5.24,5624.92,Metal Loss,External,12,0.034,0.4,0.4,00:53,,SMLS,0.280,X35,8.625,715,,0.341,2098,2914,33.68015044,-118.00752918,82.35
471,2540,33.98,30.51,3.47,5626.69,Metal Loss,External,10,0.028,0.5,0.7,01:11,,SMLS,0.280,X35,8.625,715,,0.341,2097,2913,33.68015047,-118.00752354,82.39
472,2540,33.98,30.76,3.21,5626.94,Metal Loss,External,10,0.028,0.5,0.6,01:50,,SMLS,0.280,X35,8.625,715,,0.341,2098,2914,33.68015048,-118.00752266,82.39
473,2540,33.98,31.64,2.34,5627.82,Metal Loss,External,11,0.031,0.7,0.6,00:18,,SMLS,0.280,X35,8.625,715,,0.342,2092,2906,33.68015049,-118.00751984,82.41
474,2540,33.98,32.67,1.31,5628.85,Metal Loss,External,12,0.034,0.4,0.6,00:17,,SMLS,0.280,X35,8.625,715,,0.341,2098,2914,33.68015051,-118.00751646,82.43
475,2540,33.98,33.18,0.80,5629.36,Metal Loss,External,10,0.028,0.4,0.6,01:29,,SMLS,0.280,X35,8.625,715,,0.341,2099,2915,33.68015052,-118.00751482,82.44
476,2540,33.98,33.63,0.34,5629.81,Metal Loss,External,12,0.034,0.5,0.7,01:20,,SMLS,0.280,X35,8.625,715,,0.341,2096,2911,33.68015052,-118.00751335,82.45
477,2550,19.53,33.98,19.53,5630.16,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68015053,-118.00751218,82.46
478,2560,41.54,19.53,41.54,5649.69,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68015086,-118.00745202,82.68
479,2570,40.14,41.54,40.14,5691.23,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68015165,-118.00731621,82.82
480,2580,9.33,40.14,9.33,5731.36,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68015223,-118.00718602,82.35
481,2590,1.24,9.33,1.24,5740.70,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68015232,-118.00715824,82.21
482,2600,2.97,1.24,2.97,5741.93,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.68015235,-118.00715443,82.18
483,2600,2.97,1.61,1.37,5743.54,Bend,,,,,,09:06,90° 3D Left Forged Bend,Elbow,,,8.625,715,,,,,33.68015439,-118.00715015,82.20
484,2610,9.41,2.97,9.41,5744.91,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68015763,-118.00714905,82.22
485,2620,39.96,9.41,39.96,5754.32,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68018218,-118.00714885,82.47
486,2630,15.66,39.96,15.66,5794.28,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68029074,-118.00714824,83.22
487,2640,42.56,15.66,42.56,5809.93,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68033202,-118.00714809,83.27
488,2640,42.56,29.85,12.71,5839.79,Metal Loss,External,13,0.028,0.5,0.9,09:26,,ERW,0.219,X35,8.625,715,,0.437,1637,2274,33.68041198,-118.00714810,83.55
489,2650,1.44,42.56,1.44,5852.50,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.68044594,-118.00714785,83.81
490,2650,1.44,0.68,0.75,5853.18,Bend,,,,,,03:02,45° 5D Right Forged Bend,Elbow,,,8.625,715,,,,,33.68044764,-118.00714712,83.82
491,2660,17.31,1.44,17.31,5853.93,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68044919,-118.00714565,83.82
492,2670,1.28,17.31,1.28,5871.24,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.68048177,-118.00710609,83.86
493,2670,1.28,0.69,0.59,5871.93,Bend,,,,,,03:00,45° 5D Right Forged Bend,Elbow,,,8.625,715,,,,,33.68048259,-118.00710419,83.85
494,2680,26.15,1.28,26.15,5872.52,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68048291,-118.00710230,83.85
495,2690,40.44,26.15,40.44,5898.67,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68048275,-118.00702037,83.93
496,2700,40.01,40.44,40.01,5939.10,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68048290,-118.00688874,84.10
497,2710,40.66,40.01,40.66,5979.11,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68048358,-118.00676069,84.10
498,2720,41.70,40.66,41.70,6019.77,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68048470,-118.00663040,84.21
499,2730,40.36,41.70,40.36,6061.46,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68048573,-118.00649685,84.63
500,2740,0.41,40.36,0.41,6101.82,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.68048761,-118.00636748,84.68
501,2740,0.41,0.21,0.21,6102.03,Bend,,,,,,00:10,10° 3D Sag Forged Bend,Elbow,,,8.625,715,,,,,33.68048761,-118.00636686,84.70
502,2750,16.27,0.41,16.27,6102.24,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68048761,-118.00636625,84.73
503,2760,2.86,16.27,2.86,6118.51,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.68048793,-118.00631503,87.71
504,2760,2.86,1.48,1.38,6119.99,Bend,,,,,,08:44,90° 3D Left Forged Bend,Elbow,,,8.625,715,,,,,33.68048985,-118.00631127,87.99
505,2770,1.49,2.86,1.49,6121.37,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.68049310,-118.00631017,88.13
506,2780,15.41,1.49,15.41,6122.86,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68049722,-118.00631010,88.22
507,2790,38.33,15.41,38.33,6138.27,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68053851,-118.00631049,88.90
508,2790,38.33,4.00,34.33,6142.27,Metal Loss Group,External,15,0.042,0.6,2.0,08:17,,SMLS,0.280,X35,8.625,715,,0.342,2091,2904,33.68054925,-118.00631065,89.02
509,2790,38.33,4.13,34.20,6142.41,Metal Loss,External,10,0.028,0.4,0.7,08:40,,SMLS,0.280,X35,8.625,715,,0.341,2099,2915,33.68054960,-118.00631066,89.02
510,2790,38.33,4.37,33.96,6142.64,Metal Loss,External,10,0.028,0.6,0.9,08:15,,SMLS,0.280,X35,8.625,715,,0.341,2097,2912,33.68055027,-118.00631067,89.03
511,2790,38.33,4.62,33.71,6142.89,Metal Loss,External,13,0.036,0.5,0.7,09:17,,SMLS,0.280,X35,8.625,715,,0.341,2097,2912,33.68055085,-118.00631068,89.03
512,2790,38.33,4.82,33.51,6143.09,Repair Patch,,,,5.4,3.9,07:22,,SMLS,0.280,X35,8.625,715,,,,,33.68055142,-118.00631069,89.04
513,2790,38.33,5.41,32.92,6143.69,Metal Loss,External,10,0.028,0.6,0.9,08:48,,SMLS,0.280,X35,8.625,715,,0.341,2096,2910,33.68055300,-118.00631071,89.06
514,2790,38.33,5.64,32.69,6143.91,Metal Loss Group,External,25,0.070,1.9,3.5,07:38,,SMLS,0.280,X35,8.625,715,,0.366,1955,2715,33.68055367,-118.00631072,89.06
515,2790,38.33,5.95,32.38,6144.22,Metal Loss,External,10,0.028,0.7,1.1,08:14,,SMLS,0.280,X35,8.625,715,,0.342,2093,2908,33.68055447,-118.00631073,89.07
516,2790,38.33,6.19,32.14,6144.47,Metal Loss,External,10,0.028,0.4,0.7,07:42,,SMLS,0.280,X35,8.625,715,,0.341,2099,2915,33.68055514,-118.00631074,89.08
517,2790,38.33,6.67,31.66,6144.94,Metal Loss Group,External,16,0.045,0.6,2.0,08:19,,SMLS,0.280,X35,8.625,715,,0.342,2090,2903,33.68055640,-118.00631076,89.09
518,2800,36.80,38.33,36.80,6176.60,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68064118,-118.00631193,89.70
519,2810,47.41,36.80,47.41,6213.40,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68073925,-118.00631259,90.10
520,2820,46.16,47.41,46.16,6260.81,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68086678,-118.00631413,90.47
521,2820,46.16,21.77,24.39,6282.58,Metal Loss,External,10,0.028,0.9,0.8,06:50,,SMLS,0.280,X35,8.625,715,,0.343,2085,2896,33.68092504,-118.00631515,91.09
522,2820,46.16,21.99,24.17,6282.80,Metal Loss Group,External,10,0.028,1.2,2.7,07:38,,SMLS,0.280,X35,8.625,715,,0.345,2075,2882,33.68092570,-118.00631516,91.10
523,2820,46.16,22.67,23.49,6283.48,Metal Loss,External,10,0.028,1.0,1.0,07:55,,SMLS,0.280,X35,8.625,715,,0.343,2083,2894,33.68092751,-118.00631519,91.13
524,2820,46.16,23.00,23.16,6283.81,Metal Loss,External,10,0.028,0.6,0.6,08:20,,SMLS,0.280,X35,8.625,715,,0.341,2097,2912,33.68092832,-118.00631520,91.14
525,2820,46.16,25.47,20.70,6286.27,Metal Loss,External,10,0.028,0.5,0.5,08:19,,SMLS,0.280,X35,8.625,715,,0.341,2097,2913,33.68093497,-118.00631532,91.23
526,2820,46.16,27.25,18.91,6288.06,Metal Loss,External,10,0.028,0.6,1.0,07:58,,SMLS,0.280,X35,8.625,715,,0.341,2095,2909,33.68093973,-118.00631541,91.29
527,2820,46.16,28.18,17.98,6288.99,Metal Loss Group,External,10,0.028,1.0,2.9,05:57,,SMLS,0.280,X35,8.625,715,,0.343,2082,2892,33.68094222,-118.00631545,91.33
528,2820,46.16,28.78,17.38,6289.59,Metal Loss,External,10,0.028,0.6,0.6,05:35,,SMLS,0.280,X35,8.625,715,,0.341,2095,2909,33.68094381,-118.00631548,91.35
529,2820,46.16,28.99,17.18,6289.79,Metal Loss,External,10,0.028,0.6,0.6,06:32,,SMLS,0.280,X35,8.625,715,,0.341,2097,2912,33.68094437,-118.00631549,91.35
530,2820,46.16,29.38,16.78,6290.19,Metal Loss Group,External,12,0.034,0.7,2.6,06:53,,SMLS,0.280,X35,8.625,715,,0.342,2091,2904,33.68094539,-118.00631551,91.37
531,2830,50.06,46.16,50.06,6306.97,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68099089,-118.00631616,91.97
532,2830,50.06,3.60,46.45,6310.57,Metal Loss,External,10,0.028,0.4,0.6,06:28,,SMLS,0.280,X35,8.625,715,,0.341,2099,2915,33.68100009,-118.00631627,92.09
533,2830,50.06,3.95,46.11,6310.92,Metal Loss,External,10,0.028,0.6,0.7,06:53,,SMLS,0.280,X35,8.625,715,,0.341,2097,2912,33.68100100,-118.00631629,92.10
534,2830,50.06,4.28,45.77,6311.25,Metal Loss,External,10,0.028,0.6,0.6,08:05,,SMLS,0.280,X35,8.625,715,,0.341,2097,2912,33.68100182,-118.00631630,92.11
535,2830,50.06,4.59,45.47,6311.56,Metal Loss,External,10,0.028,0.8,0.7,08:33,,SMLS,0.280,X35,8.625,715,,0.342,2090,2903,33.68100261,-118.00631631,92.12
536,2840,49.41,50.06,49.41,6357.03,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68112421,-118.00631704,92.58
537,2850,44.79,49.41,44.79,6406.44,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68125633,-118.00631689,92.80
538,2860,45.46,44.79,45.46,6451.23,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68137678,-118.00631642,94.76
539,2870,51.74,45.46,51.74,6496.69,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68149873,-118.00631603,95.77
540,2880,46.17,51.74,46.17,6548.43,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68163710,-118.00631604,96.78
541,2890,45.22,46.17,45.22,6594.60,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68176031,-118.00631563,97.41
542,2900,47.86,45.22,47.86,6639.81,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68188196,-118.00631544,98.12
543,2900,47.86,45.43,2.42,6685.25,Metal Loss,External,10,0.028,0.6,0.6,05:36,,SMLS,0.280,X35,8.625,715,,0.341,2097,2912,33.68200440,-118.00631534,98.99
544,2900,47.86,45.76,2.10,6685.57,Metal Loss,External,10,0.028,0.4,0.7,05:20,,SMLS,0.280,X35,8.625,715,,0.341,2099,2915,33.68200525,-118.00631534,98.99
545,2910,48.49,47.86,48.49,6687.67,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68201111,-118.00631531,99.03
546,2910,48.49,28.90,19.59,6716.57,Metal Loss,External,10,0.028,0.4,0.8,08:17,,SMLS,0.280,X35,8.625,715,,0.341,2099,2915,33.68208737,-118.00631504,99.50
547,2920,45.36,48.49,45.36,6736.16,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68213992,-118.00631498,99.93
548,2930,48.22,45.36,48.22,6781.52,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68226140,-118.00631519,100.98
549,2940,17.25,48.22,17.25,6829.75,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.68239058,-118.00631565,102.06
