ItemNumber,JointNumber,JointLengthft,DisttoUSGWft,DisttoDSGWft,AbsoluteDistanceft,Feature,ExtInt,Depth,Depthin,Lengthin,Widthin,Oclockhhmm,Comments,PipeType,WTin,PipeGrade,PipeODin,MOP,LongSeam,ERF,SafeBurstPressure,BurstPressure,Latitudedeg,Longitudedeg,Elevationft
3318,22050,20.59,12.28,8.31,68790.36,Metal Loss,External,10,0.028,0.5,0.5,10:06,Under Composite Repair,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84969220,-118.01101020,61.34
3319,22050,20.59,12.52,8.07,68790.59,Metal Loss,External,16,0.045,0.7,0.9,04:28,Under Composite Repair,Lap,0.280,X35,8.625,600,,0.359,1669,2898,33.84969288,-118.01101021,61.34
3320,22050,20.59,12.67,7.93,68790.74,Metal Loss,External,10,0.028,0.7,0.7,02:38,Under Composite Repair,Lap,0.280,X35,8.625,600,,0.358,1674,2906,33.84969331,-118.01101022,61.34
3321,22050,20.59,13.49,7.10,68791.57,Composite Repair End,,,,,,,,Lap,0.280,X35,8.625,600,,,,,33.84969546,-118.01101025,61.34
3322,22050,20.59,16.31,4.28,68794.39,Metal Loss,External,10,0.028,0.5,0.5,03:19,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84970322,-118.01101038,61.35
3323,22050,20.59,17.52,3.07,68795.60,Metal Loss,External,11,0.031,0.5,0.5,08:44,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.84970648,-118.01101043,61.36
3324,22060,21.86,20.59,21.86,68798.66,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.84971494,-118.01101057,61.37
3325,22060,21.86,10.96,10.90,68809.62,Metal Loss,External,12,0.034,0.5,0.5,11:59,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.84974465,-118.01101106,61.36
3326,22060,21.86,14.34,7.52,68813.00,Metal Loss Group,External,11,0.031,2.4,4.9,11:12,,Lap,0.280,X35,8.625,600,,0.370,1622,2817,33.84975379,-118.01101121,61.34
3327,22060,21.86,14.72,7.15,68813.38,Metal Loss,External,10,0.028,0.5,0.5,00:12,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84975476,-118.01101123,61.34
3328,22060,21.86,15.88,5.98,68814.54,Metal Loss Group,External,10,0.028,1.3,1.1,10:32,,Lap,0.280,X35,8.625,600,,0.362,1659,2880,33.84975793,-118.01101128,61.34
3329,22060,21.86,16.39,5.48,68815.05,Metal Loss Group,External,12,0.034,1.0,1.2,11:48,,Lap,0.280,X35,8.625,600,,0.361,1663,2888,33.84975930,-118.01101130,61.33
3330,22060,21.86,16.96,4.90,68815.63,Metal Loss,External,12,0.034,0.5,0.5,00:12,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.84976088,-118.01101133,61.33
3331,22060,21.86,17.26,4.61,68815.92,Metal Loss Group,External,13,0.036,0.6,2.5,11:52,,Lap,0.280,X35,8.625,600,,0.359,1673,2905,33.84976162,-118.01101134,61.33
3332,22060,21.86,17.78,4.08,68816.45,Composite Repair Start,,,,,,,,Lap,0.280,X35,8.625,600,,,,,33.84976313,-118.01101137,61.33
3333,22060,21.86,18.48,3.39,68817.14,Metal Loss,External,11,0.031,0.5,0.5,10:55,Under Composite Repair,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.84976498,-118.01101140,61.33
3334,22060,21.86,19.12,2.75,68817.78,Metal Loss,External,21,0.059,0.7,0.9,10:47,Under Composite Repair,Lap,0.280,X35,8.625,600,,0.361,1664,2889,33.84976665,-118.01101143,61.32
3335,22060,21.86,20.12,1.75,68818.78,Metal Loss,External,14,0.039,0.5,0.5,11:28,Under Composite Repair,Lap,0.280,X35,8.625,600,,0.358,1676,2909,33.84976937,-118.01101147,61.32
3336,22060,21.86,20.96,0.91,68819.62,Composite Repair End,,,,,,,,Lap,0.280,X35,8.625,600,,,,,33.84977165,-118.01101151,61.32
3337,22070,20.81,21.86,20.81,68820.53,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.84977412,-118.01101155,61.31
3338,22070,20.81,7.39,13.41,68827.92,Metal Loss,External,12,0.034,0.5,0.5,08:39,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.84979491,-118.01101189,61.28
3339,22070,20.81,11.81,9.00,68832.33,Metal Loss Group,External,11,0.031,0.6,1.4,07:40,,Lap,0.280,X35,8.625,600,,0.358,1676,2909,33.84980727,-118.01101210,61.26
3340,22080,21.78,20.81,21.78,68841.33,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.84983260,-118.01101243,61.25
3341,22080,21.78,9.62,12.16,68850.95,Metal Loss,External,10,0.028,0.5,0.5,00:03,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84985891,-118.01101274,61.24
3342,22080,21.78,10.11,11.68,68851.44,Metal Loss,External,10,0.028,0.5,0.5,11:47,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84986026,-118.01101276,61.24
3343,22080,21.78,10.48,11.30,68851.81,Metal Loss,External,10,0.028,0.5,0.5,09:56,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84986136,-118.01101277,61.24
3344,22080,21.78,10.67,11.11,68852.00,Metal Loss,External,12,0.034,0.5,0.5,09:50,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.84986184,-118.01101277,61.24
3345,22080,21.78,20.25,1.53,68861.58,Composite Repair Start,,,,,,,,Lap,0.280,X35,8.625,600,,,,,33.84988810,-118.01101308,61.23
3346,22080,21.78,21.21,0.57,68862.54,Metal Loss,External,12,0.034,0.5,0.5,03:15,Under Composite Repair,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.84989066,-118.01101311,61.23
3347,22090,22.10,21.78,22.10,68863.12,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.84989225,-118.01101313,61.23
3348,22090,22.10,1.35,20.76,68864.46,Deformation,,1.0,0.087,2.9,2.4,06:58,Under Composite Repair,Lap,0.280,X35,8.625,600,,,,,33.84989591,-118.01101318,61.23
3349,22090,22.10,1.50,20.61,68864.61,Composite Repair End,,,,,,,,Lap,0.280,X35,8.625,600,,,,,33.84989634,-118.01101318,61.23
3350,22090,22.10,9.39,12.71,68872.51,Metal Loss,External,10,0.028,0.5,0.5,00:59,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84991795,-118.01101332,61.25
3351,22090,22.10,13.08,9.03,68876.19,Metal Loss,External,10,0.028,0.6,0.7,01:10,,Lap,0.280,X35,8.625,600,,0.358,1676,2909,33.84992813,-118.01101337,61.27
3352,22090,22.10,13.98,8.13,68877.09,Metal Loss,External,10,0.028,0.5,0.5,10:15,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84993065,-118.01101339,61.27
3353,22090,22.10,14.32,7.79,68877.43,Metal Loss,External,10,0.028,0.5,0.5,02:39,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84993158,-118.01101339,61.27
3354,22090,22.10,14.53,7.58,68877.64,Metal Loss,External,11,0.031,0.5,0.5,09:40,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.84993210,-118.01101339,61.28
3355,22090,22.10,14.57,7.53,68877.69,Metal Loss,External,11,0.031,0.8,0.8,01:31,,Lap,0.280,X35,8.625,600,,0.359,1671,2901,33.84993228,-118.01101340,61.28
3356,22090,22.10,17.28,4.82,68880.40,Metal Loss Group,External,12,0.034,0.7,1.2,00:53,,Lap,0.280,X35,8.625,600,,0.359,1673,2904,33.84993972,-118.01101344,61.29
3357,22090,22.10,17.81,4.30,68880.92,Metal Loss Group,External,11,0.031,0.7,2.5,02:25,,Lap,0.280,X35,8.625,600,,0.358,1674,2906,33.84994114,-118.01101344,61.29
3358,22090,22.10,19.47,2.63,68882.59,Metal Loss,External,11,0.031,0.5,0.5,01:19,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.84994576,-118.01101347,61.30
3359,22090,22.10,19.91,2.20,68883.02,Metal Loss,External,11,0.031,0.6,0.9,01:21,,Lap,0.280,X35,8.625,600,,0.358,1675,2908,33.84994693,-118.01101348,61.30
3360,22090,22.10,20.77,1.33,68883.89,Metal Loss Group,External,10,0.028,0.9,1.8,00:55,,Lap,0.280,X35,8.625,600,,0.359,1670,2899,33.84994928,-118.01101349,61.30
3361,22090,22.10,21.56,0.54,68884.68,Metal Loss Group,External,19,0.053,1.9,4.3,00:47,,Lap,0.280,X35,8.625,600,,0.376,1596,2771,33.84995141,-118.01101350,61.30
3362,22100,21.90,22.10,21.90,68885.22,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.84995297,-118.01101351,61.31
3363,22100,21.90,0.61,21.29,68885.83,Metal Loss,External,11,0.031,0.7,0.7,11:47,,Lap,0.280,X35,8.625,600,,0.359,1672,2902,33.84995463,-118.01101352,61.31
3364,22100,21.90,0.93,20.97,68886.15,Metal Loss,External,11,0.031,0.5,0.5,01:50,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.84995554,-118.01101352,61.31
3365,22100,21.90,2.52,19.38,68887.74,Metal Loss,External,12,0.034,0.5,0.5,11:55,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.84995994,-118.01101355,61.32
3366,22100,21.90,3.56,18.35,68888.77,Metal Loss,External,10,0.028,0.5,0.5,00:49,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84996275,-118.01101356,61.32
3367,22100,21.90,4.08,17.82,68889.30,Metal Loss,External,10,0.028,0.5,0.5,01:31,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84996416,-118.01101357,61.32
3368,22100,21.90,7.26,14.64,68892.47,Metal Loss,External,10,0.028,0.5,0.5,00:55,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84997295,-118.01101362,61.34
3369,22100,21.90,7.97,13.93,68893.19,Metal Loss,External,11,0.031,0.5,0.5,11:55,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.84997486,-118.01101363,61.34
3370,22100,21.90,8.24,13.67,68893.45,Metal Loss,External,10,0.028,0.5,0.5,11:56,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84997557,-118.01101364,61.34
3371,22100,21.90,15.88,6.03,68901.09,Metal Loss,External,10,0.028,0.5,0.5,11:58,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84999654,-118.01101376,61.37
3372,22100,21.90,16.17,5.74,68901.38,Metal Loss,External,10,0.028,0.5,0.5,11:53,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.84999727,-118.01101376,61.37
3373,22100,21.90,16.81,5.10,68902.02,Metal Loss,External,12,0.034,0.5,0.5,00:14,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.84999906,-118.01101377,61.37
3374,22100,21.90,17.37,4.53,68902.59,Metal Loss,External,10,0.028,0.5,0.5,11:36,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.85000052,-118.01101378,61.38
3375,22100,21.90,18.27,3.63,68903.49,Metal Loss,External,11,0.031,0.5,0.5,01:05,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.85000299,-118.01101380,61.38
3376,22100,21.90,20.72,1.18,68905.94,Metal Loss,External,10,0.028,0.5,0.5,11:53,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.85000964,-118.01101384,61.39
3377,22100,21.90,20.85,1.05,68906.07,Metal Loss,External,10,0.028,0.5,0.5,01:04,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.85001006,-118.01101384,61.39
3378,22110,21.04,21.90,21.04,68907.12,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.85001285,-118.01101386,61.39
3379,22110,21.04,0.22,20.82,68907.34,Metal Loss Group,External,17,0.048,0.9,4.2,11:28,,Lap,0.280,X35,8.625,600,,0.362,1658,2878,33.85001350,-118.01101386,61.39
3380,22110,21.04,0.53,20.51,68907.65,Metal Loss,External,12,0.034,0.5,0.5,11:41,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.85001427,-118.01101387,61.39
3381,22110,21.04,1.80,19.24,68908.92,Metal Loss,External,12,0.034,0.5,0.5,01:25,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.85001787,-118.01101389,61.40
3382,22110,21.04,7.80,13.24,68914.92,Metal Loss,External,10,0.028,0.5,0.5,11:45,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.85003441,-118.01101400,61.42
3383,22110,21.04,9.88,11.16,68917.00,Metal Loss,External,11,0.031,0.5,0.5,00:48,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.85004014,-118.01101403,61.42
3384,22110,21.04,11.73,9.32,68918.84,Sleeve Start,,,,,,,,Lap,0.280,X35,8.625,600,,,,,33.85004535,-118.01101406,61.43
3385,22110,21.04,19.97,1.08,68927.09,Sleeve End,,,,,,,,Lap,0.280,X35,8.625,600,,,,,33.85006807,-118.01101421,61.46
3386,22110,21.04,20.28,0.76,68927.40,Metal Loss Group,External,23,0.064,1.2,1.6,00:30,,Lap,0.280,X35,8.625,600,,0.369,1627,2825,33.85006897,-118.01101421,61.46
3387,22110,21.04,20.68,0.37,68927.79,Metal Loss,External,10,0.028,0.5,0.8,11:12,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.85007010,-118.01101422,61.46
3388,22120,21.27,21.04,21.27,68928.16,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.85007106,-118.01101423,61.46
3389,22120,21.27,2.29,18.98,68930.46,Metal Loss,External,10,0.028,0.5,0.5,03:25,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.85007741,-118.01101429,61.46
3390,22120,21.27,3.93,17.35,68932.09,Metal Loss Group,External,10,0.028,1.5,1.2,03:09,,Lap,0.280,X35,8.625,600,,0.363,1652,2868,33.85008191,-118.01101435,61.46
3391,22120,21.27,8.18,13.10,68936.34,Metal Loss,External,16,0.045,0.6,0.8,01:29,,Lap,0.280,X35,8.625,600,,0.359,1671,2900,33.85009375,-118.01101451,61.46
3392,22120,21.27,8.82,12.45,68936.98,Metal Loss,External,11,0.031,0.6,0.8,01:32,,Lap,0.280,X35,8.625,600,,0.358,1675,2908,33.85009554,-118.01101454,61.46
3393,22120,21.27,10.72,10.55,68938.88,Attachment,,,,3.6,4.5,00:42,,Lap,0.280,X35,8.625,600,,,,,33.85010074,-118.01101460,61.47
3394,22130,21.75,21.27,21.75,68949.43,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.85012994,-118.01101499,61.47
3395,22130,21.75,15.32,6.44,68964.75,Metal Loss,External,14,0.039,0.5,0.5,05:23,,Lap,0.280,X35,8.625,600,,0.358,1676,2909,33.85017183,-118.01101602,61.55
3396,22130,21.75,15.38,6.38,68964.81,Metal Loss,External,12,0.034,0.5,0.5,07:28,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.85017191,-118.01101602,61.55
3397,22130,21.75,15.57,6.18,68965.00,Metal Loss,External,12,0.034,0.5,0.5,05:23,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.85017252,-118.01101604,61.55
3398,22130,21.75,16.00,5.76,68965.43,Metal Loss,External,11,0.031,0.6,0.7,07:52,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.85017369,-118.01101607,61.56
3399,22130,21.75,16.97,4.78,68966.41,Metal Loss Group,External,12,0.034,0.9,2.0,07:55,,Lap,0.280,X35,8.625,600,,0.360,1665,2890,33.85017627,-118.01101615,61.56
3400,22140,20.66,21.75,20.66,68971.19,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.85018939,-118.01101654,61.61
3401,22140,20.66,0.98,19.68,68972.17,Deformation,,1.4,0.117,7.1,2.3,06:49,,Lap,0.280,X35,8.625,600,,,,,33.85019209,-118.01101662,61.62
3402,22140,20.66,2.84,17.82,68974.03,Tap,,,,,,00:34,,Lap,0.280,X35,8.625,600,,,,,33.85019725,-118.01101677,61.65
3403,22140,20.66,8.25,12.41,68979.44,Deformation,,1.0,0.086,3.1,1.9,03:03,,Lap,0.280,X35,8.625,600,,,,,33.85021209,-118.01101722,61.72
3404,22150,21.65,20.66,21.65,68991.85,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.85024637,-118.01101826,61.87
3405,22150,21.65,1.23,20.42,68993.08,Deformation,,1.1,0.096,2.4,3.1,06:42,,Lap,0.280,X35,8.625,600,,,,,33.85024973,-118.01101835,61.89
3406,22150,21.65,16.96,4.69,69008.81,Metal Loss Group,External,11,0.031,0.5,1.6,02:34,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.85029290,-118.01101910,61.95
3407,22160,21.58,21.65,21.58,69013.50,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.85030588,-118.01101931,61.96
3408,22160,21.58,20.64,0.94,69034.14,Metal Loss,External,13,0.036,0.5,0.5,01:17,,Lap,0.280,X35,8.625,600,,0.358,1676,2910,33.85036267,-118.01101963,61.90
3409,22170,21.38,21.58,21.38,69035.08,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.85036518,-118.01101964,61.90
3410,22170,21.38,13.98,7.40,69049.06,Metal Loss Group,External,11,0.031,0.7,1.9,00:26,,Lap,0.280,X35,8.625,600,,0.359,1672,2902,33.85040379,-118.01101974,61.84
3411,22170,21.38,14.36,7.02,69049.43,Metal Loss,External,10,0.028,0.5,0.5,00:15,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.85040488,-118.01101974,61.84
3412,22170,21.38,14.97,6.41,69050.04,Metal Loss,External,11,0.031,0.5,0.5,11:59,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.85040650,-118.01101974,61.84
3413,22170,21.38,15.80,5.58,69050.88,Metal Loss,External,10,0.028,0.5,0.7,00:09,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.85040891,-118.01101974,61.83
3414,22170,21.38,19.43,1.95,69054.51,Metal Loss,External,10,0.028,0.5,0.5,03:19,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.85041890,-118.01101972,61.81
3415,22180,9.74,21.38,9.74,69056.46,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.85042431,-118.01101971,61.80
3416,22180,9.74,1.27,8.46,69057.73,Deformation,,1.2,0.100,3.3,3.3,06:31,,Lap,0.280,X35,8.625,600,,,,,33.85042787,-118.01101970,61.79
3417,22180,9.74,8.82,0.92,69065.27,Metal Loss,External,12,0.034,0.5,0.5,00:55,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.85044883,-118.01101967,61.75
3418,22190,42.69,9.74,42.69,69066.19,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85045134,-118.01101967,61.74
3419,22200,43.05,42.69,43.05,69108.88,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85056827,-118.01102008,61.89
3420,22210,36.89,43.05,36.89,69151.93,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85068640,-118.01102218,61.79
3421,22220,38.25,36.89,38.25,69188.82,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85078827,-118.01102387,61.84
3422,22230,37.32,38.25,37.32,69227.07,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85089271,-118.01102490,61.93
3423,22240,42.43,37.32,42.43,69264.39,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85099615,-118.01102612,61.89
3424,22250,42.46,42.43,42.46,69306.81,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85111286,-118.01102770,61.96
3425,22260,42.13,42.46,42.13,69349.27,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85122941,-118.01102922,62.11
3426,22270,36.12,42.13,36.12,69391.40,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85134565,-118.01103034,62.31
3427,22280,38.11,36.12,38.11,69427.52,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85144531,-118.01103120,62.22
3428,22290,42.01,38.11,42.01,69465.62,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85154979,-118.01103257,62.31
3429,22300,37.14,42.01,37.14,69507.64,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85166508,-118.01103377,62.30
3430,22310,37.71,37.14,37.71,69544.78,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85176782,-118.01103478,62.32
3431,22320,40.86,37.71,40.86,69582.50,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85187129,-118.01103564,62.31
3432,22330,36.86,40.86,36.86,69623.36,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85198376,-118.01103639,62.16
3433,22340,41.51,36.86,41.51,69660.22,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85208497,-118.01103766,61.88
3434,22350,176.58,41.51,176.58,69701.72,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85219918,-118.01103903,61.46
3435,22360,32.43,176.58,32.43,69878.30,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85267093,-118.01104398,63.00
3436,22370,33.43,32.43,33.43,69910.74,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85277830,-118.01104458,63.32
3437,22380,37.26,33.43,37.26,69944.16,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85286788,-118.01104510,63.60
3438,22390,36.63,37.26,36.63,69981.42,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85296895,-118.01104580,63.60
3439,22400,39.81,36.63,39.81,70018.06,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85306993,-118.01104650,63.63
3440,22410,35.98,39.81,35.98,70057.87,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85317956,-118.01104708,63.68
3441,22420,37.02,35.98,37.02,70093.85,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85327860,-118.01104756,63.59
3442,22430,38.08,37.02,38.08,70130.86,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85338188,-118.01104808,63.81
3443,22440,37.84,38.08,37.84,70168.95,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85348547,-118.01104907,63.90
3444,22450,37.16,37.84,37.16,70206.79,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85358920,-118.01105017,63.83
3445,22460,36.50,37.16,36.50,70243.95,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85369109,-118.01105065,63.99
3446,22470,27.92,36.50,27.92,70280.46,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85379204,-118.01105157,64.23
3447,22480,34.54,27.92,34.54,70308.37,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85386841,-118.01105241,64.36
3448,22490,37.51,34.54,37.51,70342.91,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85396339,-118.01105333,64.70
3449,22500,36.15,37.51,36.15,70380.42,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85406635,-118.01105407,65.22
3450,22510,37.85,36.15,37.85,70416.57,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85416659,-118.01105470,65.44
3451,22520,36.03,37.85,36.03,70454.42,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85427021,-118.01105533,65.79
3452,22520,36.03,28.97,7.06,70483.40,Bend,,,,,,09:01,3.7° 90.5D Left Cold Bend,SMLS,0.280,X35,8.625,600,,,,,33.85434997,-118.01105676,65.76
3453,22530,16.23,36.03,16.23,70490.45,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85436938,-118.01105891,65.68
3454,22540,43.67,16.23,43.67,70506.68,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85441373,-118.01106399,65.46
3455,22550,44.25,43.67,44.25,70550.35,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85453363,-118.01107566,65.38
3456,22560,41.94,44.25,41.94,70594.60,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85465517,-118.01107944,65.39
3457,22570,43.80,41.94,43.80,70636.53,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85477056,-118.01108032,65.21
3458,22580,43.19,43.80,43.19,70680.33,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85489107,-118.01108076,65.20
3459,22590,43.35,43.19,43.35,70723.52,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85500986,-118.01108093,65.56
3460,22600,43.81,43.35,43.81,70766.87,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85512923,-118.01108184,65.37
3461,22600,43.81,42.97,0.84,70809.84,Close Metal Object Full Circ.,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85524731,-118.01108276,64.06
3462,22610,21.17,43.81,21.17,70810.67,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85524959,-118.01108279,64.05
3463,22620,11.27,21.17,11.27,70831.85,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85530784,-118.01108360,63.82
3464,22630,11.66,11.27,11.66,70843.12,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85533893,-118.01108405,63.74
3465,22640,10.39,11.66,10.39,70854.78,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85537077,-118.01108427,63.71
3466,22650,59.80,10.39,59.80,70865.16,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85539950,-118.01108443,63.70
3467,22660,60.20,59.80,60.20,70924.96,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85556455,-118.01108545,64.03
3468,22670,61.06,60.20,61.06,70985.16,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85572942,-118.01108653,64.56
3469,22680,60.70,61.06,60.70,71046.22,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85589774,-118.01108687,65.23
3470,22690,62.27,60.70,62.27,71106.92,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85606499,-118.01108785,64.96
3471,22700,60.32,62.27,60.32,71169.19,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85623537,-118.01108856,65.16
3472,22710,31.26,60.32,31.26,71229.52,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85640189,-118.01108900,64.81
3473,22720,62.59,31.26,62.59,71260.78,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85648832,-118.01108922,64.85
3474,22730,63.36,62.59,63.36,71323.36,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.85666038,-118.01108963,65.46
3475,22740,40.84,63.36,40.84,71386.72,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.85683389,-118.01109003,65.55
