Feature Number (sequential order),Pipeline Feature,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,UpStreamDistanceFrom,DownstreamName,DownstreamDistanceTo,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF_MOP_SAFE,RPR_PBURST_100_SMYS,Effective Area P Burst,Effective Area P Safe,Group Number,Group Category,NAD 83 Latitude,NAD 83 Longitude,NAVD 88,Comments,POF Classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
74,Weld,,1278.16,155+44,39.84,40.09,40.09,490,Bakersfield Station (142+76),1278.16,Block Valve #4.46 (232+30),7649.75,10.75,0.203,,52000, 01:12,,,,,,,,,,1402,,,,,,,,,,35.37579910,-119.08695370,111.881,GIRTH WELD,,,,MFL/CLP,,
75,Weld,,1318.26,155+83,40.09,40.08,40.08,500,Bakersfield Station (142+76),1318.26,Block Valve #4.46 (232+30),7609.66,10.75,0.203,,52000, 10:20,,,,,,,,,,1402,,,,,,,,,,35.37568929,-119.08695278,112.042,GIRTH WELD,,,,MFL/CLP,,
76,Weld,,1358.33,156+23,40.08,40.06,40.06,510,Bakersfield Station (142+76),1358.33,Block Valve #4.46 (232+30),7569.58,10.75,0.203,,52000, 01:16,,,,,,,,,,1402,,,,,,,,,,35.37557955,-119.08695168,112.298,GIRTH WELD,,,,MFL/CLP,,
77,Weld,,1398.39,156+63,40.06,38.43,38.43,520,Bakersfield Station (142+76),1398.39,Block Valve #4.46 (232+30),7529.52,10.75,0.203,,52000, 11:36,,,,,,,,,,1402,,,,,,,,,,35.37546985,-119.08695036,112.681,GIRTH WELD,,,,MFL/CLP,,
78,Weld,,1436.82,157+01,38.43,39.85,39.85,530,Bakersfield Station (142+76),1436.82,Block Valve #4.46 (232+30),7491.10,10.75,0.203,,52000, 12:24,,,,,,,,,,1402,,,,,,,,,,35.37536462,-119.08694919,112.706,GIRTH WELD,,,,MFL/CLP,,
79,Weld,,1476.66,157+41,39.85,40.09,40.09,540,Bakersfield Station (142+76),1476.66,Block Valve #4.46 (232+30),7451.25,10.75,0.203,,52000, 10:20,,,,,,,,,,1402,,,,,,,,,,35.37525549,-119.08694883,112.850,GIRTH WELD,,,,MFL/CLP,,
80,Weld,,1516.75,157+80,40.09,36.08,36.08,550,Bakersfield Station (142+76),1516.75,Block Valve #4.46 (232+30),7411.17,10.75,0.203,,52000, 01:12,,,,,,,,,,1402,,,,,,,,,,35.37514571,-119.08694978,112.816,GIRTH WELD,,,,MFL/CLP,,
81,Weld,,1552.84,158+16,36.08,40.06,40.06,560,Bakersfield Station (142+76),1552.84,Block Valve #4.46 (232+30),7375.08,10.75,0.203,,52000, 09:40,,,,,,,,,,1402,,,,,,,,,,35.37504690,-119.08695176,113.025,GIRTH WELD,,,,MFL/CLP,,
82,Weld,,1592.89,158+56,40.06,39.87,39.87,570,Bakersfield Station (142+76),1592.89,Block Valve #4.46 (232+30),7335.03,10.75,0.203,,52000, 02:16,,,,,,,,,,1402,,,,,,,,,,35.37493724,-119.08695445,113.696,GIRTH WELD,,,,MFL/CLP,,
83,Weld,,1632.75,158+95,39.87,39.93,39.93,580,Bakersfield Station (142+76),1632.75,Block Valve #4.46 (232+30),7295.16,10.75,0.203,,52000, 10:28,,,,,,,,,,1402,,,,,,,,,,35.37482810,-119.08695782,113.892,GIRTH WELD,,,,MFL/CLP,,
84,Weld,,1672.68,159+35,39.93,39.50,39.50,590,Bakersfield Station (142+76),1672.68,Block Valve #4.46 (232+30),7255.24,10.75,0.203,,52000, 12:20,,,,,,,,,,1402,,,,,,,,,,35.37471879,-119.08696151,113.550,GIRTH WELD,,,,MFL/CLP,,
85,Weld,,1712.18,159+74,39.50,37.69,37.69,600,Bakersfield Station (142+76),1712.18,Block Valve #4.46 (232+30),7215.74,10.75,0.203,,52000, 10:28,,,,,,,,,,1402,,,,,,,,,,35.37461067,-119.08696549,113.136,GIRTH WELD,,,,MFL/CLP,,
86,Weld,,1749.87,160+12,37.69,40.10,40.10,610,Bakersfield Station (142+76),1749.87,Block Valve #4.46 (232+30),7178.04,10.75,0.203,,52000, 12:52,,,,,,,,,,1402,,,,,,,,,,35.37450751,-119.08697013,112.991,GIRTH WELD,,,,MFL/CLP,,
87,Weld,,1789.98,160+51,40.10,39.92,39.92,620,Bakersfield Station (142+76),1789.98,Block Valve #4.46 (232+30),7137.94,10.75,0.203,,52000, 09:12,,,,,,,,,,1402,,,,,,,,,,35.37439778,-119.08697597,113.008,GIRTH WELD,,,,MFL/CLP,,
88,Weld,,1829.90,160+91,39.92,24.65,24.65,630,Bakersfield Station (142+76),1829.90,Block Valve #4.46 (232+30),7098.02,10.75,0.203,,52000, 12:48,,,,,,,,,,1402,,,,,,,,,,35.37428858,-119.08698264,113.177,GIRTH WELD,,,,MFL/CLP,,
89,Weld,,1854.55,161+15,24.65,25.24,25.24,640,Bakersfield Station (142+76),1854.55,Block Valve #4.46 (232+30),7073.37,10.75,0.203,,52000, 10:16,,,,,,,,,,1402,,,,,,,,,,35.37422115,-119.08698676,113.335,GIRTH WELD,,,,MFL/CLP,,
90,Weld,,1879.79,161+40,25.24,27.05,27.05,650,Bakersfield Station (142+76),1879.79,Block Valve #4.46 (232+30),7048.12,10.75,0.203,,52000, 12:44,,,,,,,,,,1402,,,,,,,,,,35.37415211,-119.08699075,113.429,GIRTH WELD,,,,MFL/CLP,,
91,Weld,,1906.84,161+67,27.05,27.11,27.11,660,Bakersfield Station (142+76),1906.84,Block Valve #4.46 (232+30),7021.07,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.37407809,-119.08699480,113.569,GIRTH WELD,,,,MFL/CLP,,
92,Weld,,1933.95,161+94,27.11,23.96,23.96,670,Bakersfield Station (142+76),1933.95,Block Valve #4.46 (232+30),6993.96,10.75,0.203,,52000, 12:28,,,,,,,,,,1402,,,,,,,,,,35.37400392,-119.08699900,113.801,GIRTH WELD,,,,MFL/CLP,,
93,Weld,,1957.91,162+18,23.96,23.38,23.38,680,Bakersfield Station (142+76),1957.91,Block Valve #4.46 (232+30),6970.00,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.37393839,-119.08700291,113.766,GIRTH WELD,,,,MFL/CLP,,
94,Weld,,1981.29,162+41,23.38,22.50,22.50,690,Bakersfield Station (142+76),1981.29,Block Valve #4.46 (232+30),6946.62,10.75,0.203,,52000, 01:24,,,,,,,,,,1402,,,,,,,,,,35.37387444,-119.08700672,113.825,GIRTH WELD,,,,MFL/CLP,,
95,Anomaly - Mill Anomaly,INT,1983.66,162+43,2.37,20.13,22.50,690,Bakersfield Station (142+76),1983.66,Block Valve #4.46 (232+30),6944.25,10.75,0.203,,52000, 01:24,35,0.07,,,,,0.4,0.6, 03:49,1402,,,1414,,,,,,,35.37386793,-119.08700706,113.817,*INT MFG,Pitting,,,MFL/CLP,,
96,Anomaly - Mill Anomaly,INT,1983.95,162+44,2.66,19.84,22.50,690,Bakersfield Station (142+76),1983.95,Block Valve #4.46 (232+30),6943.96,10.75,0.203,,52000, 01:24,25,0.05,,,,,0.5,0.5, 03:50,1402,,,1414,,,,,,,35.37386714,-119.08700710,113.814,*INT MFG,Pitting,,,MFL/CLP,,
97,Weld,,2003.79,162+63,22.50,22.70,22.70,700,Bakersfield Station (142+76),2003.79,Block Valve #4.46 (232+30),6924.12,10.75,0.203,,52000, 10:12,,,,,,,,,,1402,,,,,,,,,,35.37381287,-119.08700983,113.573,GIRTH WELD,,,,MFL/CLP,,
98,Weld,,2026.49,162+86,22.70,23.56,23.56,710,Bakersfield Station (142+76),2026.49,Block Valve #4.46 (232+30),6901.42,10.75,0.203,,52000, 12:56,,,,,,,,,,1402,,,,,,,,,,35.37375075,-119.08701283,113.515,GIRTH WELD,,,,MFL/CLP,,
99,Weld,,2050.05,163+09,23.56,19.53,19.53,720,Bakersfield Station (142+76),2050.05,Block Valve #4.46 (232+30),6877.86,10.75,0.203,,52000, 09:04,,,,,,,,,,1402,,,,,,,,,,35.37368627,-119.08701583,113.479,GIRTH WELD,,,,MFL/CLP,,
100,Weld,,2069.58,163+29,19.53,18.48,18.48,730,Bakersfield Station (142+76),2069.58,Block Valve #4.46 (232+30),6858.34,10.75,0.203,,52000, 12:52,,,,,,,,,,1402,,,,,,,,,,35.37363282,-119.08701830,113.656,GIRTH WELD,,,,MFL/CLP,,
101,Weld,,2088.05,163+47,18.48,23.02,23.02,740,Bakersfield Station (142+76),2088.05,Block Valve #4.46 (232+30),6839.86,10.75,0.203,,52000, 11:12,,,,,,,,,,1402,,,,,,,,,,35.37358226,-119.08702054,113.581,GIRTH WELD,,,,MFL/CLP,,
102,Anomaly - Corrosion,EXT,2088.47,163+47,0.42,22.60,23.02,740,Bakersfield Station (142+76),2088.47,Block Valve #4.46 (232+30),6839.44,10.75,0.203,,52000, 11:12,16,0.03,,,,,0.5,0.6, 06:19,1402,2329,1677,1414,0.836,1.186,2325.8,1674.6,,,35.37358112,-119.08702059,113.582,EXT ML,Pitting,,,MFL/CLP,,
103,Weld,,2111.08,163+70,23.02,22.47,22.47,750,Bakersfield Station (142+76),2111.08,Block Valve #4.46 (232+30),6816.84,10.75,0.203,,52000, 12:52,,,,,,,,,,1402,,,,,,,,,,35.37351924,-119.08702340,113.625,GIRTH WELD,,,,MFL/CLP,,
104,Weld,,2133.55,163+92,22.47,22.89,22.89,760,Bakersfield Station (142+76),2133.55,Block Valve #4.46 (232+30),6794.37,10.75,0.203,,52000, 09:24,,,,,,,,,,1402,,,,,,,,,,35.37345775,-119.08702594,113.825,GIRTH WELD,,,,MFL/CLP,,
105,Weld,,2156.44,164+15,22.89,22.11,22.11,770,Bakersfield Station (142+76),2156.44,Block Valve #4.46 (232+30),6771.48,10.75,0.203,,52000, 01:08,,,,,,,,,,1402,,,,,,,,,,35.37339508,-119.08702765,113.790,GIRTH WELD,,,,MFL/CLP,,
106,Weld,,2178.55,164+37,22.11,20.61,20.61,780,Bakersfield Station (142+76),2178.55,Block Valve #4.46 (232+30),6749.36,10.75,0.203,,52000, 11:16,,,,,,,,,,1402,,,,,,,,,,35.37333452,-119.08702856,113.804,GIRTH WELD,,,,MFL/CLP,,
107,Weld,,2199.16,164+57,20.61,24.71,24.71,790,Bakersfield Station (142+76),2199.16,Block Valve #4.46 (232+30),6728.75,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.37327805,-119.08702913,113.836,GIRTH WELD,,,,MFL/CLP,,
108,Weld,,2223.87,164+82,24.71,25.91,25.91,800,Bakersfield Station (142+76),2223.87,Block Valve #4.46 (232+30),6704.04,10.75,0.203,,52000, 10:32,,,,,,,,,,1402,,,,,,,,,,35.37321039,-119.08702948,113.868,GIRTH WELD,,,,MFL/CLP,,
109,Anomaly - Corrosion,EXT,2235.81,164+94,11.94,13.97,25.91,800,Bakersfield Station (142+76),2235.81,Block Valve #4.46 (232+30),6692.10,10.75,0.203,,52000, 10:32,18,0.04,,,,,0.4,0.5, 08:27,1402,2332,1679,1414,0.835,1.188,2330.5,1678.0,,,35.37317769,-119.08702951,113.885,EXT ML,Pitting,,,MFL/CLP,,
110,Weld,,2249.78,165+07,25.91,28.04,28.04,810,Bakersfield Station (142+76),2249.78,Block Valve #4.46 (232+30),6678.13,10.75,0.203,,52000, 01:12,,,,,,,,,,1402,,,,,,,,,,35.37313944,-119.08702953,113.791,GIRTH WELD,,,,MFL/CLP,,
111,Weld,,2277.82,165+35,28.04,26.85,26.85,820,Bakersfield Station (142+76),2277.82,Block Valve #4.46 (232+30),6650.09,10.75,0.203,,52000, 10:32,,,,,,,,,,1402,,,,,,,,,,35.37306265,-119.08702982,113.752,GIRTH WELD,,,,MFL/CLP,,
112,Anomaly - Corrosion,EXT,2289.89,165+47,12.07,14.78,26.85,820,Bakersfield Station (142+76),2289.89,Block Valve #4.46 (232+30),6638.03,10.75,0.203,,52000, 10:32,21,0.04,,,,,0.3,0.2, 05:32,1402,2334,1681,1414,0.834,1.189,2332.9,1679.7,,,35.37302959,-119.08702987,113.744,EXT ML,Pinhole,,,MFL/CLP,,
113,Anomaly - Corrosion,EXT,2290.29,165+48,12.47,14.38,26.85,820,Bakersfield Station (142+76),2290.29,Block Valve #4.46 (232+30),6637.62,10.75,0.203,,52000, 10:32,16,0.03,,,,,0.2,0.2, 05:16,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.37302850,-119.08702988,113.745,EXT ML,Pinhole,,,MFL/CLP,,
114,Anomaly - Corrosion,EXT,2290.30,165+48,12.48,14.37,26.85,820,Bakersfield Station (142+76),2290.30,Block Valve #4.46 (232+30),6637.61,10.75,0.203,,52000, 10:32,17,0.03,,,,,0.3,0.2, 06:10,1402,2336,1682,1414,0.834,1.190,2334.9,1681.1,,,35.37302846,-119.08702988,113.745,EXT ML,Pinhole,,,MFL/CLP,,
115,Anomaly - Corrosion,EXT,2290.88,165+48,13.06,13.79,26.85,820,Bakersfield Station (142+76),2290.88,Block Valve #4.46 (232+30),6637.03,10.75,0.203,,52000, 10:32,17,0.03,,,,,0.2,0.2, 05:44,1402,2339,1684,1414,0.832,1.191,2338.9,1684.0,,,35.37302688,-119.08702988,113.747,EXT ML,Pinhole,,,MFL/CLP,,
116,Anomaly - Corrosion,EXT,2292.68,165+50,14.86,11.99,26.85,820,Bakersfield Station (142+76),2292.68,Block Valve #4.46 (232+30),6635.23,10.75,0.203,,52000, 10:32,16,0.03,,,,,0.2,0.2, 05:15,1402,2339,1684,1414,0.833,1.191,2338.1,1683.4,,,35.37302195,-119.08702988,113.752,EXT ML,Pinhole,,,MFL/CLP,,
117,Anomaly - Corrosion,EXT,2295.87,165+53,18.05,8.80,26.85,820,Bakersfield Station (142+76),2295.87,Block Valve #4.46 (232+30),6632.04,10.75,0.203,,52000, 10:32,16,0.03,,,,,0.3,0.2, 04:44,1402,2336,1682,1414,0.834,1.190,2335.4,1681.5,,,35.37301321,-119.08702990,113.766,EXT ML,Pinhole,,,MFL/CLP,,
118,Weld,,2304.67,165+62,26.85,39.28,39.28,830,Bakersfield Station (142+76),2304.67,Block Valve #4.46 (232+30),6623.24,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.37298910,-119.08702997,113.803,GIRTH WELD,,,,MFL/CLP,,
119,Anomaly - Corrosion Cluster,EXT,2312.88,165+70,8.21,31.07,39.28,830,Bakersfield Station (142+76),2312.88,Block Valve #4.46 (232+30),6615.03,10.75,0.203,,52000, 12:36,15,0.03,,,,,1.8,0.7, 03:52,1402,2252,1621,1414,0.865,1.146,2294.3,1651.9,,,35.37296661,-119.08703010,113.816,EXT ML,Axial Grooving,,,MFL/CLP,,
120,Anomaly - Corrosion,EXT,2313.31,165+70,8.64,30.64,39.28,830,Bakersfield Station (142+76),2313.31,Block Valve #4.46 (232+30),6614.61,10.75,0.203,,52000, 12:36,15,0.03,,,,,0.4,0.3, 03:51,1402,2336,1682,1414,0.834,1.189,2334.4,1680.7,,,35.37296546,-119.08703011,113.817,EXT ML,Pinhole,,,MFL/CLP,,
121,Anomaly - Corrosion,EXT,2313.83,165+71,9.16,30.12,39.28,830,Bakersfield Station (142+76),2313.83,Block Valve #4.46 (232+30),6614.09,10.75,0.203,,52000, 12:36,15,0.03,,,,,0.2,0.2, 03:49,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.37296403,-119.08703012,113.819,EXT ML,Pinhole,,,MFL/CLP,,
122,Anomaly - Corrosion,EXT,2314.12,165+71,9.45,29.83,39.28,830,Bakersfield Station (142+76),2314.12,Block Valve #4.46 (232+30),6613.79,10.75,0.203,,52000, 12:36,19,0.04,,,,,0.6,0.2, 05:02,1402,2323,1673,1414,0.838,1.183,2319.3,1669.9,,,35.37296322,-119.08703012,113.820,EXT ML,Axial Slotting,,,MFL/CLP,,
123,Anomaly - Corrosion,EXT,2314.32,165+71,9.65,29.63,39.28,830,Bakersfield Station (142+76),2314.32,Block Valve #4.46 (232+30),6613.59,10.75,0.203,,52000, 12:36,15,0.03,,,,,0.3,0.4, 05:03,1402,2338,1683,1414,0.833,1.190,2337.1,1682.7,,,35.37296267,-119.08703013,113.820,EXT ML,Circumferential Slotting,,,MFL/CLP,,
124,Anomaly - Corrosion,EXT,2314.62,165+72,9.95,29.33,39.28,830,Bakersfield Station (142+76),2314.62,Block Valve #4.46 (232+30),6613.29,10.75,0.203,,52000, 12:36,15,0.03,,,,,0.2,0.2, 03:47,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.37296184,-119.08703013,113.821,EXT ML,Pinhole,,,MFL/CLP,,
125,Anomaly - Corrosion,EXT,2315.41,165+73,10.74,28.54,39.28,830,Bakersfield Station (142+76),2315.41,Block Valve #4.46 (232+30),6612.50,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.3,0.2, 04:08,1402,2336,1682,1414,0.834,1.190,2335.4,1681.5,,,35.37295968,-119.08703015,113.820,EXT ML,Pinhole,,,MFL/CLP,,
126,Anomaly - Corrosion,EXT,2315.83,165+73,11.16,28.12,39.28,830,Bakersfield Station (142+76),2315.83,Block Valve #4.46 (232+30),6612.09,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.3,0.2, 06:08,1402,2338,1683,1414,0.833,1.190,2336.8,1682.5,,,35.37295856,-119.08703015,113.822,EXT ML,Pinhole,,,MFL/CLP,,
127,Anomaly - Corrosion,EXT,2316.09,165+73,11.42,27.86,39.28,830,Bakersfield Station (142+76),2316.09,Block Valve #4.46 (232+30),6611.82,10.75,0.203,,52000, 12:36,23,0.05,,,,,0.3,0.2, 04:57,1402,2335,1682,1414,0.834,1.189,2334.1,1680.5,,,35.37295783,-119.08703016,113.822,EXT ML,Pinhole,,,MFL/CLP,,
128,Anomaly - Corrosion,EXT,2318.85,165+76,14.18,25.10,39.28,830,Bakersfield Station (142+76),2318.85,Block Valve #4.46 (232+30),6609.06,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.2,0.2, 03:57,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.37295027,-119.08703020,113.828,EXT ML,Pinhole,,,MFL/CLP,,
129,Anomaly - Corrosion,EXT,2319.39,165+76,14.72,24.56,39.28,830,Bakersfield Station (142+76),2319.39,Block Valve #4.46 (232+30),6608.53,10.75,0.203,,52000, 12:36,15,0.03,,,,,0.2,0.2, 05:06,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.37294881,-119.08703021,113.830,EXT ML,Pinhole,,,MFL/CLP,,
130,Anomaly - Corrosion Cluster,EXT,2319.47,165+77,14.79,24.49,39.28,830,Bakersfield Station (142+76),2319.47,Block Valve #4.46 (232+30),6608.45,10.75,0.203,,52000, 12:36,16,0.03,,,,,1.5,1.4, 06:01,1402,2261,1628,1414,0.861,1.151,2313.9,1666.0,,,35.37294859,-119.08703021,113.830,EXT ML,General Metal Loss,,,MFL/CLP,,
131,Anomaly - Corrosion,EXT,2319.95,165+77,15.28,24.00,39.28,830,Bakersfield Station (142+76),2319.95,Block Valve #4.46 (232+30),6607.96,10.75,0.203,,52000, 12:36,20,0.04,,,,,0.2,0.2, 06:07,1402,2338,1683,1414,0.833,1.190,2337.0,1682.6,,,35.37294725,-119.08703023,113.831,EXT ML,Pinhole,,,MFL/CLP,,
132,Anomaly - Corrosion,EXT,2320.40,165+77,15.73,23.55,39.28,830,Bakersfield Station (142+76),2320.40,Block Valve #4.46 (232+30),6607.51,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.4,0.4, 06:00,1402,2334,1680,1414,0.835,1.188,2332.0,1679.0,,,35.37294603,-119.08703023,113.829,EXT ML,Axial Slotting,,,MFL/CLP,,
133,Anomaly - Corrosion,EXT,2321.09,165+78,16.42,22.86,39.28,830,Bakersfield Station (142+76),2321.09,Block Valve #4.46 (232+30),6606.82,10.75,0.203,,52000, 12:36,22,0.04,,,,,0.2,0.2, 06:03,1402,2339,1684,1414,0.833,1.191,2337.9,1683.3,,,35.37294414,-119.08703024,113.832,EXT ML,Pinhole,,,MFL/CLP,,
134,Anomaly - Corrosion Cluster,EXT,2321.16,165+78,16.49,22.79,39.28,830,Bakersfield Station (142+76),2321.16,Block Valve #4.46 (232+30),6606.76,10.75,0.203,,52000, 12:36,15,0.03,,,,,1.1,0.4, 06:59,1402,2295,1652,1414,0.849,1.169,2289.9,1648.7,,,35.37294395,-119.08703024,113.832,EXT ML,Axial Grooving,,,MFL/CLP,,
135,Anomaly - Corrosion Cluster,EXT,2322.83,165+80,18.16,21.12,39.28,830,Bakersfield Station (142+76),2322.83,Block Valve #4.46 (232+30),6605.08,10.75,0.203,,52000, 12:36,20,0.04,,,,,1.5,0.7, 06:15,1402,2238,1611,1414,0.870,1.139,2308.1,1661.9,,,35.37293935,-119.08703028,113.834,EXT ML,Axial Grooving,,,MFL/CLP,,
136,Anomaly - Corrosion,EXT,2325.10,165+82,20.43,18.85,39.28,830,Bakersfield Station (142+76),2325.10,Block Valve #4.46 (232+30),6602.82,10.75,0.203,,52000, 12:36,15,0.03,,,,,0.3,0.2, 05:00,1402,2338,1683,1414,0.833,1.190,2337.1,1682.7,,,35.37293317,-119.08703033,113.838,EXT ML,Pinhole,,,MFL/CLP,,
137,Anomaly - Corrosion,EXT,2325.11,165+82,20.44,18.84,39.28,830,Bakersfield Station (142+76),2325.11,Block Valve #4.46 (232+30),6602.81,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.2,0.2, 04:24,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.37293314,-119.08703033,113.838,EXT ML,Pinhole,,,MFL/CLP,,
138,Anomaly - Corrosion,EXT,2325.31,165+82,20.64,18.64,39.28,830,Bakersfield Station (142+76),2325.31,Block Valve #4.46 (232+30),6602.60,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.2,0.2, 05:10,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.37293258,-119.08703033,113.838,EXT ML,Pinhole,,,MFL/CLP,,
139,Anomaly - Corrosion,EXT,2325.58,165+83,20.91,18.37,39.28,830,Bakersfield Station (142+76),2325.58,Block Valve #4.46 (232+30),6602.34,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.3,0.4, 06:33,1402,2338,1683,1414,0.833,1.190,2336.8,1682.5,,,35.37293186,-119.08703034,113.839,EXT ML,Circumferential Slotting,,,MFL/CLP,,
140,Anomaly - Corrosion,EXT,2325.85,165+83,21.17,18.10,39.28,830,Bakersfield Station (142+76),2325.85,Block Valve #4.46 (232+30),6602.07,10.75,0.203,,52000, 12:36,23,0.05,,,,,0.5,0.6, 06:47,1402,2324,1674,1414,0.838,1.184,2320.4,1670.7,,,35.37293112,-119.08703035,113.840,EXT ML,Pitting,,,MFL/CLP,,
141,Anomaly - Corrosion,EXT,2326.25,165+83,21.58,17.70,39.28,830,Bakersfield Station (142+76),2326.25,Block Valve #4.46 (232+30),6601.67,10.75,0.203,,52000, 12:36,19,0.04,,,,,0.6,0.6, 07:07,1402,2323,1673,1414,0.838,1.183,2319.3,1669.9,,,35.37293002,-119.08703036,113.841,EXT ML,Pitting,,,MFL/CLP,,
142,Anomaly - Corrosion,EXT,2326.27,165+83,21.60,17.68,39.28,830,Bakersfield Station (142+76),2326.27,Block Valve #4.46 (232+30),6601.64,10.75,0.203,,52000, 12:36,15,0.03,,,,,0.3,0.2, 04:20,1402,2338,1683,1414,0.833,1.190,2337.1,1682.7,,,35.37292996,-119.08703036,113.841,EXT ML,Pinhole,,,MFL/CLP,,
143,Anomaly - Corrosion,EXT,2326.48,165+83,21.81,17.47,39.28,830,Bakersfield Station (142+76),2326.48,Block Valve #4.46 (232+30),6601.43,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.2,0.2, 06:50,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.37292937,-119.08703036,113.842,EXT ML,Pinhole,,,MFL/CLP,,
144,Anomaly - Corrosion Cluster,EXT,2326.97,165+84,22.29,16.99,39.28,830,Bakersfield Station (142+76),2326.97,Block Valve #4.46 (232+30),6600.95,10.75,0.203,,52000, 12:36,19,0.04,,,,,2.8,2.5, 07:19,1402,2156,1552,1414,0.903,1.098,2254.0,1622.9,,,35.37292805,-119.08703037,113.840,*EXT ML,General Metal Loss,,,MFL/CLP,,
145,Anomaly - Corrosion,EXT,2327.82,165+85,23.15,16.13,39.28,830,Bakersfield Station (142+76),2327.82,Block Valve #4.46 (232+30),6600.10,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.2,0.2, 07:27,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.37292571,-119.08703040,113.843,EXT ML,Pinhole,,,MFL/CLP,,
146,Anomaly - Corrosion,EXT,2329.00,165+86,24.33,14.95,39.28,830,Bakersfield Station (142+76),2329.00,Block Valve #4.46 (232+30),6598.91,10.75,0.203,,52000, 12:36,18,0.04,,,,,0.3,0.2, 04:42,1402,2336,1682,1414,0.834,1.189,2334.4,1680.8,,,35.37292246,-119.08703042,113.847,EXT ML,Pinhole,,,MFL/CLP,,
147,Anomaly - Corrosion,EXT,2329.79,165+87,25.12,14.16,39.28,830,Bakersfield Station (142+76),2329.79,Block Valve #4.46 (232+30),6598.12,10.75,0.203,,52000, 12:36,21,0.04,,,,,0.2,0.2, 04:45,1402,2339,1684,1414,0.833,1.191,2338.1,1683.5,,,35.37292031,-119.08703044,113.846,EXT ML,Pinhole,,,MFL/CLP,,
148,Anomaly - Corrosion,EXT,2329.80,165+87,25.13,14.15,39.28,830,Bakersfield Station (142+76),2329.80,Block Valve #4.46 (232+30),6598.12,10.75,0.203,,52000, 12:36,17,0.03,,,,,0.2,0.2, 06:15,1402,2339,1684,1414,0.832,1.191,2338.9,1684.0,,,35.37292029,-119.08703044,113.846,EXT ML,Pinhole,,,MFL/CLP,,
149,Anomaly - Corrosion,EXT,2330.13,165+87,25.46,13.82,39.28,830,Bakersfield Station (142+76),2330.13,Block Valve #4.46 (232+30),6597.79,10.75,0.203,,52000, 12:36,15,0.03,,,,,0.3,0.2, 04:47,1402,2337,1683,1414,0.833,1.190,2335.8,1681.8,,,35.37291940,-119.08703045,113.847,EXT ML,Pinhole,,,MFL/CLP,,
150,Anomaly - Corrosion Cluster,EXT,2331.75,165+89,27.08,12.20,39.28,830,Bakersfield Station (142+76),2331.75,Block Valve #4.46 (232+30),6596.16,10.75,0.203,,52000, 12:36,16,0.03,,,,,1.2,0.7, 07:14,1402,2283,1644,1414,0.853,1.163,2313.3,1665.5,,,35.37291494,-119.08703049,113.852,EXT ML,Pitting,,,MFL/CLP,,
151,Anomaly - Corrosion,EXT,2332.75,165+90,28.08,11.20,39.28,830,Bakersfield Station (142+76),2332.75,Block Valve #4.46 (232+30),6595.16,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.2,0.2, 04:58,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.37291220,-119.08703051,113.855,EXT ML,Pinhole,,,MFL/CLP,,
152,Anomaly - Corrosion,EXT,2333.24,165+90,28.57,10.71,39.28,830,Bakersfield Station (142+76),2333.24,Block Valve #4.46 (232+30),6594.68,10.75,0.203,,52000, 12:36,19,0.04,,,,,0.2,0.2, 06:30,1402,2339,1684,1414,0.833,1.191,2338.5,1683.8,,,35.37291086,-119.08703052,113.853,EXT ML,Pinhole,,,MFL/CLP,,
