Feature Number (sequential order),Pipeline Feature,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,UpStreamDistanceFrom,DownstreamName,DownstreamDistanceTo,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF_MOP_SAFE,RPR_PBURST_100_SMYS,Effective Area P Burst,Effective Area P Safe,Group Number,Group Category,NAD 83 Latitude,NAD 83 Longitude,NAVD 88,Comments,POF Classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
3027,Anomaly - Corrosion Cluster,EXT,54725.29,693+63,31.96,8.00,39.95,15560,Block Valve #13 (625+92),6808.44,Block Valve #17.6 (932+02),23747.34,10.75,0.203,,52000, 02:36,34,0.07,,,,,2.4,3.0, 03:24,1402,2021,1455,1414,0.964,1.029,2121.6,1527.5,,,35.24504925,-119.07452949,101.743,*EXT ML,General Metal Loss,,,MFL/CLP,,
3028,Repair - Welded Sleeve Begin,,54730.04,693+68,36.71,39.95,39.95,15560,Block Valve #13 (625+92),6813.20,Block Valve #17.6 (932+02),23742.59,10.75,0.203,,52000, 02:36,,,,,,,,,,1402,,,,,,,,,,35.24503664,-119.07453369,101.905,REPAIR-SHELL START,,,,MFL/CLP,,
3029,Weld - Bend Begin/End,,54733.29,693+71,39.95,40.04,40.04,15570,Block Valve #13 (625+92),6816.44,Block Valve #17.6 (932+02),23739.34,10.75,0.203,,52000, 11:16,,,,,,,,,,1402,,,,,,,,,,35.24502811,-119.07453689,102.024,GIRTH WELD,,,,MFL/CLP,,
3030,Repair - Welded Sleeve End,,54734.13,693+72,0.84,40.04,40.04,15570,Block Valve #13 (625+92),6817.28,Block Valve #17.6 (932+02),23738.50,10.75,0.203,,52000, 11:16,,,,,,,,,,1402,,,,,,,,,,35.24502590,-119.07453772,102.055,REPAIR-SHELL END,,,,MFL/CLP,,
3031,Repair - Welded Sleeve Begin,,54756.46,693+94,23.18,40.04,40.04,15570,Block Valve #13 (625+92),6839.62,Block Valve #17.6 (932+02),23716.17,10.75,0.203,,52000, 11:16,,,,,,,,,,1402,,,,,,,,,,35.24496748,-119.07456092,102.907,REPAIR-SHELL START,,,,MFL/CLP,,
3032,Repair - Welded Sleeve End,,54761.32,693+99,28.04,40.04,40.04,15570,Block Valve #13 (625+92),6844.48,Block Valve #17.6 (932+02),23711.31,10.75,0.203,,52000, 11:16,,,,,,,,,,1402,,,,,,,,,,35.24495469,-119.07456568,103.084,REPAIR-SHELL END,,,,MFL/CLP,,
3033,Anomaly - Corrosion,EXT,54761.79,693+99,28.50,11.55,40.04,15570,Block Valve #13 (625+92),6844.94,Block Valve #17.6 (932+02),23710.85,10.75,0.203,,52000, 11:16,15,0.03,,,,,0.2,0.2, 07:42,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.24495346,-119.07456607,103.101,EXT ML,Pinhole,,,MFL/CLP,,
3034,Anomaly - Corrosion,EXT,54763.88,694+02,30.59,9.46,40.04,15570,Block Valve #13 (625+92),6847.03,Block Valve #17.6 (932+02),23708.76,10.75,0.203,,52000, 11:16,15,0.03,,,,,0.3,0.4, 05:33,1402,2338,1683,1414,0.833,1.190,2337.1,1682.7,,,35.24494783,-119.07456748,103.172,EXT ML,Pinhole,,,MFL/CLP,,
3035,Bend,,54764.21,694+02,30.92,40.04,40.04,15570,Block Valve #13 (625+92),6847.36,Block Valve #17.6 (932+02),23708.43,10.75,0.203,,52000, 11:16,,,,,,,,,,1402,,,,,,,,,,35.24494693,-119.07456765,103.183,20 DEG BEND-COLD LEFT,,,,MFL/CLP,,
3036,Anomaly - Corrosion,EXT,54764.91,694+03,31.62,8.42,40.04,15570,Block Valve #13 (625+92),6848.06,Block Valve #17.6 (932+02),23707.72,10.75,0.203,,52000, 11:16,24,0.05,,,,,0.4,0.3, 05:17,1402,2329,1677,1414,0.836,1.186,2325.7,1674.5,,,35.24494500,-119.07456798,103.207,EXT ML,Axial Slotting,,,MFL/CLP,,
3037,Weld - Bend End,,54773.33,694+11,40.04,40.08,40.08,15580,Block Valve #13 (625+92),6856.48,Block Valve #17.6 (932+02),23699.30,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.24492187,-119.07456817,103.444,GIRTH WELD,,,,MFL/CLP,,
3038,Weld,,54813.41,694+51,40.08,40.05,40.05,15590,Block Valve #13 (625+92),6896.56,Block Valve #17.6 (932+02),23659.22,10.75,0.203,,52000, 10:28,,,,,,,,,,1402,,,,,,,,,,35.24481159,-119.07456573,103.808,GIRTH WELD,,,,MFL/CLP,,
3039,Weld,,54853.46,694+91,40.05,40.04,40.04,15600,Block Valve #13 (625+92),6936.61,Block Valve #17.6 (932+02),23619.17,10.75,0.203,,52000, 12:24,,,,,,,,,,1402,,,,,,,,,,35.24470136,-119.07456481,103.754,GIRTH WELD,,,,MFL/CLP,,
3040,Weld,,54893.50,695+32,40.04,40.00,40.00,15610,Block Valve #13 (625+92),6976.65,Block Valve #17.6 (932+02),23579.13,10.75,0.203,,52000, 08:56,,,,,,,,,,1402,,,,,,,,,,35.24459121,-119.07456364,102.605,GIRTH WELD,,,,MFL/CLP,,
3041,Weld,,54933.50,695+72,40.00,39.96,39.96,15620,Block Valve #13 (625+92),7016.65,Block Valve #17.6 (932+02),23539.13,10.75,0.203,,52000, 01:04,,,,,,,,,,1402,,,,,,,,,,35.24448112,-119.07456383,102.479,GIRTH WELD,,,,MFL/CLP,,
3042,Anomaly - Mill Anomaly,INT,54970.20,696+09,36.70,3.26,39.96,15620,Block Valve #13 (625+92),7053.35,Block Valve #17.6 (932+02),23502.43,10.75,0.203,,52000, 01:04,21,0.04,,,,,0.4,0.3, 07:18,1402,,,1414,,,,,,,35.24438010,-119.07456484,102.816,*INT MFG,Pinhole,,,MFL/CLP,,
3043,Weld,,54973.46,696+12,39.96,38.31,38.31,15630,Block Valve #13 (625+92),7056.61,Block Valve #17.6 (932+02),23499.17,10.75,0.203,,52000, 10:32,,,,,,,,,,1402,,,,,,,,,,35.24437113,-119.07456495,102.833,GIRTH WELD,,,,MFL/CLP,,
3044,Anomaly - Corrosion,EXT,55006.72,696+45,33.26,5.05,38.31,15630,Block Valve #13 (625+92),7089.87,Block Valve #17.6 (932+02),23465.92,10.75,0.203,,52000, 10:32,15,0.03,,,,,0.5,0.4, 03:42,1402,2329,1677,1414,0.836,1.186,2326.9,1675.4,,,35.24427958,-119.07456555,102.843,EXT ML,Pitting,,,MFL/CLP,,
3045,Repair - Welded Sleeve Begin,,55011.09,696+50,37.63,38.31,38.31,15630,Block Valve #13 (625+92),7094.24,Block Valve #17.6 (932+02),23461.55,10.75,0.203,,52000, 10:32,,,,,,,,,,1402,,,,,,,,,,35.24426756,-119.07456564,102.812,REPAIR-SHELL START,,,,MFL/CLP,,
3046,Weld,,55011.77,696+50,38.31,36.76,36.76,15640,Block Valve #13 (625+92),7094.92,Block Valve #17.6 (932+02),23460.86,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.24426569,-119.07456565,102.809,GIRTH WELD,,,,MFL/CLP,,
3047,Repair - Welded Sleeve End,,55013.15,696+52,1.38,36.76,36.76,15640,Block Valve #13 (625+92),7096.30,Block Valve #17.6 (932+02),23459.48,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.24426189,-119.07456567,102.804,REPAIR-SHELL END,,,,MFL/CLP,,
3048,Repair - Welded Sleeve Begin,,55047.47,696+86,35.71,36.76,36.76,15640,Block Valve #13 (625+92),7130.63,Block Valve #17.6 (932+02),23425.16,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.24416741,-119.07456613,102.771,REPAIR-SHELL START,,,,MFL/CLP,,
3049,Weld,,55048.52,696+87,36.76,39.99,39.99,15650,Block Valve #13 (625+92),7131.68,Block Valve #17.6 (932+02),23424.11,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.24416452,-119.07456615,102.771,GIRTH WELD,,,,MFL/CLP,,
3050,Repair - Welded Sleeve End,,55049.60,696+88,1.08,39.99,39.99,15650,Block Valve #13 (625+92),7132.75,Block Valve #17.6 (932+02),23423.03,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.24416156,-119.07456615,102.769,REPAIR-SHELL END,,,,MFL/CLP,,
3051,Anomaly - Corrosion,EXT,55061.94,697+01,13.41,26.57,39.99,15650,Block Valve #13 (625+92),7145.09,Block Valve #17.6 (932+02),23410.69,10.75,0.203,,52000, 09:56,18,0.04,,,,,0.2,0.2, 06:57,1402,2339,1684,1414,0.833,1.191,2338.7,1683.9,,,35.24412759,-119.07456626,102.793,EXT ML,Pinhole,,,MFL/CLP,,
3052,Anomaly - Corrosion,EXT,55062.49,697+01,13.96,26.02,39.99,15650,Block Valve #13 (625+92),7145.64,Block Valve #17.6 (932+02),23410.14,10.75,0.203,,52000, 09:56,19,0.04,,,,,0.2,0.4, 06:59,1402,2339,1684,1414,0.833,1.191,2338.5,1683.8,,,35.24412608,-119.07456626,102.794,EXT ML,Pinhole,,,MFL/CLP,,
3053,Anomaly - Corrosion,EXT,55062.55,697+01,14.03,25.96,39.99,15650,Block Valve #13 (625+92),7145.71,Block Valve #17.6 (932+02),23410.08,10.75,0.203,,52000, 09:56,22,0.04,,,,,0.2,0.2, 02:52,1402,2339,1684,1414,0.833,1.191,2337.9,1683.3,,,35.24412591,-119.07456626,102.794,EXT ML,Pinhole,,,MFL/CLP,,
3054,Anomaly - Corrosion,EXT,55063.64,697+02,15.12,24.87,39.99,15650,Block Valve #13 (625+92),7146.80,Block Valve #17.6 (932+02),23408.99,10.75,0.203,,52000, 09:56,19,0.04,,,,,0.2,0.2, 07:02,1402,2338,1683,1414,0.833,1.190,2337.2,1682.8,,,35.24412289,-119.07456626,102.795,EXT ML,Pinhole,,,MFL/CLP,,
3055,Anomaly - Corrosion,EXT,55064.72,697+04,16.19,23.80,39.99,15650,Block Valve #13 (625+92),7147.87,Block Valve #17.6 (932+02),23407.92,10.75,0.203,,52000, 09:56,27,0.06,,,,,0.2,0.2, 06:57,1402,2336,1682,1414,0.834,1.190,2334.7,1681.0,,,35.24411995,-119.07456627,102.793,EXT ML,Pinhole,,,MFL/CLP,,
3056,Anomaly - Corrosion,EXT,55065.65,697+04,17.12,22.86,39.99,15650,Block Valve #13 (625+92),7148.80,Block Valve #17.6 (932+02),23406.99,10.75,0.203,,52000, 09:56,22,0.04,,,,,0.2,0.2, 07:00,1402,2339,1684,1414,0.833,1.191,2337.9,1683.3,,,35.24411738,-119.07456626,102.791,EXT ML,Pinhole,,,MFL/CLP,,
3057,Anomaly - Corrosion,EXT,55065.76,697+05,17.24,22.75,39.99,15650,Block Valve #13 (625+92),7148.92,Block Valve #17.6 (932+02),23406.87,10.75,0.203,,52000, 09:56,25,0.05,,,,,0.4,0.6, 06:55,1402,2325,1674,1414,0.837,1.184,2321.5,1671.5,,,35.24411707,-119.07456626,102.791,EXT ML,Pitting,,,MFL/CLP,,
3058,Anomaly - Corrosion,EXT,55066.03,697+05,17.50,22.48,39.99,15650,Block Valve #13 (625+92),7149.18,Block Valve #17.6 (932+02),23406.60,10.75,0.203,,52000, 09:56,16,0.03,,,,,0.2,0.2, 02:49,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.24411634,-119.07456626,102.791,EXT ML,Pinhole,,,MFL/CLP,,
3059,Anomaly - Corrosion Cluster,EXT,55066.05,697+05,17.52,22.46,39.99,15650,Block Valve #13 (625+92),7149.20,Block Valve #17.6 (932+02),23406.59,10.75,0.203,,52000, 09:56,31,0.06,,,,,4.4,0.9, 07:03,1402,1928,1388,1414,1.010,0.982,2258.2,1625.9,3,d,35.24411628,-119.07456627,102.791,*EXT ML,Axial Grooving,,,MFL/CLP,,
3060,Anomaly - Corrosion,EXT,55066.49,697+05,17.96,22.02,39.99,15650,Block Valve #13 (625+92),7149.64,Block Valve #17.6 (932+02),23406.14,10.75,0.203,,52000, 09:56,20,0.04,,,,,0.2,0.2, 08:23,1402,2339,1684,1414,0.833,1.191,2338.3,1683.6,,,35.24411507,-119.07456627,102.789,EXT ML,Pinhole,,,MFL/CLP,,
3061,Anomaly - Corrosion,EXT,55066.91,697+06,18.39,21.60,39.99,15650,Block Valve #13 (625+92),7150.07,Block Valve #17.6 (932+02),23405.72,10.75,0.203,,52000, 09:56,20,0.04,,,,,0.3,0.2, 06:59,1402,2335,1681,1414,0.834,1.189,2333.4,1680.1,,,35.24411390,-119.07456627,102.789,EXT ML,Pinhole,,,MFL/CLP,,
3062,Anomaly - Corrosion,EXT,55067.32,697+06,18.80,21.19,39.99,15650,Block Valve #13 (625+92),7150.47,Block Valve #17.6 (932+02),23405.31,10.75,0.203,,52000, 09:56,21,0.04,,,,,0.2,0.2, 06:55,1402,2339,1684,1414,0.833,1.191,2338.1,1683.5,,,35.24411279,-119.07456626,102.786,EXT ML,Pinhole,,,MFL/CLP,,
3063,Anomaly - Corrosion Cluster,EXT,55067.43,697+06,18.90,21.08,39.99,15650,Block Valve #13 (625+92),7150.58,Block Valve #17.6 (932+02),23405.20,10.75,0.203,,52000, 09:56,18,0.04,,,,,1.3,0.6, 07:00,1402,2268,1633,1414,0.859,1.155,2310.5,1663.5,,,35.24411247,-119.07456626,102.787,EXT ML,Axial Grooving,,,MFL/CLP,,
3064,Anomaly - Corrosion,EXT,55067.80,697+07,19.27,20.71,39.99,15650,Block Valve #13 (625+92),7150.95,Block Valve #17.6 (932+02),23404.83,10.75,0.203,,52000, 09:56,16,0.03,,,,,0.2,0.2, 07:02,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.24411146,-119.07456627,102.787,EXT ML,Pinhole,,,MFL/CLP,,
3065,Anomaly - Corrosion,EXT,55067.92,697+07,19.40,20.59,39.99,15650,Block Valve #13 (625+92),7151.08,Block Valve #17.6 (932+02),23404.71,10.75,0.203,,52000, 09:56,18,0.04,,,,,0.3,0.5, 07:33,1402,2336,1682,1414,0.834,1.189,2334.4,1680.8,,,35.24411112,-119.07456627,102.784,EXT ML,Circumferential Slotting,,,MFL/CLP,,
3066,Anomaly - Corrosion,EXT,55067.95,697+07,19.42,20.56,39.99,15650,Block Valve #13 (625+92),7151.10,Block Valve #17.6 (932+02),23404.69,10.75,0.203,,52000, 09:56,17,0.03,,,,,0.4,0.3, 02:50,1402,2333,1680,1414,0.835,1.188,2331.3,1678.5,,,35.24411106,-119.07456627,102.784,EXT ML,Axial Slotting,,,MFL/CLP,,
3067,Anomaly - Corrosion,EXT,55068.07,697+07,19.55,20.44,39.99,15650,Block Valve #13 (625+92),7151.23,Block Valve #17.6 (932+02),23404.56,10.75,0.203,,52000, 09:56,16,0.03,,,,,0.2,0.5, 06:58,1402,2339,1684,1414,0.833,1.191,2338.1,1683.4,,,35.24411070,-119.07456627,102.784,EXT ML,Circumferential Slotting,,,MFL/CLP,,
3068,Anomaly - Corrosion,EXT,55068.15,697+07,19.62,20.36,39.99,15650,Block Valve #13 (625+92),7151.30,Block Valve #17.6 (932+02),23404.49,10.75,0.203,,52000, 09:56,15,0.03,,,,,0.3,0.4, 06:14,1402,2337,1683,1414,0.833,1.190,2335.8,1681.8,,,35.24411050,-119.07456627,102.784,EXT ML,Pinhole,,,MFL/CLP,,
3069,Anomaly - Corrosion,EXT,55068.18,697+07,19.65,20.33,39.99,15650,Block Valve #13 (625+92),7151.33,Block Valve #17.6 (932+02),23404.45,10.75,0.203,,52000, 09:56,31,0.06,,,,,0.2,0.2, 07:21,1402,2337,1683,1414,0.833,1.190,2335.8,1681.8,,,35.24411042,-119.07456627,102.784,EXT ML,Pinhole,,,MFL/CLP,,
3070,Anomaly - Corrosion Cluster,EXT,55068.37,697+07,19.84,20.14,39.99,15650,Block Valve #13 (625+92),7151.52,Block Valve #17.6 (932+02),23404.26,10.75,0.203,,52000, 09:56,25,0.05,,,,,1.2,0.4, 07:24,1402,2243,1615,1414,0.868,1.142,2313.3,1665.5,,,35.24410989,-119.07456627,102.784,EXT ML,Axial Grooving,,,MFL/CLP,,
3071,Anomaly - Corrosion,EXT,55068.58,697+07,20.05,19.93,39.99,15650,Block Valve #13 (625+92),7151.73,Block Valve #17.6 (932+02),23404.06,10.75,0.203,,52000, 09:56,23,0.05,,,,,0.2,0.2, 07:17,1402,2338,1684,1414,0.833,1.191,2337.7,1683.2,,,35.24410932,-119.07456626,102.781,EXT ML,Pinhole,,,MFL/CLP,,
3072,Anomaly - Corrosion,EXT,55068.81,697+08,20.29,19.70,39.99,15650,Block Valve #13 (625+92),7151.97,Block Valve #17.6 (932+02),23403.82,10.75,0.203,,52000, 09:56,24,0.05,,,,,0.2,0.2, 07:18,1402,2338,1684,1414,0.833,1.191,2337.5,1683.0,,,35.24410867,-119.07456626,102.782,EXT ML,Pinhole,,,MFL/CLP,,
3073,Anomaly - Corrosion Cluster,EXT,55068.92,697+08,20.40,19.59,39.99,15650,Block Valve #13 (625+92),7152.07,Block Valve #17.6 (932+02),23403.71,10.75,0.203,,52000, 09:56,16,0.03,,,,,1.1,1.2, 06:53,1402,2289,1648,1414,0.851,1.165,2323.6,1673.0,,,35.24410837,-119.07456626,102.782,EXT ML,Pitting,,,MFL/CLP,,
3074,Anomaly - Corrosion,EXT,55068.95,697+08,20.43,19.56,39.99,15650,Block Valve #13 (625+92),7152.11,Block Valve #17.6 (932+02),23403.68,10.75,0.203,,52000, 09:56,20,0.04,,,,,0.2,0.2, 07:46,1402,2339,1684,1414,0.833,1.191,2338.3,1683.6,,,35.24410828,-119.07456626,102.778,EXT ML,Pinhole,,,MFL/CLP,,
3075,Anomaly - Corrosion Cluster,EXT,55069.25,697+08,20.73,19.26,39.99,15650,Block Valve #13 (625+92),7152.41,Block Valve #17.6 (932+02),23403.38,10.75,0.203,,52000, 09:56,23,0.05,,,,,2.3,3.0, 07:31,1402,2151,1549,1414,0.905,1.095,2297.5,1654.2,,,35.24410746,-119.07456626,102.779,EXT ML,General Metal Loss,,,MFL/CLP,,
3076,Anomaly - Corrosion,EXT,55069.90,697+09,21.37,18.62,39.99,15650,Block Valve #13 (625+92),7153.05,Block Valve #17.6 (932+02),23402.74,10.75,0.203,,52000, 09:56,19,0.04,,,,,0.2,0.3, 07:21,1402,2339,1684,1414,0.833,1.191,2338.5,1683.8,,,35.24410569,-119.07456626,102.773,EXT ML,Pinhole,,,MFL/CLP,,
3077,Anomaly - Corrosion,EXT,55070.03,697+09,21.50,18.48,39.99,15650,Block Valve #13 (625+92),7153.18,Block Valve #17.6 (932+02),23402.61,10.75,0.203,,52000, 09:56,15,0.03,,,,,0.3,0.2, 07:04,1402,2337,1683,1414,0.833,1.190,2335.8,1681.8,,,35.24410533,-119.07456626,102.773,EXT ML,Pinhole,,,MFL/CLP,,
3078,Anomaly - Corrosion,EXT,55070.14,697+09,21.61,18.37,39.99,15650,Block Valve #13 (625+92),7153.29,Block Valve #17.6 (932+02),23402.49,10.75,0.203,,52000, 09:56,16,0.03,,,,,0.4,0.2, 02:44,1402,2334,1680,1414,0.835,1.188,2332.0,1679.0,,,35.24410501,-119.07456626,102.773,EXT ML,Axial Slotting,,,MFL/CLP,,
3079,Anomaly - Corrosion Cluster,EXT,55070.16,697+09,21.64,18.35,39.99,15650,Block Valve #13 (625+92),7153.31,Block Valve #17.6 (932+02),23402.47,10.75,0.203,,52000, 09:56,18,0.04,,,,,2.4,3.1, 07:01,1402,2190,1577,1414,0.889,1.115,2265.9,1631.5,,,35.24410496,-119.07456626,102.772,EXT ML,General Metal Loss,,,MFL/CLP,,
3080,Anomaly - Corrosion,EXT,55070.26,697+09,21.73,18.26,39.99,15650,Block Valve #13 (625+92),7153.41,Block Valve #17.6 (932+02),23402.38,10.75,0.203,,52000, 09:56,15,0.03,,,,,0.2,0.2, 04:45,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.24410470,-119.07456626,102.770,EXT ML,Pinhole,,,MFL/CLP,,
3081,Anomaly - Corrosion,EXT,55070.40,697+09,21.87,18.11,39.99,15650,Block Valve #13 (625+92),7153.55,Block Valve #17.6 (932+02),23402.23,10.75,0.203,,52000, 09:56,21,0.04,,,,,0.4,0.5, 05:45,1402,2328,1677,1414,0.836,1.186,2325.6,1674.4,,,35.24410432,-119.07456625,102.770,EXT ML,Pitting,,,MFL/CLP,,
3082,Anomaly - Corrosion,EXT,55070.40,697+09,21.88,18.11,39.99,15650,Block Valve #13 (625+92),7153.56,Block Valve #17.6 (932+02),23402.23,10.75,0.203,,52000, 09:56,24,0.05,,,,,0.3,0.2, 09:03,1402,2335,1681,1414,0.834,1.189,2333.6,1680.2,,,35.24410430,-119.07456625,102.770,EXT ML,Pinhole,,,MFL/CLP,,
3083,Anomaly - Corrosion Cluster,EXT,55070.51,697+09,21.98,18.00,39.99,15650,Block Valve #13 (625+92),7153.66,Block Valve #17.6 (932+02),23402.12,10.75,0.203,,52000, 09:56,24,0.05,,,,,1.2,1.2, 06:58,1402,2252,1622,1414,0.865,1.147,2310.5,1663.6,,,35.24410400,-119.07456625,102.770,EXT ML,General Metal Loss,,,MFL/CLP,,
3084,Anomaly - Corrosion Cluster,EXT,55070.65,697+09,22.12,17.86,39.99,15650,Block Valve #13 (625+92),7153.80,Block Valve #17.6 (932+02),23401.99,10.75,0.203,,52000, 09:56,17,0.03,,,,,2.7,2.3, 04:20,1402,2185,1573,1414,0.891,1.112,2279.7,1641.4,,,35.24410363,-119.07456625,102.767,EXT ML,General Metal Loss,,,MFL/CLP,,
3085,Anomaly - Corrosion Cluster,EXT,55070.73,697+10,22.21,17.78,39.99,15650,Block Valve #13 (625+92),7153.89,Block Valve #17.6 (932+02),23401.90,10.75,0.203,,52000, 09:56,20,0.04,,,,,2.6,3.5, 06:31,1402,2161,1556,1414,0.901,1.100,2261.4,1628.2,,,35.24410340,-119.07456625,102.767,EXT ML,General Metal Loss,,,MFL/CLP,,
3086,Anomaly - Corrosion Cluster,EXT,55071.08,697+10,22.55,17.43,39.99,15650,Block Valve #13 (625+92),7154.23,Block Valve #17.6 (932+02),23401.56,10.75,0.203,,52000, 09:56,26,0.05,,,,,2.6,2.0, 05:48,1402,2096,1509,1414,0.929,1.067,2260.3,1627.4,,,35.24410244,-119.07456626,102.765,EXT ML,General Metal Loss,,,MFL/CLP,,
3087,Anomaly - Corrosion,EXT,55071.33,697+10,22.80,17.19,39.99,15650,Block Valve #13 (625+92),7154.48,Block Valve #17.6 (932+02),23401.31,10.75,0.203,,52000, 09:56,15,0.03,,,,,0.4,0.2, 06:55,1402,2334,1681,1414,0.834,1.189,2332.7,1679.5,,,35.24410175,-119.07456625,102.762,EXT ML,Axial Slotting,,,MFL/CLP,,
3088,Anomaly - Corrosion,EXT,55071.59,697+10,23.06,16.92,39.99,15650,Block Valve #13 (625+92),7154.74,Block Valve #17.6 (932+02),23401.04,10.75,0.203,,52000, 09:56,18,0.04,,,,,0.2,0.2, 03:51,1402,2339,1684,1414,0.833,1.191,2338.7,1683.9,,,35.24410103,-119.07456625,102.759,EXT ML,Pinhole,,,MFL/CLP,,
3089,Anomaly - Corrosion,EXT,55071.64,697+10,23.12,16.87,39.99,15650,Block Valve #13 (625+92),7154.80,Block Valve #17.6 (932+02),23400.99,10.75,0.203,,52000, 09:56,15,0.03,,,,,0.2,0.4, 04:32,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.24410088,-119.07456625,102.759,EXT ML,Pinhole,,,MFL/CLP,,
3090,Anomaly - Corrosion,EXT,55071.67,697+11,23.15,16.84,39.99,15650,Block Valve #13 (625+92),7154.82,Block Valve #17.6 (932+02),23400.96,10.75,0.203,,52000, 09:56,19,0.04,,,,,0.4,0.2, 05:39,1402,2332,1679,1414,0.835,1.187,2329.8,1677.4,,,35.24410082,-119.07456625,102.759,EXT ML,Axial Slotting,,,MFL/CLP,,
3091,Anomaly - Corrosion,EXT,55072.38,697+11,23.86,16.13,39.99,15650,Block Valve #13 (625+92),7155.54,Block Valve #17.6 (932+02),23400.25,10.75,0.203,,52000, 09:56,24,0.05,,,,,0.2,0.2, 04:29,1402,2338,1684,1414,0.833,1.191,2337.5,1683.0,,,35.24409885,-119.07456624,102.750,EXT ML,Pinhole,,,MFL/CLP,,
3092,Anomaly - Corrosion,EXT,55072.48,697+11,23.95,16.03,39.99,15650,Block Valve #13 (625+92),7155.63,Block Valve #17.6 (932+02),23400.15,10.75,0.203,,52000, 09:56,15,0.03,,,,,0.2,0.2, 03:58,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.24409859,-119.07456624,102.746,EXT ML,Pinhole,,,MFL/CLP,,
3093,Anomaly - Corrosion Cluster,EXT,55072.56,697+11,24.04,15.95,39.99,15650,Block Valve #13 (625+92),7155.72,Block Valve #17.6 (932+02),23400.07,10.75,0.203,,52000, 09:56,15,0.03,,,,,1.0,1.6, 07:25,1402,2303,1658,1414,0.846,1.173,2312.0,1664.6,,,35.24409836,-119.07456624,102.747,EXT ML,Pitting,,,MFL/CLP,,
3094,Anomaly - Corrosion Cluster,EXT,55072.76,697+12,24.23,15.76,39.99,15650,Block Valve #13 (625+92),7155.91,Block Valve #17.6 (932+02),23399.88,10.75,0.203,,52000, 09:56,21,0.04,,,,,1.1,0.2, 06:55,1402,2277,1639,1414,0.855,1.159,2315.2,1667.0,,,35.24409782,-119.07456623,102.743,EXT ML,Axial Slotting,,,MFL/CLP,,
3095,Anomaly - Corrosion,EXT,55073.05,697+12,24.52,15.47,39.99,15650,Block Valve #13 (625+92),7156.20,Block Valve #17.6 (932+02),23399.59,10.75,0.203,,52000, 09:56,15,0.03,,,,,0.2,0.2, 04:05,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.24409702,-119.07456624,102.741,EXT ML,Pinhole,,,MFL/CLP,,
3096,Anomaly - Corrosion Cluster,EXT,55073.10,697+12,24.57,15.41,39.99,15650,Block Valve #13 (625+92),7156.25,Block Valve #17.6 (932+02),23399.53,10.75,0.203,,52000, 09:56,19,0.04,,,,,2.4,0.5, 06:58,1402,2180,1570,1414,0.893,1.110,2304.7,1659.4,,,35.24409689,-119.07456624,102.737,EXT ML,Axial Grooving,,,MFL/CLP,,
3097,Anomaly - Corrosion,EXT,55073.64,697+12,25.12,14.87,39.99,15650,Block Valve #13 (625+92),7156.79,Block Valve #17.6 (932+02),23398.99,10.75,0.203,,52000, 09:56,16,0.03,,,,,0.4,0.7, 07:43,1402,2332,1679,1414,0.835,1.187,2330.1,1677.7,,,35.24409540,-119.07456623,102.731,EXT ML,Pitting,,,MFL/CLP,,
3098,Anomaly - Corrosion,EXT,55073.81,697+13,25.29,14.70,39.99,15650,Block Valve #13 (625+92),7156.97,Block Valve #17.6 (932+02),23398.82,10.75,0.203,,52000, 09:56,16,0.03,,,,,0.2,0.2, 07:43,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.24409491,-119.07456623,102.728,EXT ML,Pinhole,,,MFL/CLP,,
3099,Anomaly - Corrosion Cluster,EXT,55073.86,697+13,25.34,14.65,39.99,15650,Block Valve #13 (625+92),7157.01,Block Valve #17.6 (932+02),23398.77,10.75,0.203,,52000, 09:56,21,0.04,,,,,2.1,0.2, 06:58,1402,2184,1573,1414,0.892,1.112,2258.4,1626.0,,,35.24409479,-119.07456623,102.725,EXT ML,Axial Slotting,,,MFL/CLP,,
