Feature Number (sequential order),Pipeline Feature,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,UpStreamDistanceFrom,DownstreamName,DownstreamDistanceTo,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF_MOP_SAFE,RPR_PBURST_100_SMYS,Effective Area P Burst,Effective Area P Safe,Group Number,Group Category,NAD 83 Latitude,NAD 83 Longitude,NAVD 88,Comments,POF Classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
4879,Anomaly - Corrosion,EXT,87741.87,1024+91,0.43,39.69,40.12,24160,Block Valve #17.6 (932+02),9269.24,Block Valve #26.5 (2088+82),37286.91,10.75,0.203,,52000, 09:24,22,0.04,,,,,0.2,0.2, 05:37,1402,2339,1684,1414,0.833,1.191,2337.9,1683.3,,,35.15423940,-119.07443790,86.681,EXT ML,Pinhole,,,MFL/CLP,,
4880,Weld,,87781.56,1025+30,40.12,40.01,40.01,24170,Block Valve #17.6 (932+02),9308.93,Block Valve #26.5 (2088+82),37247.22,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.15413002,-119.07443722,86.600,GIRTH WELD,,,,MFL/CLP,,
4881,Anomaly - Corrosion,EXT,87782.23,1025+31,0.67,39.34,40.01,24170,Block Valve #17.6 (932+02),9309.60,Block Valve #26.5 (2088+82),37246.55,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.3,0.5, 04:47,1402,2336,1682,1414,0.834,1.190,2335.4,1681.5,,,35.15412818,-119.07443721,86.601,EXT ML,Circumferential Slotting,,,MFL/CLP,,
4882,Anomaly - Corrosion,EXT,87790.93,1025+40,9.37,30.63,40.01,24170,Block Valve #17.6 (932+02),9318.30,Block Valve #26.5 (2088+82),37237.85,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.4,0.2, 05:37,1402,2335,1681,1414,0.834,1.189,2333.8,1680.3,,,35.15410418,-119.07443702,86.584,EXT ML,Pinhole,,,MFL/CLP,,
4883,Anomaly - Corrosion Cluster,EXT,87821.16,1025+70,39.60,0.41,40.01,24170,Block Valve #17.6 (932+02),9348.53,Block Valve #26.5 (2088+82),37207.62,10.75,0.203,,52000, 12:36,30,0.06,,,,,1.6,2.0, 05:40,1402,2162,1557,1414,0.901,1.101,2223.1,1600.6,,,35.15402088,-119.07443639,86.555,EXT ML,General Metal Loss,,,MFL/CLP,,
4884,Anomaly - Corrosion,EXT,87821.41,1025+70,39.85,0.16,40.01,24170,Block Valve #17.6 (932+02),9348.78,Block Valve #26.5 (2088+82),37207.37,10.75,0.203,,52000, 12:36,18,0.04,,,,,0.3,0.6, 05:24,1402,2337,1683,1414,0.833,1.190,2336.1,1682.0,,,35.15402019,-119.07443639,86.555,EXT ML,Circumferential Slotting,,,MFL/CLP,,
4885,Anomaly - Corrosion Cluster,EXT,87821.56,1025+71,40.00,0.01,40.01,24170,Block Valve #17.6 (932+02),9348.92,Block Valve #26.5 (2088+82),37207.22,10.75,0.203,,52000, 12:36,15,0.03,,,,,0.4,2.2, 05:22,1402,2336,1682,1414,0.834,1.189,2334.4,1680.7,,,35.15401977,-119.07443638,86.555,EXT ML ( GW ) ,Circumferential Slotting,,,MFL/CLP,,
4886,Weld,,87821.57,1025+71,40.01,40.12,40.12,24180,Block Valve #17.6 (932+02),9348.93,Block Valve #26.5 (2088+82),37207.22,10.75,0.203,,52000, 07:52,,,,,,,,,,1402,,,,,,,,,,35.15401975,-119.07443638,86.555,GIRTH WELD,,,,MFL/CLP,,
4887,Anomaly - Corrosion Cluster,EXT,87821.80,1025+71,0.23,39.89,40.12,24180,Block Valve #17.6 (932+02),9349.17,Block Valve #26.5 (2088+82),37206.98,10.75,0.203,,52000, 07:52,17,0.03,,,,,2.6,2.5, 05:35,1402,2187,1574,1414,0.891,1.113,2248.3,1618.8,,,35.15401912,-119.07443638,86.556,EXT ML,General Metal Loss,,,MFL/CLP,,
4888,Anomaly - Corrosion,EXT,87821.90,1025+71,0.34,39.78,40.12,24180,Block Valve #17.6 (932+02),9349.27,Block Valve #26.5 (2088+82),37206.88,10.75,0.203,,52000, 07:52,15,0.03,,,,,0.3,0.4, 06:33,1402,2338,1683,1414,0.833,1.190,2337.1,1682.7,,,35.15401882,-119.07443639,86.553,EXT ML,Circumferential Slotting,,,MFL/CLP,,
4889,Weld,,87861.68,1026+11,40.12,35.92,35.92,24190,Block Valve #17.6 (932+02),9389.05,Block Valve #26.5 (2088+82),37167.10,10.75,0.203,,52000, 12:44,,,,,,,,,,1402,,,,,,,,,,35.15390920,-119.07443565,86.666,GIRTH WELD,,,,MFL/CLP,,
4890,Weld,,87897.60,1026+47,35.92,37.77,37.77,24200,Block Valve #17.6 (932+02),9424.97,Block Valve #26.5 (2088+82),37131.18,10.75,0.203,,52000, 09:00,,,,,,,,,,1402,,,,,,,,,,35.15381021,-119.07443474,86.748,GIRTH WELD,,,,MFL/CLP,,
4891,Weld,,87935.37,1026+85,37.77,40.03,40.03,24210,Block Valve #17.6 (932+02),9462.74,Block Valve #26.5 (2088+82),37093.41,10.75,0.203,,52000, 11:52,,,,,,,,,,1402,,,,,,,,,,35.15370613,-119.07443399,86.744,GIRTH WELD,,,,MFL/CLP,,
4892,Weld,,87975.40,1027+25,40.03,40.14,40.14,24220,Block Valve #17.6 (932+02),9502.77,Block Valve #26.5 (2088+82),37053.38,10.75,0.203,,52000, 09:44,,,,,,,,,,1402,,,,,,,,,,35.15359582,-119.07443300,86.706,GIRTH WELD,,,,MFL/CLP,,
4893,Weld,,88015.54,1027+65,40.14,39.91,39.91,24230,Block Valve #17.6 (932+02),9542.90,Block Valve #26.5 (2088+82),37013.25,10.75,0.203,,52000, 12:16,,,,,,,,,,1402,,,,,,,,,,35.15348520,-119.07443208,86.646,GIRTH WELD,,,,MFL/CLP,,
4894,Weld,,88055.45,1028+05,39.91,40.01,40.01,24240,Block Valve #17.6 (932+02),9582.82,Block Valve #26.5 (2088+82),36973.33,10.75,0.203,,52000, 10:32,,,,,,,,,,1402,,,,,,,,,,35.15337520,-119.07443137,86.667,GIRTH WELD,,,,MFL/CLP,,
4895,Weld,,88095.46,1028+45,40.01,40.01,40.01,24250,Block Valve #17.6 (932+02),9622.83,Block Valve #26.5 (2088+82),36933.32,10.75,0.203,,52000, 12:08,,,,,,,,,,1402,,,,,,,,,,35.15326493,-119.07443058,86.551,GIRTH WELD,,,,MFL/CLP,,
4896,Anomaly - Corrosion,EXT,88095.89,1028+45,0.43,39.59,40.01,24250,Block Valve #17.6 (932+02),9623.26,Block Valve #26.5 (2088+82),36932.89,10.75,0.203,,52000, 12:08,16,0.03,,,,,0.2,0.2, 05:09,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.15326375,-119.07443057,86.551,EXT ML,Pinhole,,,MFL/CLP,,
4897,Anomaly - Corrosion Cluster,EXT,88134.89,1028+85,39.42,0.59,40.01,24250,Block Valve #17.6 (932+02),9662.25,Block Valve #26.5 (2088+82),36893.89,10.75,0.203,,52000, 12:08,20,0.04,,,,,0.9,2.2, 05:50,1402,2291,1650,1414,0.850,1.167,2297.9,1654.5,,,35.15315629,-119.07442985,86.684,EXT ML,Circumferential Grooving,,,MFL/CLP,,
4898,Weld,,88135.47,1028+85,40.01,39.95,39.95,24260,Block Valve #17.6 (932+02),9662.84,Block Valve #26.5 (2088+82),36893.31,10.75,0.203,,52000, 09:40,,,,,,,,,,1402,,,,,,,,,,35.15315466,-119.07442985,86.688,GIRTH WELD,,,,MFL/CLP,,
4899,Anomaly - Corrosion Cluster,EXT,88136.23,1028+86,0.76,39.19,39.95,24260,Block Valve #17.6 (932+02),9663.60,Block Valve #26.5 (2088+82),36892.55,10.75,0.203,,52000, 09:40,24,0.05,,,,,1.1,1.0, 05:54,1402,2257,1625,1414,0.863,1.149,2295.6,1652.8,,,35.15315258,-119.07442985,86.689,EXT ML,Pitting,,,MFL/CLP,,
4900,Anomaly - Corrosion Cluster,EXT,88175.34,1029+25,39.87,0.08,39.95,24260,Block Valve #17.6 (932+02),9702.71,Block Valve #26.5 (2088+82),36853.44,10.75,0.203,,52000, 09:40,15,0.03,,,,,0.6,2.2, 05:29,1402,2326,1675,1414,0.837,1.184,2322.4,1672.2,,,35.15304480,-119.07442917,86.657,EXT ML,Circumferential Grooving,,,MFL/CLP,,
4901,Weld,,88175.42,1029+25,39.95,39.98,39.98,24270,Block Valve #17.6 (932+02),9702.79,Block Valve #26.5 (2088+82),36853.36,10.75,0.203,,52000, 02:08,,,,,,,,,,1402,,,,,,,,,,35.15304458,-119.07442917,86.657,GIRTH WELD,,,,MFL/CLP,,
4902,Weld,,88215.40,1029+65,39.98,40.15,40.15,24280,Block Valve #17.6 (932+02),9742.77,Block Valve #26.5 (2088+82),36813.38,10.75,0.203,,52000, 10:48,,,,,,,,,,1402,,,,,,,,,,35.15293440,-119.07442875,86.530,GIRTH WELD,,,,MFL/CLP,,
4903,Anomaly - Corrosion,EXT,88254.92,1030+05,39.52,0.63,40.15,24280,Block Valve #17.6 (932+02),9782.29,Block Valve #26.5 (2088+82),36773.86,10.75,0.203,,52000, 10:48,19,0.04,,,,,0.4,0.8, 05:06,1402,2334,1680,1414,0.834,1.188,2332.0,1679.0,,,35.15282547,-119.07442809,86.531,EXT ML,Circumferential Slotting,,,MFL/CLP,,
4904,Anomaly - Corrosion,EXT,88254.94,1030+05,39.54,0.61,40.15,24280,Block Valve #17.6 (932+02),9782.31,Block Valve #26.5 (2088+82),36773.84,10.75,0.203,,52000, 10:48,17,0.03,,,,,0.4,1.0, 06:13,1402,2333,1680,1414,0.835,1.188,2331.3,1678.5,,,35.15282542,-119.07442809,86.531,EXT ML,Circumferential Grooving,,,MFL/CLP,,
4905,Anomaly - Corrosion,EXT,88255.08,1030+05,39.69,0.47,40.15,24280,Block Valve #17.6 (932+02),9782.45,Block Valve #26.5 (2088+82),36773.70,10.75,0.203,,52000, 10:48,20,0.04,,,,,0.2,0.2, 06:00,1402,2339,1684,1414,0.833,1.191,2338.3,1683.6,,,35.15282502,-119.07442808,86.532,EXT ML,Pinhole,,,MFL/CLP,,
4906,Anomaly - Corrosion,EXT,88255.35,1030+05,39.95,0.20,40.15,24280,Block Valve #17.6 (932+02),9782.72,Block Valve #26.5 (2088+82),36773.43,10.75,0.203,,52000, 10:48,17,0.03,,,,,0.2,0.3, 06:14,1402,2339,1684,1414,0.832,1.191,2338.9,1684.0,,,35.15282430,-119.07442808,86.532,EXT ML,Pinhole,,,MFL/CLP,,
4907,Weld,,88255.55,1030+05,40.15,37.68,37.68,24290,Block Valve #17.6 (932+02),9782.92,Block Valve #26.5 (2088+82),36773.23,10.75,0.203,,52000, 01:12,,,,,,,,,,1402,,,,,,,,,,35.15282373,-119.07442807,86.532,GIRTH WELD,,,,MFL/CLP,,
4908,Anomaly - Corrosion Cluster,EXT,88255.67,1030+06,0.12,37.56,37.68,24290,Block Valve #17.6 (932+02),9783.04,Block Valve #26.5 (2088+82),36773.11,10.75,0.203,,52000, 01:12,18,0.04,,,,,3.3,2.8, 05:39,1402,2148,1546,1414,0.907,1.094,2244.1,1615.8,,,35.15282341,-119.07442807,86.532,EXT ML,General Metal Loss,,,MFL/CLP,,
4909,Anomaly - Corrosion,EXT,88255.89,1030+06,0.33,37.35,37.68,24290,Block Valve #17.6 (932+02),9783.26,Block Valve #26.5 (2088+82),36772.89,10.75,0.203,,52000, 01:12,16,0.03,,,,,0.4,0.8, 04:32,1402,2332,1679,1414,0.835,1.187,2330.1,1677.7,,,35.15282283,-119.07442808,86.533,EXT ML,Pitting,,,MFL/CLP,,
4910,Weld,,88293.23,1030+43,37.68,40.08,40.08,24300,Block Valve #17.6 (932+02),9820.60,Block Valve #26.5 (2088+82),36735.55,10.75,0.203,,52000, 10:04,,,,,,,,,,1402,,,,,,,,,,35.15271988,-119.07442789,86.521,GIRTH WELD,,,,MFL/CLP,,
4911,Weld,,88333.31,1030+83,40.08,37.96,37.96,24310,Block Valve #17.6 (932+02),9860.68,Block Valve #26.5 (2088+82),36695.47,10.75,0.203,,52000, 12:20,,,,,,,,,,1402,,,,,,,,,,35.15260944,-119.07442723,86.563,GIRTH WELD,,,,MFL/CLP,,
4912,Anomaly - Corrosion,EXT,88333.58,1030+84,0.27,37.69,37.96,24310,Block Valve #17.6 (932+02),9860.95,Block Valve #26.5 (2088+82),36695.20,10.75,0.203,,52000, 12:20,19,0.04,,,,,0.4,1.1, 05:56,1402,2332,1679,1414,0.835,1.187,2329.8,1677.4,,,35.15260869,-119.07442722,86.563,EXT ML,Circumferential Grooving,,,MFL/CLP,,
4913,Anomaly - Corrosion Cluster,EXT,88333.85,1030+84,0.54,37.42,37.96,24310,Block Valve #17.6 (932+02),9861.22,Block Valve #26.5 (2088+82),36694.93,10.75,0.203,,52000, 12:20,15,0.03,,,,,1.2,1.2, 05:09,1402,2290,1649,1414,0.850,1.166,2310.5,1663.6,,,35.15260795,-119.07442721,86.563,EXT ML,General Metal Loss,,,MFL/CLP,,
4914,Anomaly - Corrosion,EXT,88371.09,1031+21,37.78,0.18,37.96,24310,Block Valve #17.6 (932+02),9898.46,Block Valve #26.5 (2088+82),36657.69,10.75,0.203,,52000, 12:20,16,0.03,,,,,0.2,0.2, 05:29,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.15250532,-119.07442571,86.584,EXT ML,Pinhole,,,MFL/CLP,,
4915,Weld,,88371.27,1031+21,37.96,40.00,40.00,24320,Block Valve #17.6 (932+02),9898.64,Block Valve #26.5 (2088+82),36657.51,10.75,0.203,,52000, 11:08,,,,,,,,,,1402,,,,,,,,,,35.15250482,-119.07442571,86.585,GIRTH WELD,,,,MFL/CLP,,
4916,Weld,,88411.27,1031+62,40.00,39.95,39.95,24330,Block Valve #17.6 (932+02),9938.64,Block Valve #26.5 (2088+82),36617.51,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.15239460,-119.07442468,86.709,GIRTH WELD,,,,MFL/CLP,,
4917,Weld,,88451.21,1032+02,39.95,40.09,40.09,24340,Block Valve #17.6 (932+02),9978.58,Block Valve #26.5 (2088+82),36577.57,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.15228451,-119.07442397,86.707,GIRTH WELD,,,,MFL/CLP,,
4918,Weld,,88491.30,1032+42,40.09,40.12,40.12,24350,Block Valve #17.6 (932+02),10018.67,Block Valve #26.5 (2088+82),36537.48,10.75,0.203,,52000, 12:24,,,,,,,,,,1402,,,,,,,,,,35.15217403,-119.07442355,86.726,GIRTH WELD,,,,MFL/CLP,,
4919,Weld,,88531.41,1032+82,40.12,40.04,40.04,24360,Block Valve #17.6 (932+02),10058.78,Block Valve #26.5 (2088+82),36497.37,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.15206348,-119.07442258,86.679,GIRTH WELD,,,,MFL/CLP,,
4920,Weld,,88571.45,1033+22,40.04,40.09,40.09,24370,Block Valve #17.6 (932+02),10098.82,Block Valve #26.5 (2088+82),36457.33,10.75,0.203,,52000, 12:20,,,,,,,,,,1402,,,,,,,,,,35.15195315,-119.07442117,86.440,GIRTH WELD,,,,MFL/CLP,,
4921,Weld,,88611.55,1033+62,40.09,12.60,12.60,24380,Block Valve #17.6 (932+02),10138.91,Block Valve #26.5 (2088+82),36417.23,10.75,0.203,,52000, 02:32,,,,,,,,,,1402,,,,,,,,,,35.15184265,-119.07442107,86.300,GIRTH WELD,,,,MFL/CLP,,
4922,Weld,,88624.14,1033+75,12.60,39.97,39.97,24390,Block Valve #17.6 (932+02),10151.51,Block Valve #26.5 (2088+82),36404.64,10.75,0.203,,52000, 11:56,,,,,,,,,,1402,,,,,,,,,,35.15180793,-119.07442110,86.295,GIRTH WELD,,,,MFL/CLP,,
4923,Weld - Bend Begin,,88664.11,1034+15,39.97,39.89,39.89,24400,Block Valve #17.6 (932+02),10191.48,Block Valve #26.5 (2088+82),36364.67,10.75,0.203,,52000, 08:32,,,,,,,,,,1402,,,,,,,,,,35.15169778,-119.07442182,86.287,GIRTH WELD,,,,MFL/CLP,,
4924,Bend,,88688.27,1034+39,24.16,39.89,39.89,24400,Block Valve #17.6 (932+02),10215.64,Block Valve #26.5 (2088+82),36340.51,10.75,0.203,,52000, 08:32,,,,,,,,,,1402,,,,,,,,,,35.15163121,-119.07442229,86.735,10 DEG BEND-COLD OVER,,,,MFL/CLP,,
4925,Weld - Bend End,,88704.00,1034+55,39.89,8.46,8.46,24410,Block Valve #17.6 (932+02),10231.37,Block Valve #26.5 (2088+82),36324.78,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.15158827,-119.07442206,84.623,GIRTH WELD,,,,MFL/CLP,,
4926,Anomaly - Corrosion,EXT,88704.38,1034+55,0.38,8.08,8.46,24410,Block Valve #17.6 (932+02),10231.75,Block Valve #26.5 (2088+82),36324.40,10.75,0.203,,52000,,29,0.06,,,,,0.2,0.2, 06:32,1402,2337,1683,1414,0.833,1.190,2336.3,1682.1,,,35.15158724,-119.07442206,84.563,EXT ML,Pinhole,,,MFL/CLP,,
4927,Anomaly - Corrosion,EXT,88705.80,1034+57,1.80,6.66,8.46,24410,Block Valve #17.6 (932+02),10233.17,Block Valve #26.5 (2088+82),36322.98,10.75,0.203,,52000,,20,0.04,,,,,0.2,0.2, 09:26,1402,2339,1684,1414,0.833,1.191,2338.3,1683.6,,,35.15158339,-119.07442203,84.331,EXT ML,Pinhole,,,MFL/CLP,,
4928,Anomaly - Corrosion,EXT,88706.04,1034+57,2.04,6.41,8.46,24410,Block Valve #17.6 (932+02),10233.41,Block Valve #26.5 (2088+82),36322.74,10.75,0.203,,52000,,23,0.05,,,,,0.2,0.2, 08:55,1402,2337,1683,1414,0.833,1.190,2336.1,1682.0,,,35.15158270,-119.07442202,84.288,EXT ML,Pinhole,,,MFL/CLP,,
4929,Anomaly - Corrosion,EXT,88707.54,1034+58,3.54,4.92,8.46,24410,Block Valve #17.6 (932+02),10234.91,Block Valve #26.5 (2088+82),36321.24,10.75,0.203,,52000,,20,0.04,,,,,0.5,0.4, 08:28,1402,2327,1675,1414,0.837,1.185,2323.8,1673.2,,,35.15157864,-119.07442199,84.036,EXT ML,Axial Slotting,,,MFL/CLP,,
4930,Anomaly - Corrosion,EXT,88708.40,1034+59,4.40,4.06,8.46,24410,Block Valve #17.6 (932+02),10235.77,Block Valve #26.5 (2088+82),36320.38,10.75,0.203,,52000,,15,0.03,,,,,0.5,0.5, 09:19,1402,2329,1677,1414,0.836,1.186,2326.9,1675.4,,,35.15157632,-119.07442198,83.889,EXT ML,Pitting,,,MFL/CLP,,
4931,Anomaly - Corrosion,EXT,88712.16,1034+63,8.16,0.30,8.46,24410,Block Valve #17.6 (932+02),10239.53,Block Valve #26.5 (2088+82),36316.62,10.75,0.203,,52000,,15,0.03,,,,,0.5,0.6, 02:17,1402,2329,1677,1414,0.836,1.186,2326.9,1675.4,,,35.15156612,-119.07442190,83.203,EXT ML,Pitting,,,MFL/CLP,,
4932,Weld - Bend Begin,,88712.45,1034+63,8.46,40.29,40.29,24420,Block Valve #17.6 (932+02),10239.82,Block Valve #26.5 (2088+82),36316.33,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.15156532,-119.07442189,83.148,GIRTH WELD,,,,MFL/CLP,,
4933,Anomaly - Corrosion,EXT,88716.78,1034+68,4.33,35.96,40.29,24420,Block Valve #17.6 (932+02),10244.15,Block Valve #26.5 (2088+82),36312.00,10.75,0.203,,52000,,15,0.03,,,,,0.2,0.2, 10:29,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.15155363,-119.07442185,82.303,EXT ML,Pinhole,,,MFL/CLP,,
4934,Anomaly - Corrosion,EXT,88718.61,1034+70,6.15,34.14,40.29,24420,Block Valve #17.6 (932+02),10245.97,Block Valve #26.5 (2088+82),36310.17,10.75,0.203,,52000,,15,0.03,,,,,0.5,0.4, 10:34,1402,2331,1678,1414,0.835,1.187,2329.0,1676.9,,,35.15154869,-119.07442181,81.942,EXT ML,Pitting,,,MFL/CLP,,
4935,Anomaly - Corrosion,EXT,88719.67,1034+71,7.21,33.08,40.29,24420,Block Valve #17.6 (932+02),10247.03,Block Valve #26.5 (2088+82),36309.11,10.75,0.203,,52000,,19,0.04,,,,,0.5,0.5, 10:05,1402,2326,1674,1414,0.837,1.184,2322.2,1672.0,,,35.15154582,-119.07442179,81.750,EXT ML,Pitting,,,MFL/CLP,,
4936,Anomaly - Corrosion,EXT,88720.66,1034+72,8.20,32.09,40.29,24420,Block Valve #17.6 (932+02),10248.03,Block Valve #26.5 (2088+82),36308.12,10.75,0.203,,52000,,16,0.03,,,,,0.2,0.3, 10:39,1402,2339,1684,1414,0.833,1.191,2338.1,1683.4,,,35.15154312,-119.07442174,81.602,EXT ML,Pinhole,,,MFL/CLP,,
4937,Bend,,88727.25,1034+78,14.79,40.29,40.29,24420,Block Valve #17.6 (932+02),10254.62,Block Valve #26.5 (2088+82),36301.53,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.15152502,-119.07442127,81.338,30 DEG BEND-COLD UNDER,,,,MFL/CLP,,
4938,Anomaly - Corrosion,EXT,88730.93,1034+82,18.47,21.82,40.29,24420,Block Valve #17.6 (932+02),10258.29,Block Valve #26.5 (2088+82),36297.85,10.75,0.203,,52000,,20,0.04,,,,,0.4,0.2, 10:30,1402,2331,1679,1414,0.835,1.187,2329.0,1676.9,,,35.15151493,-119.07442091,81.736,*EXT ML,Axial Slotting,,,MFL/CLP,,
4939,Anomaly - Corrosion,EXT,88731.14,1034+82,18.68,21.61,40.29,24420,Block Valve #17.6 (932+02),10258.50,Block Valve #26.5 (2088+82),36297.64,10.75,0.203,,52000,,25,0.05,,,,,0.4,0.6, 10:26,1402,2325,1674,1414,0.837,1.184,2321.5,1671.5,,,35.15151437,-119.07442088,81.769,*EXT ML,Pitting,,,MFL/CLP,,
4940,Anomaly - Corrosion,EXT,88731.98,1034+83,19.52,20.77,40.29,24420,Block Valve #17.6 (932+02),10259.34,Block Valve #26.5 (2088+82),36296.80,10.75,0.203,,52000,,15,0.03,,,,,0.8,0.4, 10:37,1402,2313,1665,1414,0.842,1.178,2306.7,1660.8,,,35.15151209,-119.07442078,81.927,EXT ML,Pitting,,,MFL/CLP,,
4941,Anomaly - Corrosion,EXT,88732.07,1034+83,19.61,20.68,40.29,24420,Block Valve #17.6 (932+02),10259.44,Block Valve #26.5 (2088+82),36296.71,10.75,0.203,,52000,,17,0.03,,,,,0.5,0.9, 09:57,1402,2330,1677,1414,0.836,1.186,2327.0,1675.5,,,35.15151184,-119.07442077,81.946,EXT ML,Pitting,,,MFL/CLP,,
4942,Anomaly - Corrosion,EXT,88732.31,1034+83,19.85,20.44,40.29,24420,Block Valve #17.6 (932+02),10259.68,Block Valve #26.5 (2088+82),36296.47,10.75,0.203,,52000,,15,0.03,,,,,0.5,0.6, 11:40,1402,2331,1678,1414,0.835,1.187,2329.0,1676.9,,,35.15151120,-119.07442075,81.995,EXT ML,Pitting,,,MFL/CLP,,
4943,Anomaly - Corrosion,EXT,88733.27,1034+84,20.81,19.48,40.29,24420,Block Valve #17.6 (932+02),10260.64,Block Valve #26.5 (2088+82),36295.51,10.75,0.203,,52000,,15,0.03,,,,,0.9,0.4, 12:05,1402,2308,1662,1414,0.844,1.175,2300.8,1656.6,,,35.15150863,-119.07442063,82.213,EXT ML,Axial Slotting,,,MFL/CLP,,
4944,Anomaly - Corrosion,EXT,88733.28,1034+84,20.83,19.46,40.29,24420,Block Valve #17.6 (932+02),10260.65,Block Valve #26.5 (2088+82),36295.50,10.75,0.203,,52000,,18,0.04,,,,,0.6,0.6, 11:16,1402,2324,1674,1414,0.838,1.184,2320.7,1670.9,,,35.15150859,-119.07442063,82.217,EXT ML,Pitting,,,MFL/CLP,,
4945,Anomaly - Corrosion,EXT,88733.59,1034+85,21.14,19.15,40.29,24420,Block Valve #17.6 (932+02),10260.96,Block Valve #26.5 (2088+82),36295.19,10.75,0.203,,52000,,18,0.04,,,,,1.0,0.8, 10:59,1402,2294,1652,1414,0.849,1.168,2283.8,1644.3,,,35.15150775,-119.07442059,82.295,EXT ML,Pitting,,,MFL/CLP,,
4946,Anomaly - Corrosion,EXT,88733.82,1034+85,21.37,18.92,40.29,24420,Block Valve #17.6 (932+02),10261.19,Block Valve #26.5 (2088+82),36294.96,10.75,0.203,,52000,,24,0.05,,,,,0.4,0.3, 10:54,1402,2326,1675,1414,0.837,1.184,2322.6,1672.3,,,35.15150715,-119.07442057,82.354,EXT ML,Axial Slotting,,,MFL/CLP,,
4947,Anomaly - Corrosion Cluster,EXT,88735.08,1034+86,22.63,17.66,40.29,24420,Block Valve #17.6 (932+02),10262.45,Block Valve #26.5 (2088+82),36293.70,10.75,0.203,,52000,,26,0.05,,,,,0.9,2.5, 10:57,1402,2277,1639,1414,0.855,1.159,2265.8,1631.4,,,35.15150382,-119.07442040,82.699,EXT ML,Circumferential Grooving,,,MFL/CLP,,
4948,Anomaly - Corrosion,EXT,88735.35,1034+86,22.90,17.39,40.29,24420,Block Valve #17.6 (932+02),10262.72,Block Valve #26.5 (2088+82),36293.43,10.75,0.203,,52000,,15,0.03,,,,,0.6,0.4, 09:45,1402,2324,1673,1414,0.838,1.183,2320.1,1670.4,,,35.15150310,-119.07442036,82.775,EXT ML,Pitting,,,MFL/CLP,,
4949,Anomaly - Corrosion Cluster,EXT,88735.37,1034+86,22.92,17.37,40.29,24420,Block Valve #17.6 (932+02),10262.74,Block Valve #26.5 (2088+82),36293.41,10.75,0.203,,52000,,23,0.05,,,,,1.7,2.3, 10:48,1402,2207,1589,1414,0.882,1.124,2298.2,1654.7,,,35.15150305,-119.07442036,82.781,EXT ML,General Metal Loss,,,MFL/CLP,,
4950,Anomaly - Corrosion,EXT,88737.83,1034+89,25.38,14.91,40.29,24420,Block Valve #17.6 (932+02),10265.20,Block Valve #26.5 (2088+82),36290.95,10.75,0.203,,52000,,20,0.04,,,,,0.2,0.2, 06:38,1402,2339,1684,1414,0.833,1.191,2338.3,1683.6,,,35.15149658,-119.07442002,83.534,EXT ML,Pinhole,,,MFL/CLP,,
4951,Repair - Welded Sleeve Begin,,88741.56,1034+93,29.10,40.29,40.29,24420,Block Valve #17.6 (932+02),10268.93,Block Valve #26.5 (2088+82),36287.22,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.15148680,-119.07441949,84.648,REPAIR-SHELL START,,,,MFL/CLP,,
4952,Bend,,88744.37,1034+95,31.92,40.29,40.29,24420,Block Valve #17.6 (932+02),10271.74,Block Valve #26.5 (2088+82),36284.41,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.15147926,-119.07441908,85.297,15 DEG BEND-COLD OVER,,,,MFL/CLP,,
4953,Repair - Welded Sleeve End,,88744.40,1034+95,31.95,40.29,40.29,24420,Block Valve #17.6 (932+02),10271.77,Block Valve #26.5 (2088+82),36284.38,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.15147917,-119.07441908,85.303,REPAIR-SHELL END,,,,MFL/CLP,,
