J. no.,J. len [ft],t [in],to u/s w. [ft],to d/s w. [ft],o'clock,Log Distance,Severity Rule,event,depth [%],OD Reduction,length [in],width [in],internal,ERF - 0.85dl,RPR - 0.85dl,SMYS [psi],Comment,Latitude ,Longitude 
34210,44.13,0.219,,,,143203.83,,Girth Weld,,,,,,,,52000,,47.94971759,-103.58794565
34220,44.19,0.219,,,,143247.96,,Girth Weld,,,,,,,,52000,,47.94978342,-103.58809660
34230,43.87,0.219,,,,143292.15,,Girth Weld,,,,,,,,52000,,47.94986961,-103.58822526
34240,44.13,0.219,,,,143336.02,,Girth Weld,,,,,,,,52000,,47.94995599,-103.58835190
34250,44.05,0.219,,,,143380.15,,Girth Weld,,,,,,,,52000,,47.95004283,-103.58847918
34260,43.94,0.219,,,,143424.20,,Girth Weld,,,,,,,,52000,,47.95012945,-103.58860631
34270,44.1,0.219,,,,143468.14,,Girth Weld,,,,,,,,52000,,47.95021585,-103.58873330
34280,43.43,0.219,,,,143512.25,,Girth Weld,,,,,,,,52000,,47.95030300,-103.58886009
34290,44.09,0.219,,,,143555.68,,Girth Weld,,,,,,,,52000,,47.95038912,-103.58898440
34300,44.36,0.219,,,,143599.76,,Girth Weld,,,,,,,,52000,,47.95047515,-103.58911066
34310,44.22,0.219,,,,143644.12,,Girth Weld,,,,,,,,52000,,47.95056124,-103.58923900
34320,44.2,0.219,,,,143688.34,,Girth Weld,,,,,,,,52000,,47.95064798,-103.58936716
34330,44.2,0.219,,,,143732.54,,Girth Weld,,,,,,,,52000,,47.95073486,-103.58949499
34340,41.61,0.219,,,,143776.75,,Girth Weld,,,,,,,,52000,,47.95082137,-103.58962332
34350,44.14,0.219,,,,143818.36,,Girth Weld,,,,,,,,52000,,47.95090231,-103.58974432
34360,44.38,0.219,,,,143862.49,,Girth Weld,,,,,,,,52000,,47.95098913,-103.58986981
34370,44.08,0.219,,,,143906.87,,Girth Weld,,,,,,,,52000,,47.95107610,-103.58999683
34380,41.41,0.219,,,,143950.95,,Girth Weld,,,,,,,,52000,,47.95116076,-103.59012400
34390,44.19,0.219,,,,143992.36,,Girth Weld,,,,,,,,52000,,47.95124148,-103.59024328
34400,43.93,0.219,,,,144036.55,,Girth Weld,,,,,,,,52000,,47.95132772,-103.59037094
34410,44.07,0.219,,,,144080.48,,Girth Weld,,,,,,,,52000,,47.95140776,-103.59050684
34420,43.99,0.219,,,,144124.55,,Girth Weld,,,,,,,,52000,,47.95148749,-103.59064388
34430,43.98,0.219,,,,144168.54,,Girth Weld,,,,,,,,52000,,47.95156742,-103.59078019
34440,44.13,0.219,,,,144212.52,,Girth Weld,,,,,,,,52000,,47.95164725,-103.59091661
34450,44.16,0.219,,,,144256.65,,Girth Weld,,,,,,,,52000,,47.95172728,-103.59105357
34460,44.13,0.219,,,,144300.81,,Girth Weld,,,,,,,,52000,,47.95180710,-103.59119096
34470,44.18,0.219,,,,144344.93,,Girth Weld,,,,,,,,52000,,47.95188720,-103.59132785
34480,44.27,0.219,,,,144389.11,,Girth Weld,,,,,,,,52000,,47.95196724,-103.59146507
34490,38.6,0.219,,,,144433.38,,Girth Weld,,,,,,,,52000,,47.95204749,-103.59160251
34500,43.99,0.219,,,,144471.98,,Girth Weld,,,,,,,,52000,,47.95211719,-103.59172234
34510,43.86,0.219,,,,144515.97,,Girth Weld,,,,,,,,52000,,47.95219655,-103.59185798
34520,44.29,0.219,,,,144559.82,,Girth Weld,,,,,,,,52000,,47.95227571,-103.59199332
34530,44.35,0.219,,,,144604.11,,Girth Weld,,,,,,,,52000,,47.95235261,-103.59213461
34540,44.23,0.219,,,,144648.46,,Girth Weld,,,,,,,,52000,,47.95241617,-103.59229044
34550,44.16,0.219,,,,144692.68,,Girth Weld,,,,,,,,52000,,47.95247071,-103.59245326
34560,43.54,0.219,,,,144736.85,,Girth Weld,,,,,,,,52000,,47.95252377,-103.59261687
34570,44.16,0.219,,,,144780.38,,Girth Weld,,,,,,,,52000,,47.95257664,-103.59277776
34580,43.83,0.219,,,,144824.55,,Girth Weld,,,,,,,,52000,,47.95263124,-103.59294022
34590,43.53,0.219,,,,144868.38,,Girth Weld,,,,,,,,52000,,47.95268568,-103.59310114
34600,44.25,0.219,,,,144911.90,,Girth Weld,,,,,,,,52000,,47.95273998,-103.59326089
34610,44.23,0.219,,,,144956.15,,Girth Weld,,,,,,,,52000,,47.95279596,-103.59342268
34620,44.01,0.219,,,,145000.38,,Girth Weld,,,,,,,,52000,,47.95285131,-103.59358490
34630,43.97,0.219,,,,145044.40,,Girth Weld,,,,,,,,52000,,47.95290683,-103.59374599
34640,41.88,0.219,,,,145088.37,,Girth Weld,,,,,,,,52000,,47.95296230,-103.59390695
34650,43.95,0.219,,,,145130.25,,Girth Weld,,,,,,,,52000,,47.95301522,-103.59406013
34660,44.05,0.219,,,,145174.20,,Girth Weld,,,,,,,,52000,,47.95306968,-103.59422174
34660,44.05,,,,,145190.30,,AGM,,,,,,,,,AGM 320,47.95308730,-103.59428240
34670,43.33,0.219,,,,145218.25,,Girth Weld,,,,,,,,52000,,47.95310857,-103.59439273
34680,44.08,0.219,,,,145261.58,,Girth Weld,,,,,,,,52000,,47.95314159,-103.59456379
34690,43.88,0.219,,,,145305.66,,Girth Weld,,,,,,,,52000,,47.95317488,-103.59473792
34700,43.86,0.219,,,,145349.54,,Girth Weld,,,,,,,,52000,,47.95320752,-103.59491150
34710,44.21,0.219,,,,145393.40,,Girth Weld,,,,,,,,52000,,47.95323958,-103.59508519
34720,44.02,0.219,,,,145437.61,,Girth Weld,,,,,,,,52000,,47.95327204,-103.59526003
34730,43.54,0.219,,,,145481.63,,Girth Weld,,,,,,,,52000,,47.95330454,-103.59543410
34740,44.21,0.219,,,,145525.17,,Girth Weld,,,,,,,,52000,,47.95333746,-103.59560599
34750,43.82,0.219,,,,145569.38,,Girth Weld,,,,,,,,52000,,47.95337034,-103.59578088
34760,44.05,0.219,,,,145613.20,,Girth Weld,,,,,,,,52000,,47.95340304,-103.59595417
34770,44.13,0.219,,,,145657.25,,Girth Weld,,,,,,,,52000,,47.95343536,-103.59612861
34780,43.47,0.219,,,,145701.38,,Girth Weld,,,,,,,,52000,,47.95345461,-103.59630629
34790,43.98,0.219,,,,145744.85,,Girth Weld,,,,,,,,52000,,47.95345398,-103.59648479
34800,44.23,0.219,,,,145788.83,,Girth Weld,,,,,,,,52000,,47.95345356,-103.59666535
34810,44.15,0.219,,,,145833.06,,Girth Weld,,,,,,,,52000,,47.95345210,-103.59684698
34820,44.09,0.219,,,,145877.21,,Girth Weld,,,,,,,,52000,,47.95345071,-103.59702833
34830,44.2,0.219,,,,145921.30,,Girth Weld,,,,,,,,52000,,47.95344934,-103.59720945
34840,44.41,0.219,,,,145965.50,,Girth Weld,,,,,,,,52000,,47.95344806,-103.59739100
34850,44.19,0.219,,,,146009.91,,Girth Weld,,,,,,,,52000,,47.95344655,-103.59757339
34860,44.11,0.219,,,,146054.10,,Girth Weld,,,,,,,,52000,,47.95344535,-103.59775478
34870,44.09,0.219,,,,146098.21,,Girth Weld,,,,,,,,52000,,47.95344413,-103.59793559
34880,44.15,0.219,,,,146142.31,,Girth Weld,,,,,,,,52000,,47.95344261,-103.59811581
34890,44.35,0.219,,,,146186.46,,Girth Weld,,,,,,,,52000,,47.95344016,-103.59829681
34900,43.67,0.219,,,,146230.81,,Girth Weld,,,,,,,,52000,,47.95343760,-103.59847840
34910,43.95,0.219,,,,146274.47,,Girth Weld,,,,,,,,52000,,47.95343504,-103.59865678
34920,44.11,0.219,,,,146318.43,,Girth Weld,,,,,,,,52000,,47.95343313,-103.59883665
34930,44.3,0.219,,,,146362.53,,Girth Weld,,,,,,,,52000,,47.95343098,-103.59901758
34940,44.69,0.219,,,,146406.83,,Girth Weld,,,,,,,,52000,,47.95342965,-103.59919930
34950,44.52,0.219,,,,146451.53,,Girth Weld,,,,,,,,52000,,47.95342889,-103.59938179
34960,44.01,0.219,,,,146496.05,,Girth Weld,,,,,,,,52000,,47.95342824,-103.59956173
34970,43.9,0.219,,,,146540.05,,Girth Weld,,,,,,,,52000,,47.95342690,-103.59974068
34980,44.12,0.219,,,,146583.95,,Girth Weld,,,,,,,,52000,,47.95342339,-103.59991921
34990,44.33,0.219,,,,146628.08,,Girth Weld,,,,,,,,52000,,47.95341730,-103.60009844
35000,44.33,0.219,,,,146672.41,,Girth Weld,,,,,,,,52000,,47.95342493,-103.60027861
35010,44.09,0.219,,,,146716.74,,Girth Weld,,,,,,,,52000,,47.95345583,-103.60045451
35020,44.07,0.219,,,,146760.83,,Girth Weld,,,,,,,,52000,,47.95349291,-103.60062676
35030,44.03,0.219,,,,146804.90,,Girth Weld,,,,,,,,52000,,47.95353696,-103.60079459
35040,44.07,0.219,,,,146848.93,,Girth Weld,,,,,,,,52000,,47.95358103,-103.60096218
35050,43.9,0.219,,,,146893.00,,Girth Weld,,,,,,,,52000,,47.95362501,-103.60113012
35060,44.06,0.219,,,,146936.90,,Girth Weld,,,,,,,,52000,,47.95367020,-103.60129651
35070,28.6,0.219,,,,146980.96,,Girth Weld,,,,,,,,52000,,47.95371525,-103.60146385
35080,44.22,0.219,,,,147009.56,,Girth Weld,,,,,,,,52000,,47.95375644,-103.60156116
35090,44.25,0.219,,,,147053.78,,Girth Weld,,,,,,,,52000,,47.95383852,-103.60168888
35100,44.26,0.219,,,,147098.03,,Girth Weld,,,,,,,,52000,,47.95392204,-103.60181805
35110,44.25,0.219,,,,147142.29,,Girth Weld,,,,,,,,52000,,47.95400675,-103.60194760
35120,44.35,0.219,,,,147186.54,,Girth Weld,,,,,,,,52000,,47.95409167,-103.60207709
35130,44.2,0.219,,,,147230.90,,Girth Weld,,,,,,,,52000,,47.95417730,-103.60220696
35140,44.09,0.219,,,,147275.10,,Girth Weld,,,,,,,,52000,,47.95426311,-103.60233587
35150,44.31,0.219,,,,147319.19,,Girth Weld,,,,,,,,52000,,47.95434865,-103.60246467
35160,44.19,0.219,,,,147363.50,,Girth Weld,,,,,,,,52000,,47.95443360,-103.60259558
35170,43.97,0.219,,,,147407.69,,Girth Weld,,,,,,,,52000,,47.95451816,-103.60272633
35180,43.72,0.219,,,,147451.66,,Girth Weld,,,,,,,,52000,,47.95460340,-103.60285488
35190,44.23,0.219,,,,147495.38,,Girth Weld,,,,,,,,52000,,47.95468747,-103.60298368
35200,44.07,0.219,,,,147539.61,,Girth Weld,,,,,,,,52000,,47.95477240,-103.60311414
35210,34.15,0.219,,,,147583.68,,Girth Weld,,,,,,,,52000,,47.95485795,-103.60324281
35220,44.41,0.219,,,,147617.82,,Girth Weld,,,,,,,,52000,,47.95492392,-103.60334296
35230,44.45,0.219,,,,147662.23,,Girth Weld,,,,,,,,52000,,47.95500958,-103.60347232
35240,44.39,0.219,,,,147706.68,,Girth Weld,,,,,,,,52000,,47.95509467,-103.60360095
35250,44.41,0.219,,,,147751.07,,Girth Weld,,,,,,,,52000,,47.95518345,-103.60372583
35260,44.26,0.219,,,,147795.48,,Girth Weld,,,,,,,,52000,,47.95528108,-103.60383550
35270,44.19,0.219,,,,147839.74,,Girth Weld,,,,,,,,52000,,47.95537831,-103.60394407
35280,44.33,0.219,,,,147883.93,,Girth Weld,,,,,,,,52000,,47.95547609,-103.60405232
35290,44.28,0.219,,,,147928.26,,Girth Weld,,,,,,,,52000,,47.95557491,-103.60415957
35300,44.14,0.219,,,,147972.54,,Girth Weld,,,,,,,,52000,,47.95567256,-103.60426693
35310,33.26,0.219,,,,148016.68,,Girth Weld,,,,,,,,52000,,47.95577040,-103.60437397
35320,5.11,0.219,,,,148049.94,,Girth Weld,,,,,,,,52000,,47.95584474,-103.60445404
35330,1.39,0.322,,,,148055.05,,Girth Weld,,,,,,,,52000,,47.95585622,-103.60446621
35330,1.39,,,,,148055.86,,Bend,,,,,,,,,3.0D -  40 deg - Right,47.95585829,-103.60446740
35340,36.04,0.322,,,,148056.45,,Girth Weld,,,,,,,,52000,,47.95585989,-103.60446751
35350,44.46,0.219,,,,148092.49,,Girth Weld,,,,,,,,52000,,47.95595888,-103.60445672
35360,44.38,0.219,,,,148136.94,,Girth Weld,,,,,,,,52000,,47.95608086,-103.60444322
35370,44.46,0.219,,,,148181.33,,Girth Weld,,,,,,,,52000,,47.95620265,-103.60442971
35380,44.16,0.219,,,,148225.79,,Girth Weld,,,,,,,,52000,,47.95632471,-103.60441627
35390,44.19,0.219,,,,148269.95,,Girth Weld,,,,,,,,52000,,47.95644591,-103.60440244
35400,44.19,0.219,,,,148314.14,,Girth Weld,,,,,,,,52000,,47.95656683,-103.60438734
35410,44.09,0.219,,,,148358.32,,Girth Weld,,,,,,,,52000,,47.95668719,-103.60437144
35420,44.29,0.219,,,,148402.41,,Girth Weld,,,,,,,,52000,,47.95680840,-103.60435642
35430,42.11,0.219,,,,148446.70,,Girth Weld,,,,,,,,52000,,47.95692940,-103.60434237
35440,7.16,0.219,,,,148488.81,,Girth Weld,,,,,,,,52000,,47.95704496,-103.60433208
35450,1.34,0.322,,,,148495.97,,Girth Weld,,,,,,,,52000,,47.95706468,-103.60433051
35450,1.34,,,,,148496.63,,Bend,,,,,,,,,3.2D -  35 deg - Left,47.95706647,-103.60433100
35460,36.79,0.219,,,,148497.32,,Girth Weld,,,,,,,,52000,,47.95706814,-103.60433226
35470,44.2,0.219,,,,148534.10,,Girth Weld,,,,,,,,52000,,47.95715475,-103.60441109
35480,44.23,0.219,,,,148578.30,,Girth Weld,,,,,,,,52000,,47.95725900,-103.60450524
35490,44.31,0.219,,,,148622.53,,Girth Weld,,,,,,,,52000,,47.95736330,-103.60459961
35500,44.31,0.219,,,,148666.84,,Girth Weld,,,,,,,,52000,,47.95746806,-103.60469346
35510,44.35,0.219,,,,148711.15,,Girth Weld,,,,,,,,52000,,47.95757320,-103.60478638
35520,43.48,0.219,,,,148755.50,,Girth Weld,,,,,,,,52000,,47.95767858,-103.60487892
35530,44.07,0.219,,,,148798.98,,Girth Weld,,,,,,,,52000,,47.95778216,-103.60496880
35540,44.39,0.219,,,,148843.05,,Girth Weld,,,,,,,,52000,,47.95788674,-103.60506104
35550,44.38,0.219,,,,148887.45,,Girth Weld,,,,,,,,52000,,47.95799206,-103.60515410
35560,44.25,0.219,,,,148931.83,,Girth Weld,,,,,,,,52000,,47.95809736,-103.60524715
35570,44.23,0.219,,,,148976.08,,Girth Weld,,,,,,,,52000,,47.95820243,-103.60533976
35580,44.24,0.219,,,,149020.30,,Girth Weld,,,,,,,,52000,,47.95830771,-103.60543151
35590,44.39,0.219,,,,149064.54,,Girth Weld,,,,,,,,52000,,47.95841204,-103.60552425
35600,44.25,0.219,,,,149108.94,,Girth Weld,,,,,,,,52000,,47.95851700,-103.60561754
35610,44.24,0.219,,,,149153.19,,Girth Weld,,,,,,,,52000,,47.95862148,-103.60571141
35620,44.45,0.219,,,,149197.43,,Girth Weld,,,,,,,,52000,,47.95872577,-103.60580548
35630,44.11,0.219,,,,149241.88,,Girth Weld,,,,,,,,52000,,47.95883155,-103.60589738
35640,44.19,0.219,,,,149285.99,,Girth Weld,,,,,,,,52000,,47.95893503,-103.60599226
35650,44.18,0.219,,,,149330.18,,Girth Weld,,,,,,,,52000,,47.95903208,-103.60610208
35660,44.22,0.219,,,,149374.36,,Girth Weld,,,,,,,,52000,,47.95912763,-103.60621463
35670,44.28,0.219,,,,149418.58,,Girth Weld,,,,,,,,52000,,47.95922374,-103.60632634
35680,44.19,0.219,,,,149462.85,,Girth Weld,,,,,,,,52000,,47.95931477,-103.60644714
35690,44.35,0.219,,,,149507.04,,Girth Weld,,,,,,,,52000,,47.95939246,-103.60658614
35700,44.26,0.219,,,,149551.39,,Girth Weld,,,,,,,,52000,,47.95945610,-103.60674137
35710,44.4,0.219,,,,149595.65,,Girth Weld,,,,,,,,52000,,47.95951021,-103.60690435
35720,44.32,0.219,,,,149640.05,,Girth Weld,,,,,,,,52000,,47.95956229,-103.60706936
35730,44.26,0.219,,,,149684.37,,Girth Weld,,,,,,,,52000,,47.95961007,-103.60723679
35740,44.38,0.219,,,,149728.63,,Girth Weld,,,,,,,,52000,,47.95964450,-103.60741080
35750,44.24,0.219,,,,149773.01,,Girth Weld,,,,,,,,52000,,47.95967515,-103.60758672
35760,44.16,0.219,,,,149817.25,,Girth Weld,,,,,,,,52000,,47.95970573,-103.60776200
35770,44.22,0.219,,,,149861.42,,Girth Weld,,,,,,,,52000,,47.95973640,-103.60793667
35780,44.13,0.219,,,,149905.63,,Girth Weld,,,,,,,,52000,,47.95976733,-103.60811146
35790,43.65,0.219,,,,149949.76,,Girth Weld,,,,,,,,52000,,47.95979794,-103.60828651
35800,44.13,0.219,,,,149993.41,,Girth Weld,,,,,,,,52000,,47.95982491,-103.60846099
35800,44.13,,,,,150017.26,,AGM,,,,,,,,,AGM 325,47.95983331,-103.60855809
35810,9.15,0.219,,,,150037.54,,Girth Weld,,,,,,,,52000,,47.95984051,-103.60864072
35820,44.23,0.219,,,,150046.69,,Girth Weld,,,,,,,,52000,,47.95984374,-103.60867804
35830,44.33,0.219,,,,150090.92,,Girth Weld,,,,,,,,52000,,47.95985938,-103.60885851
35840,44.26,0.219,,,,150135.25,,Girth Weld,,,,,,,,52000,,47.95987440,-103.60903951
35850,44.13,0.219,,,,150179.51,,Girth Weld,,,,,,,,52000,,47.95988962,-103.60922014
35860,44.12,0.219,,,,150223.64,,Girth Weld,,,,,,,,52000,,47.95990524,-103.60940022
35870,44.13,0.219,,,,150267.77,,Girth Weld,,,,,,,,52000,,47.95992069,-103.60958030
35880,44.23,0.219,,,,150311.90,,Girth Weld,,,,,,,,52000,,47.95993619,-103.60976036
35890,43.77,0.219,,,,150356.13,,Girth Weld,,,,,,,,52000,,47.95995151,-103.60994057
35900,44,0.219,,,,150399.90,,Girth Weld,,,,,,,,52000,,47.95996623,-103.61011828
35910,44.3,0.219,,,,150443.89,,Girth Weld,,,,,,,,52000,,47.95998054,-103.61029653
35920,44.06,0.219,,,,150488.20,,Girth Weld,,,,,,,,52000,,47.95999429,-103.61047554
35930,44.39,0.219,,,,150532.25,,Girth Weld,,,,,,,,52000,,47.96000581,-103.61065372
35940,44.16,0.219,,,,150576.64,,Girth Weld,,,,,,,,52000,,47.96000353,-103.61083447
35950,44.15,0.219,,,,150620.80,,Girth Weld,,,,,,,,52000,,47.95999814,-103.61101461
35960,43.5,0.219,,,,150664.95,,Girth Weld,,,,,,,,52000,,47.95999258,-103.61119526
35970,44.28,0.219,,,,150708.45,,Girth Weld,,,,,,,,52000,,47.95998710,-103.61137375
35980,44.21,0.219,,,,150752.73,,Girth Weld,,,,,,,,52000,,47.95998356,-103.61155564
35990,44.08,0.219,,,,150796.94,,Girth Weld,,,,,,,,52000,,47.96000289,-103.61173443
36000,44.29,0.219,,,,150841.02,,Girth Weld,,,,,,,,52000,,47.96002908,-103.61191110
36010,44.19,0.219,,,,150885.31,,Girth Weld,,,,,,,,52000,,47.96005580,-103.61208860
36020,44.41,0.219,,,,150929.50,,Girth Weld,,,,,,,,52000,,47.96008856,-103.61226344
36030,43.98,0.219,,,,150973.91,,Girth Weld,,,,,,,,52000,,47.96012742,-103.61243656
36040,44.1,0.219,,,,151017.89,,Girth Weld,,,,,,,,52000,,47.96016633,-103.61260760
36050,34.35,0.219,,,,151061.99,,Girth Weld,,,,,,,,52000,,47.96020335,-103.61277995
36060,39.01,0.219,,,,151096.34,,Girth Weld,,,,,,,,52000,,47.96023134,-103.61291430
36070,44.02,0.219,,,,151135.35,,Girth Weld,,,,,,,,52000,,47.96028479,-103.61305203
36080,44.06,0.219,,,,151179.37,,Girth Weld,,,,,,,,52000,,47.96035644,-103.61319835
36090,44.24,0.219,,,,151223.44,,Girth Weld,,,,,,,,52000,,47.96042824,-103.61334466
36100,44.23,0.219,,,,151267.67,,Girth Weld,,,,,,,,52000,,47.96050096,-103.61349054
36110,44.34,0.219,,,,151311.90,,Girth Weld,,,,,,,,52000,,47.96057372,-103.61363544
36120,44.15,0.219,,,,151356.24,,Girth Weld,,,,,,,,52000,,47.96064641,-103.61377978
36130,44.34,0.219,,,,151400.38,,Girth Weld,,,,,,,,52000,,47.96071795,-103.61392309
36140,44.05,0.219,,,,151444.72,,Girth Weld,,,,,,,,52000,,47.96078978,-103.61406614
36150,44.26,0.219,,,,151488.77,,Girth Weld,,,,,,,,52000,,47.96086155,-103.61420858
36160,44.21,0.219,,,,151533.03,,Girth Weld,,,,,,,,52000,,47.96093376,-103.61435145
36170,44.14,0.219,,,,151577.24,,Girth Weld,,,,,,,,52000,,47.96100628,-103.61449406
36180,44.28,0.219,,,,151621.38,,Girth Weld,,,,,,,,52000,,47.96107973,-103.61463571
36190,43.99,0.219,,,,151665.66,,Girth Weld,,,,,,,,52000,,47.96115432,-103.61477875
36200,44.07,0.219,,,,151709.66,,Girth Weld,,,,,,,,52000,,47.96123536,-103.61491346
36210,44.18,0.219,,,,151753.73,,Girth Weld,,,,,,,,52000,,47.96131803,-103.61504651
36220,44.06,0.219,,,,151797.92,,Girth Weld,,,,,,,,52000,,47.96140094,-103.61517947
36230,44.18,0.219,,,,151841.98,,Girth Weld,,,,,,,,52000,,47.96148401,-103.61531142
36240,44.21,0.219,,,,151886.16,,Girth Weld,,,,,,,,52000,,47.96156727,-103.61544403
36250,44.36,0.219,,,,151930.38,,Girth Weld,,,,,,,,52000,,47.96165021,-103.61557726
36260,44.02,0.219,,,,151974.74,,Girth Weld,,,,,,,,52000,,47.96173346,-103.61571108
36270,44.46,0.219,,,,152018.75,,Girth Weld,,,,,,,,52000,,47.96181602,-103.61584379
36280,44.42,0.219,,,,152063.21,,Girth Weld,,,,,,,,52000,,47.96189888,-103.61597824
36290,44.23,0.219,,,,152107.63,,Girth Weld,,,,,,,,52000,,47.96198201,-103.61611255
36300,44.26,0.219,,,,152151.86,,Girth Weld,,,,,,,,52000,,47.96206475,-103.61624635
36310,44.29,0.219,,,,152196.12,,Girth Weld,,,,,,,,52000,,47.96214726,-103.61638060
36320,44.21,0.219,,,,152240.41,,Girth Weld,,,,,,,,52000,,47.96223013,-103.61651460
36330,44.32,0.219,,,,152284.62,,Girth Weld,,,,,,,,52000,,47.96231324,-103.61664786
36340,43.89,0.219,,,,152328.94,,Girth Weld,,,,,,,,52000,,47.96239625,-103.61678184
36350,43.94,0.219,,,,152372.83,,Girth Weld,,,,,,,,52000,,47.96247833,-103.61691477
36360,36.88,0.219,,,,152416.78,,Girth Weld,,,,,,,,52000,,47.96256027,-103.61704811
36370,44.19,0.219,,,,152453.65,,Girth Weld,,,,,,,,52000,,47.96262808,-103.61716138
36380,44.31,0.219,,,,152497.85,,Girth Weld,,,,,,,,52000,,47.96270878,-103.61729784
36390,44.19,0.219,,,,152542.16,,Girth Weld,,,,,,,,52000,,47.96278993,-103.61743386
36400,44.41,0.219,,,,152586.35,,Girth Weld,,,,,,,,52000,,47.96287192,-103.61756851
36410,44.33,0.219,,,,152630.76,,Girth Weld,,,,,,,,52000,,47.96295539,-103.61770248
36420,44.52,0.219,,,,152675.09,,Girth Weld,,,,,,,,52000,,47.96304000,-103.61783439
36430,44.22,0.219,,,,152719.61,,Girth Weld,,,,,,,,52000,,47.96312752,-103.61796300
36440,44.39,0.219,,,,152763.82,,Girth Weld,,,,,,,,52000,,47.96321878,-103.61808399
36450,44.1,0.219,,,,152808.21,,Girth Weld,,,,,,,,52000,,47.96331061,-103.61820507
36460,43.71,0.219,,,,152852.31,,Girth Weld,,,,,,,,52000,,47.96340204,-103.61832507
36470,43.8,0.219,,,,152896.02,,Girth Weld,,,,,,,,52000,,47.96349290,-103.61844352
36480,43.9,0.219,,,,152939.82,,Girth Weld,,,,,,,,52000,,47.96358405,-103.61856210
36490,44.14,0.219,,,,152983.72,,Girth Weld,,,,,,,,52000,,47.96367503,-103.61868160
36500,44.13,0.219,,,,153027.86,,Girth Weld,,,,,,,,52000,,47.96376619,-103.61880222
36510,43.63,0.219,,,,153071.99,,Girth Weld,,,,,,,,52000,,47.96385710,-103.61892327
36520,44.06,0.219,,,,153115.61,,Girth Weld,,,,,,,,52000,,47.96394745,-103.61904211
36530,31.1,0.219,,,,153159.67,,Girth Weld,,,,,,,,52000,,47.96403761,-103.61916393
36540,43.97,0.219,,,,153190.77,,Girth Weld,,,,,,,,52000,,47.96410020,-103.61925158
36540,43.97,,,,,153234.57,,AGM,,,,,,,,,AGM 330,47.96418933,-103.61937360
36550,44.76,0.322,,,,153234.74,,Girth Weld,,,,,,,,52000,,47.96418964,-103.61937399
36560,44.77,0.322,,,,153279.50,,Girth Weld,,,,,,,,52000,,47.96428460,-103.61949253
36570,44.57,0.322,,,,153324.26,,Girth Weld,,,,,,,,52000,,47.96437713,-103.61961596
36580,34.89,0.322,,,,153368.84,,Girth Weld,,,,,,,,52000,,47.96446809,-103.61973939
36590,43.9,0.219,,,,153403.73,,Girth Weld,,,,,,,,52000,,47.96454917,-103.61981598
36600,5.74,0.219,,,,153447.63,,Girth Weld,,,,,,,,52000,,47.96466276,-103.61988218
36610,44.36,0.219,,,,153453.36,,Girth Weld,,,,,,,,52000,,47.96467768,-103.61989052
36620,43.92,0.219,,,,153497.73,,Girth Weld,,,,,,,,52000,,47.96479241,-103.61995745
36630,44.11,0.219,,,,153541.65,,Girth Weld,,,,,,,,52000,,47.96490508,-103.62002699
36640,44.17,0.219,,,,153585.76,,Girth Weld,,,,,,,,52000,,47.96501832,-103.62009645
36650,44.03,0.219,,,,153629.93,,Girth Weld,,,,,,,,52000,,47.96513565,-103.62014871
36660,44.24,0.219,,,,153673.96,,Girth Weld,,,,,,,,52000,,47.96525369,-103.62019563
36670,44.21,0.219,,,,153718.20,,Girth Weld,,,,,,,,52000,,47.96537191,-103.62024288
36680,40.35,0.219,,,,153762.41,,Girth Weld,,,,,,,,52000,,47.96548839,-103.62028918
36690,44.05,0.219,,,,153802.75,,Girth Weld,,,,,,,,52000,,47.96559633,-103.62033227
36700,44.14,0.219,,,,153846.81,,Girth Weld,,,,,,,,52000,,47.96571402,-103.62037673
36710,43.82,0.219,,,,153890.95,,Girth Weld,,,,,,,,52000,,47.96583182,-103.62042196
36720,44.2,0.219,,,,153934.77,,Girth Weld,,,,,,,,52000,,47.96594876,-103.62046756
36730,44.23,0.219,,,,153978.97,,Girth Weld,,,,,,,,52000,,47.96606710,-103.62051357
36740,43.69,0.219,,,,154023.20,,Girth Weld,,,,,,,,52000,,47.96618598,-103.62055972
36750,44.42,0.219,,,,154066.89,,Girth Weld,,,,,,,,52000,,47.96630327,-103.62060589
36760,44.35,0.219,,,,154111.31,,Girth Weld,,,,,,,,52000,,47.96642330,-103.62064861
36770,44.02,0.219,,,,154155.66,,Girth Weld,,,,,,,,52000,,47.96654359,-103.62068866
36780,44.31,0.219,,,,154199.68,,Girth Weld,,,,,,,,52000,,47.96666308,-103.62072784
36790,44.24,0.219,,,,154243.98,,Girth Weld,,,,,,,,52000,,47.96678343,-103.62076670
36800,44.28,0.219,,,,154288.23,,Girth Weld,,,,,,,,52000,,47.96690354,-103.62080579
36810,44.31,0.219,,,,154332.51,,Girth Weld,,,,,,,,52000,,47.96702368,-103.62084545
36820,44.39,0.219,,,,154376.82,,Girth Weld,,,,,,,,52000,,47.96714407,-103.62088421
36830,39.29,0.219,,,,154421.21,,Girth Weld,,,,,,,,52000,,47.96726464,-103.62092309
36840,5.12,0.219,,,,154460.50,,Girth Weld,,,,,,,,52000,,47.96737085,-103.62096089
36850,44.37,0.219,,,,154465.62,,Girth Weld,,,,,,,,52000,,47.96738465,-103.62096594
36860,44.08,0.219,,,,154509.98,,Girth Weld,,,,,,,,52000,,47.96749435,-103.62104146
36870,44.32,0.219,,,,154554.06,,Girth Weld,,,,,,,,52000,,47.96758915,-103.62115332
