Feature Number (sequential order),Pipeline Feature,Empty odl Standard featurename,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference name,US Dist from,Downstream (D/S) Reference name ,ds distance to,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF MOP _SAFE,RPR PBURST    /      100% SMYS,Effective Area pburst,effsagepsafe,Group Number,Group Category,Nad 83 Latitude,NAD 83 Longitude,NAVD88 Elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
4818,Weld,,,103162.22,1013+20,60.81,60.83,60.83,17990,Block Valve  BV 7.14 (377+16),65521.68,Block Valve - I-5 (1235+58),22908.75,16,0.25,,52000, 12:56,,,,,,,,,,1170,,,1170,,,,,,,35.5285213,-119.4983102,248.3,GIRTH WELD,,,,MFL/CLP,,
4819,Weld,,,103223.04,1013+79,60.83,60.8,60.8,18000,Block Valve  BV 7.14 (377+16),65582.51,Block Valve - I-5 (1235+58),22847.92,16,0.25,,52000, 11:04,,,,,,,,,,1170,,,1170,,,,,,,35.5285198,-119.4985146,248.4,GIRTH WELD,,,,MFL/CLP,,
4820,Weld,,,103283.84,1014+38,60.8,60.39,60.39,18010,Block Valve  BV 7.14 (377+16),65643.31,Block Valve - I-5 (1235+58),22787.12,16,0.25,,52000, 12:48,,,,,,,,,,1170,,,1170,,,,,,,35.5285183,-119.498719,248.5,GIRTH WELD,,,,MFL/CLP,,
4821,Weld,,,103344.24,1014+96,60.39,60.78,60.78,18020,Block Valve  BV 7.14 (377+16),65703.7,Block Valve - I-5 (1235+58),22726.73,16,0.25,,52000, 11:08,,,,,,,,,,1170,,,1170,,,,,,,35.5285172,-119.4989219,248.7,GIRTH WELD,,,,MFL/CLP,,
4822,Weld,,,103405.02,1015+55,60.78,60.89,60.89,18030,Block Valve  BV 7.14 (377+16),65764.49,Block Valve - I-5 (1235+58),22665.95,16,0.25,,52000, 01:32,,,,,,,,,,1170,,,1170,,,,,,,35.5285163,-119.4991262,248.8,GIRTH WELD,,,,MFL/CLP,,
4823,Weld,,,103465.9,1016+15,60.89,60.85,60.85,18040,Block Valve  BV 7.14 (377+16),65825.37,Block Valve - I-5 (1235+58),22605.06,16,0.25,,52000, 11:00,,,,,,,,,,1170,,,1170,,,,,,,35.5285156,-119.4993308,248.8,GIRTH WELD,,,,MFL/CLP,,
4824,Weld,,,103526.75,1016+74,60.85,60.87,60.87,18050,Block Valve  BV 7.14 (377+16),65886.22,Block Valve - I-5 (1235+58),22544.21,16,0.25,,52000, 01:08,,,,,,,,,,1170,,,1170,,,,,,,35.5285148,-119.4995353,249.2,GIRTH WELD,,,,MFL/CLP,,
4825,Weld,,,103587.62,1017+33,60.87,60.91,60.91,18060,Block Valve  BV 7.14 (377+16),65947.09,Block Valve - I-5 (1235+58),22483.34,16,0.25,,52000, 11:24,,,,,,,,,,1170,,,1170,,,,,,,35.5285147,-119.4997399,248.9,GIRTH WELD,,,,MFL/CLP,,
4826,Weld,,,103648.53,1017+92,60.91,60.83,60.83,18070,Block Valve  BV 7.14 (377+16),66008,Block Valve - I-5 (1235+58),22422.43,16,0.25,,52000, 12:36,,,,,,,,,,1170,,,1170,,,,,,,35.5285148,-119.4999447,249.1,GIRTH WELD,,,,MFL/CLP,,
4827,Weld,,,103709.36,1018+51,60.83,60.91,60.91,18080,Block Valve  BV 7.14 (377+16),66068.83,Block Valve - I-5 (1235+58),22361.6,16,0.25,,52000, 11:08,,,,,,,,,,1170,,,1170,,,,,,,35.5285147,-119.5001491,249,GIRTH WELD,,,,MFL/CLP,,
4828,Weld,,,103770.27,1019+10,60.91,60.94,60.94,18090,Block Valve  BV 7.14 (377+16),66129.74,Block Valve - I-5 (1235+58),22300.69,16,0.25,,52000, 01:04,,,,,,,,,,1170,,,1170,,,,,,,35.5285147,-119.5003538,248.9,GIRTH WELD,,,,MFL/CLP,,
4829,Weld,,,103831.21,1019+69,60.94,60.97,60.97,18100,Block Valve  BV 7.14 (377+16),66190.68,Block Valve - I-5 (1235+58),22239.75,16,0.25,,52000, 11:28,,,,,,,,,,1170,,,1170,,,,,,,35.5285144,-119.5005586,248.8,GIRTH WELD,,,,MFL/CLP,,
4830,Weld,,,103892.18,1020+28,60.97,60.91,60.91,18110,Block Valve  BV 7.14 (377+16),66251.65,Block Valve - I-5 (1235+58),22178.78,16,0.25,,52000, 12:48,,,,,,,,,,1170,,,1170,,,,,,,35.5285148,-119.5007635,248.7,GIRTH WELD,,,,MFL/CLP,,
4831,Weld,,,103953.09,1020+88,60.91,60.98,60.98,18120,Block Valve  BV 7.14 (377+16),66312.56,Block Valve - I-5 (1235+58),22117.87,16,0.25,,52000, 10:52,,,,,,,,,,1170,,,1170,,,,,,,35.5285142,-119.5009682,248.4,GIRTH WELD,,,,MFL/CLP,,
4832,Weld,,,104014.07,1021+47,60.98,60.94,60.95,18130,Block Valve  BV 7.14 (377+16),66373.54,Block Valve - I-5 (1235+58),22056.89,16,0.25,,52000, 12:40,,,,,,,,,,1170,,,1170,,,,,,,35.5285133,-119.501173,246.1,GIRTH WELD,,,,MFL/CLP,,
4833,Weld,,,104075.01,1022+06,60.95,14.49,14.49,18140,Block Valve  BV 7.14 (377+16),66434.48,Block Valve - I-5 (1235+58),21995.95,16,0.25,,52000, 10:48,,,,,,,,,,1170,,,1170,,,,,,,35.5285125,-119.5013778,244.5,GIRTH WELD,,,,MFL/CLP,,
4834,Weld - Change in wall thickness,,,104089.5,1022+20,14.49,3.03,3.03,18150,Block Valve  BV 7.14 (377+16),66448.97,Block Valve - I-5 (1235+58),21981.46,16,0.312,,60000, 12:44,,,,,,,,,,1170,,,1685,,,,,,,35.5285124,-119.5014264,244.7,GIRTH WELD NWT 0.250/0.312IN,,,,MFL/CLP,,
4835,Weld - Change in wall thickness,,,104092.53,1022+23,3.03,15.39,15.39,18160,Block Valve  BV 7.14 (377+16),66452,Block Valve - I-5 (1235+58),21978.43,16,0.375,,60000,,,,,,,,,,,1170,,,2025,,,,,,,35.5285124,-119.5014366,244.8,GIRTH WELD NWT 0.312/0.375IN,,,,MFL/CLP,,
4836,Bend,,,104100.49,1022+31,7.96,7.43,15.39,18160,Block Valve  BV 7.14 (377+16),66459.96,Block Valve - I-5 (1235+58),21970.47,16,0.375,,60000,,,,,,,,,,,1170,,,2025,,,,,,,35.5285059,-119.5014611,244.8,5.0D 80 DEG BEND-HOT PULLED LEFT,,,,MFL/CLP,,
4837,Weld - Change in wall thickness,,,104107.92,1022+38,15.39,3.15,3.15,18170,Block Valve  BV 7.14 (377+16),66467.39,Block Valve - I-5 (1235+58),21963.04,16,0.312,,60000, 12:52,,,,,,,,,,1170,,,1685,,,,,,,35.5284868,-119.5014676,244.6,GIRTH WELD NWT 0.375/0.312IN,,,,MFL/CLP,,
4838,Weld - Change in wall thickness,,,104111.07,1022+41,3.15,17.96,17.96,18180,Block Valve  BV 7.14 (377+16),66470.54,Block Valve - I-5 (1235+58),21959.9,16,0.25,,52000, 09:24,,,,,,,,,,1170,,,1170,,,,,,,35.5284782,-119.5014677,244.5,GIRTH WELD NWT 0.312/0.250IN,,,,MFL/CLP,,
4839,Weld,,,104129.03,1022+58,17.96,42.06,42.06,18190,Block Valve  BV 7.14 (377+16),66488.5,Block Valve - I-5 (1235+58),21941.93,16,0.25,,52000, 11:08,,,,,,,,,,1170,,,1170,,,,,,,35.528429,-119.5014685,244.1,GIRTH WELD,,,,MFL/CLP,,
4840,Weld,,,104171.09,1022+99,42.06,59.82,59.82,18200,Block Valve  BV 7.14 (377+16),66530.55,Block Valve - I-5 (1235+58),21899.88,16,0.25,,52000, 01:20,,,,,,,,,,1170,,,1170,,,,,,,35.5283137,-119.50147,244.7,GIRTH WELD,,,,MFL/CLP,,
4841,Weld,,,104230.9,1023+57,59.82,60.58,60.59,18210,Block Valve  BV 7.14 (377+16),66590.37,Block Valve - I-5 (1235+58),21840.06,16,0.25,,52000, 10:48,,,,,,,,,,1170,,,1170,,,,,,,35.5281498,-119.5014689,246.5,GIRTH WELD,,,,MFL/CLP,,
4842,Weld,,,104291.49,1024+16,60.59,60.86,60.86,18220,Block Valve  BV 7.14 (377+16),66650.96,Block Valve - I-5 (1235+58),21779.48,16,0.25,,52000, 01:08,,,,,,,,,,1170,,,1170,,,,,,,35.5279838,-119.5014689,247.9,GIRTH WELD,,,,MFL/CLP,,
4843,Weld,,,104352.35,1024+75,60.86,60.83,60.83,18230,Block Valve  BV 7.14 (377+16),66711.81,Block Valve - I-5 (1235+58),21718.62,16,0.25,,52000, 11:00,,,,,,,,,,1170,,,1170,,,,,,,35.527817,-119.5014698,248,GIRTH WELD,,,,MFL/CLP,,
4844,Weld,,,104413.18,1025+34,60.83,60.92,60.92,18240,Block Valve  BV 7.14 (377+16),66772.65,Block Valve - I-5 (1235+58),21657.78,16,0.25,,52000, 01:04,,,,,,,,,,1170,,,1170,,,,,,,35.5276502,-119.5014716,247.8,GIRTH WELD,,,,MFL/CLP,,
4845,Weld,,,104474.1,1025+93,60.92,60.81,60.81,18250,Block Valve  BV 7.14 (377+16),66833.57,Block Valve - I-5 (1235+58),21596.86,16,0.25,,52000, 10:56,,,,,,,,,,1170,,,1170,,,,,,,35.5274832,-119.5014723,247.6,GIRTH WELD,,,,MFL/CLP,,
4846,Weld,,,104534.91,1026+52,60.81,60.5,60.5,18260,Block Valve  BV 7.14 (377+16),66894.38,Block Valve - I-5 (1235+58),21536.05,16,0.25,,52000, 01:00,,,,,,,,,,1170,,,1170,,,,,,,35.5273165,-119.5014732,247.6,GIRTH WELD,,,,MFL/CLP,,
4847,Weld,,,104595.41,1027+11,60.5,60.85,60.85,18270,Block Valve  BV 7.14 (377+16),66954.88,Block Valve - I-5 (1235+58),21475.55,16,0.25,,52000, 11:20,,,,,,,,,,1170,,,1170,,,,,,,35.5271506,-119.5014736,247.4,GIRTH WELD,,,,MFL/CLP,,
4848,Weld,,,104656.26,1027+70,60.85,60.84,60.83,18280,Block Valve  BV 7.14 (377+16),67015.73,Block Valve - I-5 (1235+58),21414.7,16,0.25,,52000, 01:16,,,,,,,,,,1170,,,1170,,,,,,,35.5269838,-119.5014742,247.1,GIRTH WELD,,,,MFL/CLP,,
4849,Weld,,,104717.1,1028+29,60.83,60.8,60.8,18290,Block Valve  BV 7.14 (377+16),67076.57,Block Valve - I-5 (1235+58),21353.86,16,0.25,,52000, 11:12,,,,,,,,,,1170,,,1170,,,,,,,35.5268171,-119.5014743,246.2,GIRTH WELD,,,,MFL/CLP,,
4850,Weld,,,104777.9,1028+88,60.8,60.89,60.89,18300,Block Valve  BV 7.14 (377+16),67137.37,Block Valve - I-5 (1235+58),21293.06,16,0.25,,52000, 01:16,,,,,,,,,,1170,,,1170,,,,,,,35.5266504,-119.501475,246.7,GIRTH WELD,,,,MFL/CLP,,
4851,Weld,,,104838.79,1029+47,60.89,60.8,60.8,18310,Block Valve  BV 7.14 (377+16),67198.26,Block Valve - I-5 (1235+58),21232.17,16,0.25,,52000, 10:44,,,,,,,,,,1170,,,1170,,,,,,,35.5264835,-119.5014749,247.7,GIRTH WELD,,,,MFL/CLP,,
4852,Weld,,,104899.59,1030+06,60.8,60.93,60.93,18320,Block Valve  BV 7.14 (377+16),67259.06,Block Valve - I-5 (1235+58),21171.37,16,0.25,,52000, 01:44,,,,,,,,,,1170,,,1170,,,,,,,35.5263166,-119.5014754,247.7,GIRTH WELD,,,,MFL/CLP,,
4853,Weld,,,104960.52,1030+65,60.93,60.91,60.91,18330,Block Valve  BV 7.14 (377+16),67319.98,Block Valve - I-5 (1235+58),21110.45,16,0.25,,52000, 11:20,,,,,,,,,,1170,,,1170,,,,,,,35.5261494,-119.5014757,248.1,GIRTH WELD,,,,MFL/CLP,,
4854,Weld,,,105021.42,1031+25,60.91,60.86,60.86,18340,Block Valve  BV 7.14 (377+16),67380.89,Block Valve - I-5 (1235+58),21049.54,16,0.25,,52000, 01:08,,,,,,,,,,1170,,,1170,,,,,,,35.5259823,-119.5014759,248.4,GIRTH WELD,,,,MFL/CLP,,
4855,Weld,,,105082.28,1031+84,60.86,58.87,58.87,18350,Block Valve  BV 7.14 (377+16),67441.75,Block Valve - I-5 (1235+58),20988.68,16,0.25,,52000, 11:12,,,,,,,,,,1170,,,1170,,,,,,,35.5258153,-119.5014764,248,GIRTH WELD,,,,MFL/CLP,,
4856,Weld,,,105141.16,1032+41,58.87,60.97,60.97,18360,Block Valve  BV 7.14 (377+16),67500.62,Block Valve - I-5 (1235+58),20929.81,16,0.25,,52000, 01:04,,,,,,,,,,1170,,,1170,,,,,,,35.5256537,-119.501477,248,GIRTH WELD,,,,MFL/CLP,,
4857,Weld,,,105202.12,1033+00,60.97,60.91,60.91,18370,Block Valve  BV 7.14 (377+16),67561.59,Block Valve - I-5 (1235+58),20868.84,16,0.25,,52000, 11:20,,,,,,,,,,1170,,,1170,,,,,,,35.5254864,-119.5014787,248.2,GIRTH WELD,,,,MFL/CLP,,
4858,Weld,,,105263.04,1033+59,60.91,60.97,60.97,18380,Block Valve  BV 7.14 (377+16),67622.5,Block Valve - I-5 (1235+58),20807.93,16,0.25,,52000, 01:16,,,,,,,,,,1170,,,1170,,,,,,,35.5253192,-119.5014801,248.5,GIRTH WELD,,,,MFL/CLP,,
4859,Weld,,,105324.01,1034+18,60.97,60.95,60.95,18390,Block Valve  BV 7.14 (377+16),67683.47,Block Valve - I-5 (1235+58),20746.96,16,0.25,,52000, 11:16,,,,,,,,,,1170,,,1170,,,,,,,35.5251519,-119.5014819,248.8,GIRTH WELD,,,,MFL/CLP,,
4860,Weld,,,105384.95,1034+77,60.95,8.18,8.18,18400,Block Valve  BV 7.14 (377+16),67744.42,Block Valve - I-5 (1235+58),20686.01,16,0.25,,52000, 01:08,,,,,,,,,,1170,,,1170,,,,,,,35.5249846,-119.5014839,248.9,GIRTH WELD,,,,MFL/CLP,,
4861,Weld - Change in wall thickness,,,105393.13,1034+85,8.18,3.04,3.04,18410,Block Valve  BV 7.14 (377+16),67752.6,Block Valve - I-5 (1235+58),20677.83,16,0.312,,60000, 10:56,,,,,,,,,,1170,,,1685,,,,,,,35.5249622,-119.5014842,248.9,GIRTH WELD NWT 0.250/0.312IN,,,,MFL/CLP,,
4862,Weld - Change in wall thickness,,,105396.17,1034+88,3.04,15.27,15.27,18420,Block Valve  BV 7.14 (377+16),67755.64,Block Valve - I-5 (1235+58),20674.79,16,0.375,,60000, 12:04,,,,,,,,,,1170,,,2025,,,,,,,35.5249538,-119.5014843,248.9,GIRTH WELD NWT 0.312/0.375IN,,,,MFL/CLP,,
4863,Bend,,,105404.22,1034+96,8.05,7.22,15.27,18420,Block Valve  BV 7.14 (377+16),67763.69,Block Valve - I-5 (1235+58),20666.74,16,0.375,,60000,,,,,,,,,,,1170,,,2025,,,,,,,35.5249337,-119.5014927,248.9,5.0D 85 DEG BEND-HOT PULLED RIGHT,,,,MFL/CLP,,
4864,Weld - Change in wall thickness,,,105411.44,1035+03,15.27,3.12,3.12,18430,Block Valve  BV 7.14 (377+16),67770.91,Block Valve - I-5 (1235+58),20659.52,16,0.312,,60000, 10:56,,,,,,,,,,1170,,,1685,,,,,,,35.5249289,-119.5015156,248.7,GIRTH WELD NWT 0.375/0.312IN,,,,MFL/CLP,,
4865,Weld - Change in wall thickness,,,105414.56,1035+06,3.12,60.13,60.13,18440,Block Valve  BV 7.14 (377+16),67774.03,Block Valve - I-5 (1235+58),20656.4,16,0.25,,52000, 10:44,,,,,,,,,,1170,,,1170,,,,,,,35.5249289,-119.5015261,248.7,GIRTH WELD NWT 0.312/0.250IN,,,,MFL/CLP,,
4866,Weld,,,105474.68,1035+65,60.13,60.93,60.93,18450,Block Valve  BV 7.14 (377+16),67834.15,Block Valve - I-5 (1235+58),20596.28,16,0.25,,52000, 08:40,,,,,,,,,,1170,,,1170,,,,,,,35.5249271,-119.5017283,248.4,GIRTH WELD,,,,MFL/CLP,,
4867,Weld,,,105535.61,1036+24,60.93,60.55,60.55,18460,Block Valve  BV 7.14 (377+16),67895.08,Block Valve - I-5 (1235+58),20535.35,16,0.25,,52000, 10:48,,,,,,,,,,1170,,,1170,,,,,,,35.5249267,-119.5019333,249,GIRTH WELD,,,,MFL/CLP,,
4868,Weld,,,105596.16,1036+82,60.55,60.6,60.6,18470,Block Valve  BV 7.14 (377+16),67955.63,Block Valve - I-5 (1235+58),20474.8,16,0.25,,52000, 08:28,,,,,,,,,,1170,,,1170,,,,,,,35.524926,-119.5021371,249,GIRTH WELD,,,,MFL/CLP,,
4869,Weld,,,105656.76,1037+41,60.6,60.95,60.95,18480,Block Valve  BV 7.14 (377+16),68016.22,Block Valve - I-5 (1235+58),20414.21,16,0.25,,52000, 10:28,,,,,,,,,,1170,,,1170,,,,,,,35.5249253,-119.5023409,248.7,GIRTH WELD,,,,MFL/CLP,,
4870,Weld,,,105717.71,1038+00,60.95,59.95,59.95,18490,Block Valve  BV 7.14 (377+16),68077.18,Block Valve - I-5 (1235+58),20353.26,16,0.25,,52000, 08:52,,,,,,,,,,1170,,,1170,,,,,,,35.5249246,-119.502546,248.7,GIRTH WELD,,,,MFL/CLP,,
4871,Weld,,,105777.65,1038+59,59.95,60.56,60.56,18500,Block Valve  BV 7.14 (377+16),68137.12,Block Valve - I-5 (1235+58),20293.31,16,0.25,,52000, 01:08,,,,,,,,,,1170,,,1170,,,,,,,35.5249243,-119.5027477,248.4,GIRTH WELD,,,,MFL/CLP,,
4872,Weld,,,105838.22,1039+17,60.56,60.98,60.98,18510,Block Valve  BV 7.14 (377+16),68197.69,Block Valve - I-5 (1235+58),20232.74,16,0.25,,52000, 10:52,,,,,,,,,,1170,,,1170,,,,,,,35.5249238,-119.5029514,246.4,GIRTH WELD,,,,MFL/CLP,,
4873,Weld,,,105899.2,1039+77,60.98,60.92,60.91,18520,Block Valve  BV 7.14 (377+16),68258.67,Block Valve - I-5 (1235+58),20171.77,16,0.25,,52000, 01:00,,,,,,,,,,1170,,,1170,,,,,,,35.5249224,-119.5031565,246.2,GIRTH WELD,,,,MFL/CLP,,
4874,Weld,,,105960.11,1040+36,60.91,60.54,60.54,18530,Block Valve  BV 7.14 (377+16),68319.58,Block Valve - I-5 (1235+58),20110.85,16,0.25,,52000, 10:56,,,,,,,,,,1170,,,1170,,,,,,,35.5249206,-119.5033614,248,GIRTH WELD,,,,MFL/CLP,,
4875,Weld,,,106020.65,1040+95,60.54,60.93,60.93,18540,Block Valve  BV 7.14 (377+16),68380.12,Block Valve - I-5 (1235+58),20050.32,16,0.25,,52000, 01:16,,,,,,,,,,1170,,,1170,,,,,,,35.5249196,-119.5035649,249.9,GIRTH WELD,,,,MFL/CLP,,
4876,Weld,,,106081.57,1041+54,60.93,60.9,60.9,18550,Block Valve  BV 7.14 (377+16),68441.04,Block Valve - I-5 (1235+58),19989.39,16,0.25,,52000, 11:16,,,,,,,,,,1170,,,1170,,,,,,,35.5249188,-119.5037699,249.6,GIRTH WELD,,,,MFL/CLP,,
4877,Weld,,,106142.47,1042+13,60.9,60.84,60.85,18560,Block Valve  BV 7.14 (377+16),68501.94,Block Valve - I-5 (1235+58),19928.49,16,0.25,,52000, 12:44,,,,,,,,,,1170,,,1170,,,,,,,35.5249181,-119.5039748,250,GIRTH WELD,,,,MFL/CLP,,
4878,Weld,,,106203.32,1042+72,60.85,60.49,60.49,18570,Block Valve  BV 7.14 (377+16),68562.79,Block Valve - I-5 (1235+58),19867.64,16,0.25,,52000, 11:20,,,,,,,,,,1170,,,1170,,,,,,,35.5249169,-119.5041795,249.9,GIRTH WELD,,,,MFL/CLP,,
4879,Weld,,,106263.81,1043+31,60.49,60.49,60.49,18580,Block Valve  BV 7.14 (377+16),68623.28,Block Valve - I-5 (1235+58),19807.15,16,0.25,,52000, 12:56,,,,,,,,,,1170,,,1170,,,,,,,35.5249164,-119.5043831,249.4,GIRTH WELD,,,,MFL/CLP,,
4880,Weld,,,106324.3,1043+89,60.49,60.36,60.36,18590,Block Valve  BV 7.14 (377+16),68683.76,Block Valve - I-5 (1235+58),19746.67,16,0.25,,52000, 11:04,,,,,,,,,,1170,,,1170,,,,,,,35.5249149,-119.5045866,249.8,GIRTH WELD,,,,MFL/CLP,,
4881,Weld,,,106384.66,1044+48,60.36,60.8,60.8,18600,Block Valve  BV 7.14 (377+16),68744.13,Block Valve - I-5 (1235+58),19686.3,16,0.25,,52000, 01:24,,,,,,,,,,1170,,,1170,,,,,,,35.5249131,-119.5047896,250.5,GIRTH WELD,,,,MFL/CLP,,
4882,Weld,,,106445.46,1045+07,60.8,60.82,60.82,18610,Block Valve  BV 7.14 (377+16),68804.93,Block Valve - I-5 (1235+58),19625.5,16,0.25,,52000, 10:52,,,,,,,,,,1170,,,1170,,,,,,,35.5249119,-119.5049942,250.4,GIRTH WELD,,,,MFL/CLP,,
4883,Weld,,,106506.28,1045+66,60.82,60.91,60.91,18620,Block Valve  BV 7.14 (377+16),68865.75,Block Valve - I-5 (1235+58),19564.68,16,0.25,,52000, 12:56,,,,,,,,,,1170,,,1170,,,,,,,35.5249105,-119.5051989,250.5,GIRTH WELD,,,,MFL/CLP,,
4884,Weld,,,106567.2,1046+25,60.91,60.86,60.86,18630,Block Valve  BV 7.14 (377+16),68926.66,Block Valve - I-5 (1235+58),19503.77,16,0.25,,52000, 11:16,,,,,,,,,,1170,,,1170,,,,,,,35.5249093,-119.5054038,250.6,GIRTH WELD,,,,MFL/CLP,,
4885,Weld,,,106628.05,1046+84,60.86,60.95,60.95,18640,Block Valve  BV 7.14 (377+16),68987.52,Block Valve - I-5 (1235+58),19442.91,16,0.25,,52000, 12:52,,,,,,,,,,1170,,,1170,,,,,,,35.5249081,-119.5056086,250.6,GIRTH WELD,,,,MFL/CLP,,
4886,Weld,,,106689.01,1047+43,60.95,60.43,60.43,18650,Block Valve  BV 7.14 (377+16),69048.47,Block Valve - I-5 (1235+58),19381.96,16,0.25,,52000, 11:04,,,,,,,,,,1170,,,1170,,,,,,,35.5249077,-119.5058137,251.1,GIRTH WELD,,,,MFL/CLP,,
4887,Weld,,,106749.43,1048+02,60.43,60.89,60.89,18660,Block Valve  BV 7.14 (377+16),69108.9,Block Valve - I-5 (1235+58),19321.53,16,0.25,,52000, 01:04,,,,,,,,,,1170,,,1170,,,,,,,35.5249075,-119.506017,250.7,GIRTH WELD,,,,MFL/CLP,,
4888,Weld,,,106810.32,1048+61,60.89,60.84,60.85,18670,Block Valve  BV 7.14 (377+16),69169.79,Block Valve - I-5 (1235+58),19260.64,16,0.25,,52000, 11:16,,,,,,,,,,1170,,,1170,,,,,,,35.5249066,-119.5062218,251.6,GIRTH WELD,,,,MFL/CLP,,
4889,Weld,,,106871.17,1049+20,60.85,60.94,60.94,18680,Block Valve  BV 7.14 (377+16),69230.63,Block Valve - I-5 (1235+58),19199.8,16,0.25,,52000, 01:32,,,,,,,,,,1170,,,1170,,,,,,,35.5249065,-119.5064265,252,GIRTH WELD,,,,MFL/CLP,,
4890,Weld,,,106932.1,1049+79,60.94,60.87,60.87,18690,Block Valve  BV 7.14 (377+16),69291.57,Block Valve - I-5 (1235+58),19138.86,16,0.25,,52000, 11:04,,,,,,,,,,1170,,,1170,,,,,,,35.5249062,-119.5066316,252,GIRTH WELD,,,,MFL/CLP,,
4891,Weld,,,106992.97,1050+38,60.87,60.57,60.57,18700,Block Valve  BV 7.14 (377+16),69352.44,Block Valve - I-5 (1235+58),19077.99,16,0.25,,52000, 01:20,,,,,,,,,,1170,,,1170,,,,,,,35.5249053,-119.5068363,251.8,GIRTH WELD,,,,MFL/CLP,,
4892,Weld,,,107053.54,1050+97,60.57,60.85,60.85,18710,Block Valve  BV 7.14 (377+16),69413.01,Block Valve - I-5 (1235+58),19017.42,16,0.25,,52000, 11:16,,,,,,,,,,1170,,,1170,,,,,,,35.5249044,-119.5070402,251.8,GIRTH WELD,,,,MFL/CLP,,
4893,Weld,,,107114.39,1051+56,60.85,60.86,60.85,18720,Block Valve  BV 7.14 (377+16),69473.86,Block Valve - I-5 (1235+58),18956.57,16,0.25,,52000, 12:36,,,,,,,,,,1170,,,1170,,,,,,,35.5249035,-119.5072449,251.7,GIRTH WELD,,,,MFL/CLP,,
4894,Weld,,,107175.25,1052+15,60.85,60.89,60.89,18730,Block Valve  BV 7.14 (377+16),69534.72,Block Valve - I-5 (1235+58),18895.71,16,0.25,,52000, 11:00,,,,,,,,,,1170,,,1170,,,,,,,35.5249024,-119.5074497,251.5,GIRTH WELD,,,,MFL/CLP,,
4895,Weld,,,107236.14,1052+74,60.89,60.95,60.95,18740,Block Valve  BV 7.14 (377+16),69595.61,Block Valve - I-5 (1235+58),18834.82,16,0.25,,52000, 12:44,,,,,,,,,,1170,,,1170,,,,,,,35.5249017,-119.5076545,251.4,GIRTH WELD,,,,MFL/CLP,,
4896,Weld,,,107297.09,1053+34,60.95,60.9,60.91,18750,Block Valve  BV 7.14 (377+16),69656.56,Block Valve - I-5 (1235+58),18773.88,16,0.25,,52000, 11:08,,,,,,,,,,1170,,,1170,,,,,,,35.524901,-119.5078596,251.2,GIRTH WELD,,,,MFL/CLP,,
4897,Weld,,,107357.99,1053+93,60.91,60.89,60.89,18760,Block Valve  BV 7.14 (377+16),69717.46,Block Valve - I-5 (1235+58),18712.97,16,0.25,,52000, 01:08,,,,,,,,,,1170,,,1170,,,,,,,35.5249003,-119.5080645,251,GIRTH WELD,,,,MFL/CLP,,
4898,Weld,,,107418.88,1054+52,60.89,60.9,60.9,18770,Block Valve  BV 7.14 (377+16),69778.35,Block Valve - I-5 (1235+58),18652.08,16,0.25,,52000, 11:24,,,,,,,,,,1170,,,1170,,,,,,,35.5248985,-119.5082694,251.1,GIRTH WELD,,,,MFL/CLP,,
4899,Weld,,,107479.77,1055+11,60.9,60.43,60.43,18780,Block Valve  BV 7.14 (377+16),69839.24,Block Valve - I-5 (1235+58),18591.19,16,0.25,,52000, 12:44,,,,,,,,,,1170,,,1170,,,,,,,35.5248965,-119.5084743,250.9,GIRTH WELD,,,,MFL/CLP,,
4900,Weld,,,107540.21,1055+70,60.43,60.76,60.76,18790,Block Valve  BV 7.14 (377+16),69899.68,Block Valve - I-5 (1235+58),18530.76,16,0.25,,52000, 11:04,,,,,,,,,,1170,,,1170,,,,,,,35.5248946,-119.5086776,251.2,GIRTH WELD,,,,MFL/CLP,,
4901,Weld,,,107600.97,1056+29,60.76,60.53,60.53,18800,Block Valve  BV 7.14 (377+16),69960.43,Block Valve - I-5 (1235+58),18470,16,0.25,,52000, 12:44,,,,,,,,,,1170,,,1170,,,,,,,35.5248934,-119.508882,251.3,GIRTH WELD,,,,MFL/CLP,,
4902,Weld,,,107661.49,1056+87,60.53,60.77,60.77,18810,Block Valve  BV 7.14 (377+16),70020.96,Block Valve - I-5 (1235+58),18409.47,16,0.25,,52000, 11:00,,,,,,,,,,1170,,,1170,,,,,,,35.524892,-119.5090856,252.2,GIRTH WELD,,,,MFL/CLP,,
4903,Weld,,,107722.26,1057+46,60.77,60.46,60.46,18820,Block Valve  BV 7.14 (377+16),70081.73,Block Valve - I-5 (1235+58),18348.7,16,0.25,,52000, 01:16,,,,,,,,,,1170,,,1170,,,,,,,35.5248904,-119.50929,254.1,GIRTH WELD,,,,MFL/CLP,,
