Feature Number (sequential order),Vendor-Specific Feature Name,Standard Feature Name,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,Upstream (U/S) Reference Distance From,Downstream (D/S) Reference Name,Downstream (D/S) Reference Distance To,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G Pburst,Modified B31.G Psafe,Design Pressure (72% SMYS),ERF,RPR,Effective Area Pburst,Effective Area Psafe,Group Number,Group Category,NAD 83 Latittude,NAD 83 Longititude,NAVD 88 elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
10000066,Bend Begin,Weld - Bend begin,,"11,039.52",375+40,0.05,1.95,1.99,3300,"MAINLINE VALVE, Sta. 405+16","2,985.80","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",304.08,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6655944,-119.7703699,,"Bend left - 57 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
10000066,Bend End  ,Weld - Bend end,,"11,041.41",375+38,1.93,0.06,1.99,3300,"MAINLINE VALVE, Sta. 405+16","2,987.68","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",302.19,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6655944,-119.7703699,,"Bend left - 57 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
3310,Weld,Weld - Longitudinal seam,,"11,041.46",375+38,,,40.5,3300,"MAINLINE VALVE, Sta. 405+16","2,987.74","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",302.13,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656594,-119.7704224,,,,,,MFL+DEF (xHD),,
3320,Weld,Weld - Longitudinal seam,,"11,081.97",374+98,,,39.92,3310,"MAINLINE VALVE, Sta. 405+16","3,028.24","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",261.63,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656618,-119.7704278,,,,,,MFL+DEF (xHD),,
3330,Weld,Weld - Longitudinal seam,,"11,121.89",374+58,,,40.51,3320,"MAINLINE VALVE, Sta. 405+16","3,068.17","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",221.7,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656591,-119.7705623,,,,,,MFL+DEF (xHD),,
3340,Weld,Weld - Longitudinal seam,,"11,162.41",374+18,,,39.71,3330,"MAINLINE VALVE, Sta. 405+16","3,108.68","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",181.19,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656587,-119.7706966,,,,,,MFL+DEF (xHD),,
3350,Weld,Weld - Longitudinal seam,,"11,202.11",373+78,,,40.13,3340,"MAINLINE VALVE, Sta. 405+16","3,148.39","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",141.48,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656558,-119.7708319,,,,,,MFL+DEF (xHD),,
3360,Weld,Weld - Longitudinal seam,,"11,242.25",373+38,,,40,3350,"MAINLINE VALVE, Sta. 405+16","3,188.52","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",101.35,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.665652,-119.7709634,,,,,,MFL+DEF (xHD),,
3370,Weld,Weld - Longitudinal seam,,"11,282.25",372+98,,,16.66,3360,"MAINLINE VALVE, Sta. 405+16","3,228.53","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",61.34,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656485,-119.7710968,,,,,,MFL+DEF (xHD),,
3380,Weld,Weld - Longitudinal seam,,"11,298.91",372+82,,,40.44,3370,"MAINLINE VALVE, Sta. 405+16","3,245.19","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",44.68,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656467,-119.771231,,,,,,MFL+DEF (xHD),,
3390,Weld,Weld - Longitudinal seam,,"11,339.35",372+41,,,3.15,3380,"MAINLINE VALVE, Sta. 405+16","3,285.62","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",4.25,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656458,-119.7712866,,,,,,MFL+DEF (xHD),,
10000067,Bend Begin,Weld - Bend begin,,"11,339.38",372+41,0.03,3.12,3.15,3390,"MAINLINE VALVE, Sta. 405+16","3,285.66","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",4.22,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656458,-119.7712867,,"Bend left - 94 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
10000067,Bend End  ,Weld - Bend end,,"11,342.45",372+38,3.1,0.05,3.15,3390,"MAINLINE VALVE, Sta. 405+16","3,288.72","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",1.15,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656458,-119.7712867,,"Bend left - 94 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
3400,Weld,Weld - Longitudinal seam,,"11,342.50",372+38,,,12.5,3390,"MAINLINE VALVE, Sta. 405+16","3,288.77","AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",1.1,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656459,-119.7714227,,,,,,MFL+DEF (xHD),,
10000068,Marker,Above Ground Marker,,"11,343.59",372+37,1.1,11.4,12.5,3400,"MAINLINE VALVE, Sta. 405+16","3,289.87","AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","3,090.00",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656437,-119.7714253,,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",,,,MFL+DEF (xHD),,
3410,Weld,Weld - Longitudinal seam,,"11,355.00",372+26,,,35.6,3400,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",11.4,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","3,078.60",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656404,-119.7714292,,,,,,MFL+DEF (xHD),,
3410,Wall Thickness,Weld - Change in wall thickness,,"11,355.02",372+26,,,35.6,3410,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",11.43,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","3,078.58",8.625,0.25,,42000,,,,,,,,,,,1440,,,,,,,,,,35.6656404,-119.7714292,,Wall Thickness,,,,MFL+DEF (xHD),,
10000069,Fitting,Offtake,,"11,358.50",372+22,3.6,32.01,35.6,3410,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",14.91,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","3,075.10",8.625,,,,,,,,,,,,,12:00,1440,,,,,,,,,,35.6656308,-119.7714285,,Fitting on top of pipe,,,,MFL+DEF (xHD),,
3420,Weld,Weld - Longitudinal seam,,"11,390.60",371+90,,,41.42,3410,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",47.01,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","3,042.99",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6656066,-119.7714266,,,,,,MFL+DEF (xHD),,
3430,Weld,Weld - Longitudinal seam,,"11,432.02",371+49,,,39.53,3420,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",88.42,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","3,001.58",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.665508,-119.7714156,,,,,,MFL+DEF (xHD),,
3440,Weld,Weld - Longitudinal seam,,"11,471.55",371+10,,,41.5,3430,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",127.96,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,962.04",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6653951,-119.7714065,,,,,,MFL+DEF (xHD),,
3450,Weld,Weld - Longitudinal seam,,"11,513.05",370+68,,,40.05,3440,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",169.46,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,920.55",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6652883,-119.7713955,,,,,,MFL+DEF (xHD),,
3460,Weld,Weld - Longitudinal seam,,"11,553.10",370+28,,,39.5,3450,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",209.51,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,880.49",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6651754,-119.7713808,,,,,,MFL+DEF (xHD),,
3470,Weld,Weld - Longitudinal seam,,"11,592.61",369+89,,,39.43,3460,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",249.01,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,840.99",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6650675,-119.7713594,,,,,,MFL+DEF (xHD),,
3480,Weld,Weld - Longitudinal seam,,"11,632.03",369+50,,,39.34,3470,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",288.44,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,801.57",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6649613,-119.7713382,,,,,,MFL+DEF (xHD),,
40000024,Metal Loss,Anomaly - Corrosion cluster,Internal,"11,639.50",369+42,7.49,31.85,39.34,3480,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",295.9,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,794.10",8.625,0.25,,42000,,19,0.048,,,,,0.518,0.476,6:15,1440,2993,2155,1753,0.668,1.229,2988,2151,,,35.664941,-119.7713346,,Metal Loss,PITT,,,MFL+DEF (xHD),,
3490,Weld,Weld - Longitudinal seam,,"11,671.37",369+11,,,39.6,3480,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",327.77,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,762.23",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6648546,-119.771319,,,,,,MFL+DEF (xHD),,
3500,Weld,Weld - Longitudinal seam,,"11,710.97",368+71,,,30.23,3490,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",367.37,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,722.63",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6647486,-119.7713018,,,,,,MFL+DEF (xHD),,
3510,Weld,Weld - Longitudinal seam,,"11,741.20",368+41,,,39.5,3500,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",397.6,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,692.40",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6646407,-119.771292,,,,,,MFL+DEF (xHD),,
3520,Weld,Weld - Longitudinal seam,,"11,780.70",368+02,,,39.53,3510,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",437.1,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,652.90",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6645578,-119.7712883,,,,,,MFL+DEF (xHD),,
3530,Weld,Weld - Longitudinal seam,,"11,820.23",367+63,,,41.53,3520,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",476.64,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,613.36",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6644504,-119.7712823,,,,,,MFL+DEF (xHD),,
3540,Weld,Weld - Longitudinal seam,,"11,861.76",367+21,,,41.53,3530,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",518.16,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,571.84",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6643421,-119.7712789,,,,,,MFL+DEF (xHD),,
3550,Weld,Weld - Longitudinal seam,,"11,903.29",366+80,,,41.47,3540,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",559.7,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,530.30",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6642286,-119.7712757,,,,,,MFL+DEF (xHD),,
3560,Weld,Weld - Longitudinal seam,,"11,944.76",366+39,,,41.52,3550,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",601.16,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,488.84",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.664115,-119.7712724,,,,,,MFL+DEF (xHD),,
40000025,Metal Loss,Anomaly - Corrosion cluster,Internal,"11,947.25",366+36,2.52,39.01,41.52,3560,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",603.65,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,486.35",8.625,0.25,,42000,,20,0.05,,,,,0.627,0.492,6:15,1440,2982,2147,1753,0.671,1.225,2975,2142,,,35.6641082,-119.7712722,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40000026,Metal Loss,Anomaly - Corrosion cluster,Internal,"11,960.84",366+23,16.11,25.41,41.52,3560,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",617.25,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,472.75",8.625,0.25,,42000,,16,0.039,,,,,0.66,0.336,6:00,1440,2988,2151,1753,0.669,1.227,2982,2147,,,35.6640709,-119.7712712,,Metal Loss,AXSL,,,MFL+DEF (xHD),,
40000027,Metal Loss,Anomaly - Corrosion cluster,Internal,"11,976.39",366+07,31.66,9.87,41.52,3560,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",632.79,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,457.21",8.625,0.25,,42000,,18,0.046,,,,,0.618,0.507,6:15,1440,2986,2150,1753,0.67,1.226,2980,2146,,,35.6640283,-119.7712701,,Metal Loss,PITT,,,MFL+DEF (xHD),,
3570,Weld,Weld - Longitudinal seam,,"11,986.28",365+97,,,41.55,3560,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",642.69,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,447.31",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6640014,-119.7712694,,,,,,MFL+DEF (xHD),,
3580,Weld,Weld - Longitudinal seam,,"12,027.84",365+56,,,41.48,3570,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",684.24,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,405.76",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6638878,-119.7712664,,,,,,MFL+DEF (xHD),,
40000028,Metal Loss,Anomaly - Corrosion cluster,Internal,"12,038.67",365+45,10.88,30.59,41.48,3580,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",695.08,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,394.92",8.625,0.25,,42000,,18,0.045,,,,,1.12,0.603,6:00,1440,2938,2115,1753,0.681,1.207,2922,2104,,,35.6638581,-119.7712655,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40000029,Metal Loss,Anomaly - Corrosion cluster,Internal,"12,045.81",365+38,18.05,23.42,41.48,3580,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",702.22,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,387.78",8.625,0.25,,42000,,17,0.044,,,,,1.821,0.702,6:30,1440,2872,2068,1753,0.696,1.179,2851,2053,,,35.6638385,-119.771265,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
40000030,Metal Loss,Anomaly - Corrosion cluster,Internal,"12,049.18",365+35,21.4,20.08,41.48,3580,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",705.58,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,384.42",8.625,0.25,,42000,,28,0.07,,,,,1.316,0.908,6:15,1440,2851,2053,1753,0.702,1.171,2813,2026,,,35.6638293,-119.7712647,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40000031,Metal Loss,Anomaly - Corrosion cluster,Internal,"12,049.73",365+34,21.94,19.54,41.48,3580,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",706.13,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,383.87",8.625,0.25,,42000,,30,0.076,,,,,1.154,0.899,6:15,1440,2864,2062,1753,0.698,1.176,2828,2036,,,35.6638278,-119.7712647,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40000032,Metal Loss,Anomaly - Corrosion cluster,Internal,"12,062.75",365+21,34.94,6.53,41.48,3580,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",719.15,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,370.85",8.625,0.25,,42000,,16,0.039,,,,,0.716,0.669,6:15,1440,2983,2148,1753,0.67,1.225,2977,2143,,,35.6637921,-119.7712636,,Metal Loss,PITT,,,MFL+DEF (xHD),,
3590,Weld,Weld - Longitudinal seam,,"12,069.31",365+15,,,33.43,3580,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",725.72,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,364.28",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6637739,-119.7712631,,,,,,MFL+DEF (xHD),,
10000070,Fitting,Offtake,,"12,101.36",364+83,32.13,1.31,33.43,3590,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",757.77,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,332.24",8.625,,,,,,,,,,,,,12:00,1440,,,,,,,,,,35.6636861,-119.7712683,,Fitting on top of pipe,,,,MFL+DEF (xHD),,
3600,Weld,Weld - Longitudinal seam,,"12,102.74",364+81,,,7.07,3590,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",759.15,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,330.85",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.663684,-119.7712684,,,,,,MFL+DEF (xHD),,
3600,Wall Thickness,Weld - Change in wall thickness,,"12,102.77",364+81,,,7.07,3600,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",759.17,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,330.83",8.625,0.344,,24000,,,,,,,,,,,1440,,,,,,,,,,35.663684,-119.7712684,,Wall Thickness,,,,MFL+DEF (xHD),,
3610,Weld,Weld - Longitudinal seam,,"12,109.82",364+74,,,3.17,3600,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",766.22,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,323.78",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.663666,-119.7712636,,,,,,MFL+DEF (xHD),,
10000071,Bend Begin,Weld - Bend begin,,"12,110.01",364+74,0.2,2.97,3.17,3610,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",766.42,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,323.58",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6636655,-119.7712634,,"Bend left - 89 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
10000071,Bend End  ,Weld - Bend end,,"12,112.76",364+71,2.94,0.23,3.17,3610,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",769.17,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,320.84",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6636655,-119.7712634,,"Bend left - 89 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
3620,Weld,Weld - Longitudinal seam,,"12,112.99",364+71,,,3.07,3610,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",769.39,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,320.61",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6636603,-119.7712616,,,,,,MFL+DEF (xHD),,
3630,Weld,Weld - Longitudinal seam,,"12,116.06",364+68,,,43.04,3620,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",772.47,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,317.54",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6635454,-119.7712638,,,,,,MFL+DEF (xHD),,
3640,Weld,Weld - Longitudinal seam,,"12,159.11",364+25,,,3.19,3630,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",815.51,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,274.49",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6635434,-119.7712598,,,,,,MFL+DEF (xHD),,
10000072,Bend Begin,Weld - Bend begin,,"12,159.18",364+25,0.07,3.12,3.19,3640,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",815.58,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,274.42",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6635434,-119.7712596,,"Bend right - 94 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
10000072,Bend End  ,Weld - Bend end,,"12,162.26",364+22,3.16,0.03,3.19,3640,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",818.67,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,271.33",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6635434,-119.7712596,,"Bend right - 94 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
3650,Weld,Weld - Longitudinal seam,,"12,162.29",364+22,,,3.16,3640,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",818.7,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,271.30",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6635427,-119.7711199,,,,,,MFL+DEF (xHD),,
3660,Weld,Weld - Longitudinal seam,,"12,165.45",364+19,,,12.69,3650,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",821.86,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,268.14",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.663541,-119.7710957,,,,,,MFL+DEF (xHD),,
3660,Wall Thickness,Weld - Change in wall thickness,,"12,165.48",364+19,,,12.69,3660,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",821.88,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,268.12",8.625,0.25,,42000,,,,,,,,,,,1440,,,,,,,,,,35.663541,-119.7710957,,Wall Thickness,,,,MFL+DEF (xHD),,
10000073,Fitting,Offtake,,"12,166.68",364+18,1.31,11.39,12.69,3660,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",823.09,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,266.91",8.625,,,,,,,,,,,,,12:00,1440,,,,,,,,,,35.6635376,-119.7710955,,Fitting on top of pipe,,,,MFL+DEF (xHD),,
40000033,Metal Loss,Anomaly - Corrosion cluster,Internal,"12,168.39",364+16,2.95,9.74,12.69,3660,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",824.79,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,265.21",8.625,0.25,,42000,,16,0.039,,,,,0.503,0.36,6:00,1440,2999,2159,1753,0.667,1.232,2995,2157,,,35.663533,-119.7710952,,Metal Loss,AXSL,,,MFL+DEF (xHD),,
3670,Weld,Weld - Longitudinal seam,,"12,178.15",364+06,,,41.53,3660,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",834.56,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,255.45",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6635375,-119.7710955,,,,,,MFL+DEF (xHD),,
3680,Weld,Weld - Longitudinal seam,,"12,219.68",363+65,,,25.82,3670,"AGM 4, Sta. 372+37, Sec. 13 90deg Pl @ PLM- from 2017 Data",876.08,"AGM 5, Sta. 341+60, 2' D/S of Cas/Vent W. of Holloway Rd.- from 2017 Data","2,213.92",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6634919,-119.7711009,,,,,,MFL+DEF (xHD),,
