ILI Tool,PBF_ID,Adjstd Weld Number,Adjstd Milepost,Adjstd Sta,STA Diff,ODO Diff,Multiplier,Odometer (ft),Odometer Distance to Start of Box (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance From Top of Pipe (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,4767,2004,19.658,1038+40.9,,,,103796.48,,4766,MCP,U19.79,19.79,40.45,2.33,D1027.59,3516.55,1042.15,0.250,,,2.35,4.26,200,60.24,,,,,,,,39.8068449,-75.4428294,9.4,Close Metal Object,16.000,X56,ERW,960
MFL,4768,2004,19.659,1038+42.5,,,,103798.14,,4767,MCP,U21.45,21.45,38.79,1.47,D1025.93,3518.21,1040.49,0.250,,,1.57,2.69,126,60.24,,,,,,,,39.8068487,-75.4428259,9.4,Close Metal Object,16.000,X56,ERW,960
MFL,4769,2004,19.660,1038+47.4,,,,103802.98,,4768,MCP,U26.29,26.29,33.95,2.27,D1021.09,3523.04,1035.65,0.250,,,6.43,7.46,195,60.24,,,,,,,,39.8068594,-75.4428160,9.5,Close Metal Object,16.000,X56,ERW,960
CAL,4770,2004,19.660,1038+49.3,,,,103804.91,,4769,Dent,U28.22,28.22,32.02,2.15,D1019.16,3524.97,1033.72,0.250,1.4,1.9,9.14,5.19,185,60.24,,,,,,,,39.8068638,-75.4428120,9.5,,16.000,X56,ERW,960
MFL,4771,2004,19.661,1038+52.8,,,,103808.34,,4770,MCP,D28.59,31.65,28.59,1.09,D1015.73,3528.40,1030.29,0.250,,,6.27,7.05,94,60.24,,,,,,,,39.8068714,-75.4428050,9.5,Close Metal Object,16.000,X56,ERW,960
CAL,4772,2004,19.664,1038+68.0,,,,103823.56,,4771,Dent,D13.37,46.87,13.37,2.17,D1000.51,3543.62,1015.07,0.250,1.9,2.4,5.49,5.54,187,60.24,,,,,,,,39.8069056,-75.4427737,9.7,,16.000,X56,ERW,960
MFL,4773,2004,19.664,1038+72.0,,,,103827.48,,4772,MCP,D9.46,50.78,9.46,0.70,D996.60,3547.54,1011.16,0.250,,,4.71,7.35,60,60.24,,,,,,,,39.8069144,-75.4427657,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4774,2004,19.665,1038+77.2,,,,103832.70,,4773,MCP,D4.23,56.01,4.23,2.42,D991.37,3552.77,1005.93,0.250,,,3.45,4.87,208,60.24,,,,,,,,39.8069262,-75.4427550,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4775,2005,19.666,1038+81.4,,,,103836.93,,4774,Weld,U60.24,60.24,61.47,,D987.14,3556.99,1001.70,0.250,,,,,,61.47,,,,,,,,39.8069356,-75.4427464,9.7,,16.000,X56,ERW,960
MFL,4776,2005,19.667,1038+84.1,,,,103839.58,,4775,MCP,U2.65,2.65,58.83,2.94,D984.49,3559.64,999.05,0.250,,,5.49,4.11,253,61.47,,,,,,,,39.8069416,-75.4427409,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4777,2005,19.667,1038+84.3,,,,103839.76,,4776,MCP,U2.83,2.83,58.64,3.53,D984.31,3559.82,998.87,0.250,,,4.55,8.22,304,61.47,,,,,,,,39.8069420,-75.4427406,9.7,Close Metal Object,16.000,X56,ERW,960
CAL,4778,2005,19.668,1038+91.5,,,,103846.94,,4777,Dent,U10.01,10.01,51.47,2.31,D977.13,3567.00,991.69,0.250,1.4,1.9,5.10,4.97,199,61.47,,,,,,,,39.8069580,-75.4427258,9.8,,16.000,X56,ERW,960
MFL,4779,2005,19.668,1038+93.3,,,,103848.76,,4778,MCP,U11.82,11.82,49.65,3.39,D975.32,3568.82,989.88,0.250,,,3.92,4.31,292,61.47,,,,,,,,39.8069621,-75.4427221,9.9,Close Metal Object,16.000,X56,ERW,960
MFL,4780,2005,19.669,1038+98.5,,,,103853.91,,4779,MCP,U16.97,16.97,44.50,2.36,D970.17,3573.97,984.73,0.250,,,2.67,3.65,203,61.47,,,,,,,,39.8069737,-75.4427114,9.9,Close Metal Object,16.000,X56,ERW,960
MFL,4781,2005,19.670,1039+00.5,,,,103855.92,,4780,MCP,U18.99,18.99,42.49,3.44,D968.16,3575.98,982.71,0.250,,,2.82,3.09,296,61.47,,,,,,,,39.8069781,-75.4427073,10.0,Close Metal Object,16.000,X56,ERW,960
MFL,4782,2005,19.670,1039+00.6,,,,103855.98,,4781,MCP,U19.05,19.05,42.42,1.45,D968.09,3576.04,982.65,0.250,,,2.98,2.79,125,61.47,,,,,,,,39.8069783,-75.4427071,10.0,Close Metal Object,16.000,X56,ERW,960
MFL,4783,2005,19.671,1039+06.0,,,,103861.38,,4782,MCP,U24.45,24.45,37.02,0.66,D962.69,3581.44,977.25,0.250,,,4.71,5.58,57,61.47,,,,,,,,39.8069904,-75.4426961,10.0,Close Metal Object,16.000,X56,ERW,960
MFL,4784,2005,19.671,1039+07.0,,,,103862.45,,4783,MCP,U25.52,25.52,35.95,0.00,D961.62,3582.52,976.18,0.250,,,5.65,5.33,0,61.47,,,,,,,,39.8069927,-75.4426939,10.1,Touching Metal Object,16.000,X56,ERW,960
MFL,4785,2005,19.671,1039+09.8,,,,103865.20,,4784,MCP,U28.27,28.27,33.21,2.57,D958.87,3585.26,973.43,0.250,,,2.04,2.64,221,61.47,,,,,,,,39.8069988,-75.4426882,10.1,Close Metal Object,16.000,X56,ERW,960
MFL,4786,2005,19.672,1039+11.5,,,,103866.94,,4785,MCP,U30.01,30.01,31.47,2.89,D957.14,3587.00,971.69,0.250,,,3.29,3.65,248,61.47,,,,,,,,39.8070027,-75.4426846,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4787,2005,19.673,1039+18.0,,,,103873.41,,4786,MCP,D24.99,36.48,24.99,2.25,D950.66,3593.47,965.22,0.250,,,6.24,10.25,194,61.47,,,,,,,,39.8070171,-75.4426711,10.3,Touching Metal Object,16.000,X56,ERW,960
MFL,4788,2005,19.673,1039+18.5,,,,103873.83,,4787,MCP,D24.58,36.89,24.58,1.34,D950.25,3593.89,964.80,0.250,,,1.25,2.59,115,61.47,,,,,,,,39.8070180,-75.4426702,10.4,Close Metal Object,16.000,X56,ERW,960
MFL,4789,2005,19.675,1039+26.0,,,,103881.38,,4788,MCP,D17.02,44.45,17.02,2.92,D942.69,3601.44,957.25,0.250,,,2.67,4.16,251,61.47,,,,,,,,39.8070349,-75.4426545,10.5,Close Metal Object,16.000,X56,ERW,960
MFL,4790,2005,19.675,1039+27.1,,,,103882.43,,4789,MCP,D15.98,45.50,15.98,1.75,D941.65,3602.49,956.20,0.250,,,3.76,9.38,150,61.47,,,,,,,,39.8070372,-75.4426523,10.6,Touching Metal Object,16.000,X56,ERW,960
MFL,4791,2005,19.675,1039+27.7,,,,103883.02,,4790,MCP,D15.39,46.08,15.39,1.94,D941.06,3603.08,955.61,0.250,,,0.94,2.89,167,61.47,,,,,,,,39.8070385,-75.4426510,10.6,Close Metal Object,16.000,X56,ERW,960
MFL,4792,2005,19.676,1039+32.8,,,,103888.14,,4791,MCP,D10.26,51.21,10.26,2.87,D935.93,3608.20,950.49,0.250,,,1.73,3.91,247,61.47,,,,,,,,39.8070498,-75.4426402,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4793,2006,19.678,1039+43.1,,,,103898.40,,4792,Weld,D61.31,61.47,61.31,,D925.67,3618.47,940.23,0.250,,,,,,61.31,,,,,,,,39.8070724,-75.4426185,10.9,,16.000,X56,ERW,960
MFL,4794,2006,19.679,1039+50.3,,,,103905.55,,4793,MCP,U7.15,7.15,54.16,1.02,D918.52,3625.61,933.08,0.250,,,1.10,2.18,88,61.31,,,,,,,,39.8070882,-75.4426033,11.0,Close Metal Object,16.000,X56,ERW,960
MFL,4795,2006,19.681,1039+58.4,,,,103913.71,,4794,MCP,U15.30,15.30,46.01,1.09,D910.37,3633.77,924.92,0.250,,,5.80,11.82,94,61.31,,,,,,,,39.8071062,-75.4425860,11.0,Close Metal Object,16.000,X56,ERW,960
MFL,4796,2006,19.681,1039+61.5,,,,103916.79,103916.77,4795,ML Ext,U18.38,18.38,42.92,2.22,D907.29,3636.85,921.84,0.250,12,22,0.39,0.56,191,61.31,,1483,1481,1483,1480,2059,2056,39.8071130,-75.4425794,11.0,,16.000,X56,ERW,960
MFL,4797,2006,19.681,1039+63.0,,,,103918.20,,4796,MCP,U19.80,19.80,41.51,2.78,D905.87,3638.26,920.43,0.250,,,1.41,3.25,239,61.31,,,,,,,,39.8071161,-75.4425764,11.0,Close Metal Object,16.000,X56,ERW,960
MFL,4798,2006,19.682,1039+67.4,,,,103922.62,,4797,MCP,U24.22,24.22,37.09,2.73,D901.45,3642.68,916.01,0.250,,,1.88,3.80,235,61.31,,,,,,,,39.8071259,-75.4425671,11.1,Close Metal Object,16.000,X56,ERW,960
MFL,4799,2006,19.683,1039+68.7,,,,103923.89,,4798,MCP,U25.49,25.49,35.82,3.97,D900.18,3643.95,914.74,0.250,,,2.82,3.14,341,61.31,,,,,,,,39.8071286,-75.4425644,11.1,Close Metal Object,16.000,X56,ERW,960
MFL,4800,2006,19.685,1039+83.1,,,,103938.25,,4799,MCP,D21.46,39.85,21.46,0.85,D885.82,3658.31,900.38,0.250,,,2.20,3.96,73,61.31,,,,,,,,39.8071604,-75.4425342,11.1,Close Metal Object,16.000,X56,ERW,960
MFL,4801,2006,19.687,1039+93.3,,,,103948.46,,4800,MCP,D11.25,50.06,11.25,4.00,D875.61,3668.52,890.17,0.250,,,1.57,2.43,344,61.31,,,,,,,,39.8071831,-75.4425128,11.0,Close Metal Object,16.000,X56,ERW,960
MFL,4802,2006,19.688,1039+97.3,,,,103952.40,,4801,MCP,D7.32,53.99,7.32,3.22,D871.68,3672.46,886.24,0.250,,,2.98,2.64,277,61.31,,,,,,,,39.8071919,-75.4425046,10.9,Close Metal Object,16.000,X56,ERW,960
MFL,4803,2007,19.689,1040+04.6,,,,103959.71,,4802,Weld,D49.87,61.31,49.87,,D864.36,3679.77,878.92,0.250,,,,,,49.87,,,,,,,,39.8072082,-75.4424894,10.8,,16.000,X56,ERW,960
MFL,4804,2007,19.691,1040+14.1,,,,103969.17,,4803,MCP,U9.45,9.45,40.42,3.93,D854.91,3689.23,869.47,0.250,,,1.88,2.94,338,49.87,,,,,,,,39.8072292,-75.4424698,10.6,Close Metal Object,16.000,X56,ERW,960
MFL,4805,2007,19.693,1040+26.4,,,,103981.44,,4804,MCP,U21.73,21.73,28.14,0.83,D842.64,3701.50,857.19,0.250,,,3.14,3.60,72,49.87,,,,,,,,39.8072566,-75.4424445,10.4,Close Metal Object,16.000,X56,ERW,960
MFL,4806,2007,19.696,1040+39.6,,,,103994.63,,4805,MCP,D14.95,34.91,14.95,0.29,D829.45,3714.69,844.00,0.250,,,1.88,2.84,25,49.87,,,,,,,,39.8072861,-75.4424171,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4807,2007,19.697,1040+43.9,,,,103998.93,,4806,MCP,D10.65,39.22,10.65,1.01,D825.15,3718.99,839.70,0.250,,,1.57,2.94,87,49.87,,,,,,,,39.8072956,-75.4424082,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4808,2007,19.697,1040+44.4,,,,103999.42,,4807,MCP,D10.16,39.71,10.16,2.96,D824.65,3719.48,839.21,0.250,,,2.04,2.84,254,49.87,,,,,,,,39.8072967,-75.4424072,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4809,2007,19.697,1040+46.3,,,,104001.31,,4808,MCP,D8.27,41.59,8.27,0.44,D822.77,3721.37,837.33,0.250,,,1.88,4.31,38,49.87,,,,,,,,39.8073009,-75.4424033,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4810,2007,19.698,1040+51.3,,,,104006.29,,4809,MCP,D3.29,46.57,3.29,1.08,D817.79,3726.35,832.35,0.250,,,1.41,2.74,93,49.87,,,,,,,,39.8073121,-75.4423929,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4811,2008,19.699,1040+54.6,,,,104009.58,,4810,Weld,U49.87,49.87,59.65,,D814.49,3729.64,829.05,0.250,,,,,,59.65,,,,,,,,39.8073194,-75.4423861,10.2,,16.000,X56,ERW,960
MFL,4812,2008,19.701,1040+68.6,,,,104023.55,,4811,MCP,U13.97,13.97,45.67,3.13,D800.52,3743.61,815.08,0.250,,,2.04,2.89,269,59.65,,,,,,,,39.8073508,-75.4423575,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4813,2008,19.703,1040+75.0,,,,104029.91,,4812,MCP,U20.33,20.33,39.32,0.88,D794.17,3749.97,808.73,0.250,,,4.24,5.38,76,59.65,,,,,,,,39.8073651,-75.4423445,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4814,2008,19.703,1040+78.3,,,,104033.20,,4813,MCP,U23.62,23.62,36.03,3.47,D790.87,3753.26,805.43,0.250,,,4.08,8.32,298,59.65,,,,,,,,39.8073724,-75.4423378,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4815,2008,19.703,1040+78.9,,,,104033.79,,4814,MCP,U24.21,24.21,35.44,1.76,D790.29,3753.85,804.84,0.250,,,2.20,3.55,152,59.65,,,,,,,,39.8073738,-75.4423366,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4816,2008,19.703,1040+79.3,,,,104034.18,,4815,MCP,U24.60,24.60,35.05,0.49,D789.89,3754.24,804.45,0.250,,,6.43,5.58,43,59.65,,,,,,,,39.8073747,-75.4423358,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4817,2008,19.704,1040+81.1,,,,104035.97,,4816,MCP,U26.39,26.39,33.26,2.72,D788.10,3756.03,802.66,0.250,,,3.45,3.96,234,59.65,,,,,,,,39.8073787,-75.4423321,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4818,2008,19.704,1040+81.7,,,,104036.58,,4817,MCP,U27.00,27.00,32.64,0.91,D787.49,3756.65,802.05,0.250,,,2.35,3.14,79,59.65,,,,,,,,39.8073800,-75.4423309,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4819,2008,19.704,1040+84.4,,,,104039.33,,4818,MCP,U29.75,29.75,29.90,0.72,D784.74,3759.39,799.30,0.250,,,0.78,2.99,62,59.65,,,,,,,,39.8073862,-75.4423253,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4820,2008,19.705,1040+90.1,,,,104044.96,,4819,MCP,D24.26,35.38,24.26,4.03,D779.11,3765.02,793.67,0.250,,,1.73,3.14,347,59.65,,,,,,,,39.8073990,-75.4423138,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4821,2008,19.706,1040+90.7,,,,104045.54,,4820,MCP,D23.69,35.96,23.69,1.40,D778.54,3765.60,793.09,0.250,,,1.88,3.35,120,59.65,,,,,,,,39.8074002,-75.4423126,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4822,2008,19.706,1040+92.3,,,,104047.21,,4821,MCP,D22.02,37.63,22.02,0.81,D776.86,3767.27,791.42,0.250,,,1.25,2.54,70,59.65,,,,,,,,39.8074040,-75.4423092,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4823,2008,19.708,1041+02.3,,,,104057.12,,4822,MCP,D12.11,47.54,12.11,0.94,D766.96,3777.18,781.51,0.250,,,1.57,2.08,81,59.65,,,,,,,,39.8074262,-75.4422891,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4824,2008,19.708,1041+04.0,,,,104058.87,,4823,MCP,D10.36,49.29,10.36,0.27,D765.20,3778.93,779.76,0.250,,,1.88,4.01,23,59.65,,,,,,,,39.8074302,-75.4422855,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4825,2008,19.709,1041+07.9,,,,104062.69,,4824,MCP,D6.54,53.11,6.54,3.78,D761.39,3782.75,775.95,0.250,,,1.10,3.09,325,59.65,,,,,,,,39.8074388,-75.4422777,10.1,Close Metal Object,16.000,X56,ERW,960
MFL,4826,2008,19.709,1041+08.1,,,,104062.91,104062.90,4825,ML Ext,D6.32,53.33,6.32,1.91,D761.16,3782.97,775.72,0.250,13,23,0.24,0.41,164,59.65,,1484,1483,1484,1483,2061,2060,39.8074393,-75.4422773,10.1,,16.000,X56,ERW,960
MFL,4827,2009,19.710,1041+14.4,,,,104069.23,,4826,Weld,U59.65,59.65,61.48,,D754.85,3789.29,769.41,0.250,,,,,,61.48,,,,,,,,39.8074535,-75.4422644,10.0,,16.000,X56,ERW,960
MFL,4828,2009,19.712,1041+22.4,,,,104077.13,,4827,MCP,U7.91,7.91,53.57,4.01,D746.94,3797.19,761.50,0.250,,,23.68,19.48,345,61.48,,,,,,,,39.8074712,-75.4422483,9.9,Close Metal Object,16.000,X56,ERW,960
MFL,4829,2009,19.712,1041+22.9,,,,104077.64,,4828,MCP,U8.41,8.41,53.06,1.08,D746.43,3797.70,760.99,0.250,,,5.65,6.64,93,61.48,,,,,,,,39.8074724,-75.4422473,9.8,Close Metal Object,16.000,X56,ERW,960
MFL,4830,2009,19.713,1041+30.7,,,,104085.50,,4829,MCP,U16.27,16.27,45.21,1.91,D738.58,3805.56,753.14,0.250,,,2.67,3.60,165,61.48,,,,,,,,39.8074901,-75.4422313,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4831,2009,19.713,1041+30.9,,,,104085.65,,4830,MCP,U16.43,16.43,45.05,3.62,D738.42,3805.71,752.98,0.250,,,7.69,10.04,312,61.48,,,,,,,,39.8074905,-75.4422309,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4832,2009,19.714,1041+37.5,,,,104092.25,,4831,MCP,U23.03,23.03,38.45,1.17,D731.82,3812.31,746.38,0.250,,,3.29,3.25,101,61.48,,,,,,,,39.8075053,-75.4422175,9.6,Close Metal Object,16.000,X56,ERW,960
MFL,4833,2009,19.715,1041+40.3,,,,104095.01,,4832,MCP,U25.79,25.79,35.69,2.64,D729.06,3815.07,743.62,0.250,,,1.73,3.35,227,61.48,,,,,,,,39.8075115,-75.4422118,9.5,Close Metal Object,16.000,X56,ERW,960
MFL,4834,2009,19.716,1041+46.2,,,,104100.93,,4833,MCP,D29.77,31.71,29.77,1.44,D723.14,3820.99,737.70,0.250,,,2.20,2.94,124,61.48,,,,,,,,39.8075248,-75.4421998,9.4,Close Metal Object,16.000,X56,ERW,960
MFL,4835,2009,19.717,1041+50.0,,,,104104.71,,4834,MCP,D26.00,35.48,26.00,2.84,D719.36,3824.77,733.92,0.250,,,2.35,4.26,244,61.48,,,,,,,,39.8075333,-75.4421920,9.4,Close Metal Object,16.000,X56,ERW,960
MFL,4836,2009,19.719,1041+62.4,,,,104117.09,,4835,MCP,D13.62,47.86,13.62,0.12,D706.99,3837.15,721.54,0.250,,,1.88,3.09,11,61.48,,,,,,,,39.8075611,-75.4421668,9.2,Close Metal Object,16.000,X56,ERW,960
MFL,4837,2009,19.722,1041+76.1,,,,104130.68,104130.64,4836,ML Cluster Ext Weld Adjacent,D0.02,61.46,0.02,2.09,D693.39,3850.74,707.95,0.250,20,30,0.55,2.74,180,61.48,,1478,1473,1478,1472,2052,2044,39.8075916,-75.4421387,8.8,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,4838,2010,19.722,1041+76.1,,,,104130.70,,4837,Weld,D61.29,61.48,61.29,,D693.37,3850.76,707.93,0.250,,,,,,61.29,,,,,,,,39.8075916,-75.4421387,8.8,,16.000,X56,ERW,960
MFL,4839,2010,19.730,1042+21.8,,,,104176.32,,4838,9.4° 43.6D Over Cold Bend,D15.67,45.62,15.67,,D647.75,3896.38,662.31,0.250,,,,,182,61.29,,,,,,,,39.8076935,-75.4420444,7.3,,16.000,X56,ERW,960
MFL,4840,2011,19.733,1042+37.6,,,,104191.99,,4839,Weld,U61.29,61.29,61.64,,D632.08,3912.05,646.64,0.250,,,,,,61.64,,,,,,,,39.8077280,-75.4420130,4.3,,16.000,X56,ERW,960
MFL,4841,2011,19.739,1042+68.2,,,,104222.51,,4840,19.1° 51.3D Sag Cold Bend,U30.52,30.52,31.12,,D601.57,3942.57,616.12,0.250,,,,,358,61.64,,,,,,,,39.8077959,-75.4419523,-0.7,,16.000,X56,ERW,960
MFL,4842,2011,19.742,1042+83.9,,,,104238.23,,4841,MCP,D15.40,46.23,15.40,0.58,D585.85,3958.29,600.40,0.250,,,2.35,4.77,50,61.64,,,,,,,,39.8078313,-75.4419209,0.5,Close Metal Object,16.000,X56,ERW,960
MFL,4843,2012,19.745,1042+99.4,,,,104253.63,,4842,Weld,D35.43,61.64,35.43,,D570.44,3973.69,585.00,0.250,,,,,,35.43,,,,,,,,39.8078654,-75.4418895,2.6,,16.000,X56,ERW,960
MFL,4844,2012,19.748,1043+13.9,,,,104268.09,,4843,6.9° 46.6D Over Cold Bend,U14.47,14.47,20.96,,D555.98,3988.16,570.54,0.250,,,,,184,35.43,,,,,,,,39.8078972,-75.4418593,4.6,,16.000,X56,ERW,960
MFL,4845,2012,19.749,1043+22.7,,,,104276.84,,4844,MCP,D12.22,23.21,12.22,0.31,D547.23,3996.90,561.79,0.250,,,3.61,6.85,27,35.43,,,,,,,,39.8079165,-75.4418410,4.9,Close Metal Object,16.000,X56,ERW,960
MFL,4846,2012,19.750,1043+27.5,,,,104281.65,,4845,MCP,D7.41,28.02,7.41,1.20,D542.42,4001.71,556.98,0.250,,,1.10,3.50,103,35.43,,,,,,,,39.8079272,-75.4418309,5.0,Close Metal Object,16.000,X56,ERW,960
MFL,4847,2012,19.751,1043+29.5,,,,104283.68,,4846,MCP,D5.38,30.05,5.38,2.33,D540.40,4003.74,554.95,0.250,,,1.88,3.45,201,35.43,,,,,,,,39.8079317,-75.4418266,5.0,Close Metal Object,16.000,X56,ERW,960
MFL,4848,2013,19.752,1043+34.9,,,,104289.06,,4847,Weld,D25.67,35.43,25.67,,D535.02,4009.12,549.58,0.250,,,,,,25.67,,,,,,,,39.8079436,-75.4418153,5.1,,16.000,X56,ERW,960
MFL,4849,2013,19.755,1043+50.0,,,,104304.14,104304.10,4848,ML Cluster Ext,D10.59,15.08,10.59,2.99,D519.94,4024.20,534.50,0.250,16,26,0.55,1.07,257,25.67,,1480,1475,1479,1474,2054,2047,39.8079768,-75.4417834,5.4,,16.000,X56,ERW,960
MFL,4850,2013,19.755,1043+52.0,,,,104306.08,,4849,MCP,D8.64,17.03,8.64,2.77,D517.99,4026.14,532.55,0.250,,,2.82,2.54,238,25.67,,,,,,,,39.8079811,-75.4417792,5.4,Close Metal Object,16.000,X56,ERW,960
MFL,4851,2013,19.755,1043+53.5,,,,104307.57,,4850,MCP,D7.15,18.52,7.15,2.39,D516.50,4027.63,531.06,0.250,,,3.61,5.43,206,25.67,,,,,,,,39.8079844,-75.4417761,5.5,Close Metal Object,16.000,X56,ERW,960
MFL,4852,2013,19.755,1043+53.9,,,,104308.03,,4851,MCP,D6.69,18.97,6.69,2.87,D516.04,4028.09,530.60,0.250,,,3.29,3.75,247,25.67,,,,,,,,39.8079854,-75.4417751,5.5,Close Metal Object,16.000,X56,ERW,960
MFL,4853,2013,19.756,1043+57.5,,,,104311.54,,4852,MCP,D3.18,22.49,3.18,2.89,D512.53,4031.61,527.09,0.250,,,2.51,3.85,248,25.67,,,,,,,,39.8079931,-75.4417674,5.5,Close Metal Object,16.000,X56,ERW,960
MFL,4854,2013,19.756,1043+58.3,,,,104312.34,,4853,MCP,D2.38,23.29,2.38,3.60,D511.73,4032.40,526.29,0.250,,,2.67,2.84,309,25.67,,,,,,,,39.8079948,-75.4417657,5.5,Close Metal Object,16.000,X56,ERW,960
MFL,4855,2014,19.757,1043+60.6,,,,104314.72,,4854,Weld,U25.67,25.67,61.44,,D509.35,4034.78,523.91,0.250,,,,,,61.44,,,,,,,,39.8080000,-75.4417604,5.5,,16.000,X56,ERW,960
MFL,4856,2014,19.757,1043+62.5,,,,104316.57,104316.54,4855,ML Ext,U1.85,1.85,59.59,2.12,D507.51,4036.63,522.06,0.250,17,27,0.47,0.76,183,61.44,,1481,1478,1480,1476,2055,2050,39.8080040,-75.4417564,5.5,,16.000,X56,ERW,960
MFL,4857,2014,19.763,1043+93.0,2593.00,2585.36,1.00,104346.98,,4856,26.7° 46.3D Left Cold Bend,D29.18,32.26,29.18,,D477.10,4067.04,491.66,0.250,,,,,265,61.44,,,,,,,,39.8080724,-75.4416951,5.5,,16.000,X56,ERW,960
MFL,4858,2015,19.768,1044+21.5,,,,104376.16,,4857,Weld,D56.98,61.44,56.98,,D447.91,4096.22,462.47,0.250,,,,,,56.98,22,,,,,,,39.8081497,-75.4416695,4.4,,16.000,X56,ERW,960
MFL,4859,2015,19.769,1044+26.8,,,,104381.67,,4858,MCP,U5.51,5.51,51.47,2.39,D442.41,4101.73,456.97,0.250,,,1.88,2.54,206,56.98,,,,,,,,39.8081645,-75.4416661,4.1,Close Metal Object,16.000,X56,ERW,960
MFL,4860,2015,19.775,1044+54.2,,,,104409.75,104409.71,4859,ML Ext Seam Adjacent,D23.38,33.59,23.38,0.03,D414.32,4129.81,428.88,0.250,13,23,0.63,0.56,3,56.98,,1480,1474,1478,1472,2053,2044,39.8082405,-75.4416493,2.8,Seam Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,4861,2015,19.775,1044+54.6,,,,104410.13,,4860,7.9° 47.2D Sag Left Cold Bend,D23.01,33.97,23.01,,D413.94,4130.19,428.50,0.250,,,,,318,56.98,,,,,,,,39.8082416,-75.4416491,2.8,,16.000,X56,ERW,960
MFL,4862,2015,19.778,1044+74.2,,,,104430.21,,4861,MCP,D2.93,54.05,2.93,1.44,D393.86,4150.27,408.42,0.250,,,1.73,2.49,124,56.98,,,,,,,,39.8082965,-75.4416436,3.8,Close Metal Object,16.000,X56,ERW,960
MFL,4863,2015,19.779,1044+76.8,,,,104432.82,104432.81,4862,ML Ext Weld Adjacent,D0.32,56.66,0.32,1.68,D391.25,4152.88,405.81,0.250,12,22,0.27,0.46,145,56.98,,1484,1483,1484,1483,2061,2059,39.8083036,-75.4416429,4.0,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,4864,2016,19.779,1044+77.1,,,,104433.14,,4863,Weld,U56.98,56.98,61.73,,D390.94,4153.20,405.49,0.250,,,,,,61.73,,,,,,,,39.8083044,-75.4416429,4.0,,16.000,X56,ERW,960
MFL,4865,2016,19.780,1044+80.7,,,,104436.82,104436.79,4864,ML Ext,U3.68,3.68,58.05,1.44,D387.25,4156.88,401.81,0.250,11,21,0.35,0.51,124,61.73,,1484,1482,1483,1481,2060,2057,39.8083146,-75.4416419,4.2,,16.000,X56,ERW,960
MFL,4866,2016,19.781,1044+85.2,,,,104441.45,,4865,MCP,U8.31,8.31,53.42,1.37,D382.62,4161.51,397.18,0.250,,,2.82,5.28,118,61.73,,,,,,,,39.8083272,-75.4416408,4.5,Close Metal Object,16.000,X56,ERW,960
MFL,4867,2016,19.784,1045+04.6,,,,104461.39,,4866,MCP,U28.25,28.25,33.48,0.71,D362.69,4181.45,377.25,0.250,,,1.10,1.88,61,61.73,,,,,,,,39.8083812,-75.4416328,5.8,Close Metal Object,16.000,X56,ERW,960
