Tool,"Weld
Number","Approx.
Milepost
(miles)","Approx. 
Map Station 
(ft)","Odometer
(ft)","Feature
Number",Feature Description,"Distance to
Nearest
Weld
(ft)","Distance
to
Upstream
Weld
(ft)","Distance
to
Down-
Stream
Weld
(ft)","Distance
to
Nearest
AGM
(ft)","Distance
to
Upstream
AGM
(ft)","Distance
to Down-
Stream
AGM
(ft)","WT
(in)","Max
Depth
(%)","Seam Weld
Interaction","Length
(in)","Width
(in)","Orient
(deg)","Pipe
Length
(ft)","Long
Seam
Orient
(deg)",Adjacent to Long Seam,"0.85DL 
B31.G 
Safe MAOP 
Rating 
(psig)","Eff. Area 
Safe MAOP 
Rating 
(psig)","Eff. Area 
Burst Press. 
Rating 
(psig)","Max
Depth w/ Tolerance 
(%)","0.85DL
B31.G
Safe MAOP
Rating w/
Tolerance
(psig)","Eff. Area
Safe MAOP
Rating w/
Tolerance
(psig)","Eff. Area
Burst Press.
Rating w/
Tolerance
(psig)","Latitude 
NAD83","Longitude 
NAD83","Elevation 
Above Sea Level 
(ft) NAVD88",Comments/Rationale,Multiple Apex Dent
MFL,,3.372,179+48,17803.45,40001511,ml-ext,U16.83,16.83,42.40,D121.26,4544.13,121.26,0.219,14,N,0.51,0.59,311,,,N,2255,2253,3129,24,2244,2239,3110,35.0762533,-119.3520161,559.6,,
MFL,,3.372,179+50,17804.62,40001512,ml-ext,U18.00,18.00,41.23,D120.09,4545.30,120.09,0.219,10,N,0.66,0.48,281,,,N,2253,2251,3126,20,2237,2230,3098,35.0762533,-119.3520122,559.6,,
MFL,,3.372,179+50,17804.82,40001513,ml-ext,U18.20,18.20,41.03,D119.89,4545.50,119.89,0.219,10,N,0.45,0.58,325,,,N,2260,2259,3137,20,2252,2249,3123,35.0762533,-119.3520115,559.6,,
MFL,,3.372,179+50,17805.37,40001514,ml-ext,U18.75,18.75,40.48,D119.34,4546.05,119.34,0.219,10,N,0.83,0.50,296,,,N,2246,2241,3113,20,2221,2211,3071,35.0762533,-119.3520097,559.6,,
MFL,,3.372,179+52,17806.66,40001515,ml-ext,U20.04,20.04,39.19,D118.05,4547.34,118.05,0.219,10,N,0.71,0.46,275,,,N,2251,2248,3123,20,2233,2226,3091,35.0762534,-119.3520054,559.5,,
MFL,,3.373,179+52,17807.34,40001516,ml-ext,U20.73,20.73,38.50,D117.37,4548.03,117.37,0.219,12,N,0.76,0.63,210,,,N,2246,2242,3114,22,2225,2216,3078,35.0762534,-119.3520031,559.5,,
MFL,,3.373,179+55,17809.85,40001517,ml-ext,U23.23,23.23,36.00,D114.86,4550.53,114.86,0.219,14,N,0.69,0.75,195,,,N,2246,2242,3114,24,2228,2219,3081,35.0762534,-119.3519948,559.4,,
MFL,,3.373,179+55,17809.97,40001518,ml-ext,U23.35,23.35,35.88,D114.74,4550.65,114.74,0.219,13,N,0.74,0.78,235,,,N,2244,2239,3109,23,2222,2212,3072,35.0762534,-119.3519944,559.4,,
MFL,,3.374,179+58,17813.29,40001519,ml-ext,U26.67,26.67,32.56,D111.42,4553.97,111.42,0.219,11,N,0.84,1.60,224,,,N,2243,2239,3109,21,2218,2208,3066,35.0762535,-119.3519833,559.3,,
MFL,,3.374,179+59,17813.71,40001520,ml-ext,U27.09,27.09,32.13,D111.00,4554.39,111.00,0.219,10,N,0.61,0.85,284,,,N,2255,2253,3129,20,2241,2235,3104,35.0762535,-119.3519819,559.3,,
MFL,,3.374,179+59,17813.90,40001521,ml-ext,U27.28,27.28,31.95,D110.81,4554.58,110.81,0.219,14,N,1.21,0.74,329,,,N,2215,2204,3061,24,2169,2147,2982,35.0762535,-119.3519813,559.3,,
MFL,,3.374,179+59,17814.51,40001522,ml-ext,U27.89,27.89,31.34,D110.20,4555.19,110.20,0.219,13,N,0.65,0.77,319,,,N,2250,2246,3120,23,2233,2225,3091,35.0762535,-119.3519793,559.2,,
MFL,,3.376,179+68,17822.74,40001523,ml-ext,D23.10,36.12,23.10,D101.97,4563.42,101.97,0.219,10,N,1.03,0.87,328,,,N,2238,2232,3101,20,2204,2191,3043,35.0762537,-119.3519519,558.9,,
MFL,380,3.380,179+91,17845.85,,WELD,,,,,,,0.219,,,,,,58.88,,,,,,,,,,35.0762544,-119.3518750,557.9,,
MFL,,3.381,179+97,17852.27,40001524,ml-int,U6.42,6.42,52.46,D72.44,4592.95,72.44,0.219,12,N,0.45,0.53,351,,,N,2259,2257,3135,22,2250,2247,3120,35.0762546,-119.3518537,557.7,,
MFL,,3.381,179+98,17852.78,40001525,ml-ext,U6.94,6.94,51.94,D71.93,4593.47,71.93,0.219,10,N,1.48,1.36,86,,,N,2218,2208,3067,20,2161,2139,2972,35.0762546,-119.3518519,557.7,,
MFL,,3.389,180+37,17892.27,13000014,MCP,D12.45,46.42,12.45,D32.44,4632.95,32.44,,,,2,3,303,,,,,,,,,,,35.0762554,-119.3517205,557.1,,
MFL,381,3.391,180+50,17904.72,,WELD,,,,,,,0.219,,,,,,58.89,,,,,,,,,,35.0762556,-119.3516790,557.1,,
MFL,,3.393,180+59,17913.73,40001526,ml-ext,U9.01,9.01,49.87,D10.98,4654.41,10.98,0.219,10,N,0.31,0.33,137,,,N,2264,2263,3143,20,2260,2258,3136,35.0762555,-119.3516490,557.0,,
MFL,,3.395,180+70,17924.71,10000085,AGM-4 - 180+70 - CHEVRON USA,U19.99,19.99,38.90,D1956.38,4665.39,1956.38,0.219,,,,,,,,,,,,,,,,35.0762553,-119.3516125,557.0,,
MFL,,3.396,180+74,17928.52,40001527,ml-int,U23.80,23.80,35.09,U3.81,3.81,1952.57,0.219,10,N,0.38,0.33,131,,,N,2262,2261,3140,20,2256,2254,3130,35.0762552,-119.3515998,557.0,,
MFL,,3.397,180+79,17934.13,40001528,ml-int,U29.41,29.41,29.48,U9.42,9.42,1946.96,0.219,10,N,0.55,0.34,135,,,N,2257,2255,3132,20,2245,2241,3112,35.0762551,-119.3515812,557.0,,
MFL,,3.397,180+81,17935.57,40001529,ml-int,D28.04,30.85,28.04,U10.86,10.86,1945.52,0.219,12,N,0.29,0.33,134,,,N,2264,2263,3143,22,2260,2258,3137,35.0762550,-119.3515764,557.0,,
MFL,,3.397,180+81,17936.22,40001530,ml-int,D27.39,31.50,27.39,U11.51,11.51,1944.87,0.219,10,N,0.41,0.38,134,,,N,2261,2260,3139,20,2255,2252,3128,35.0762550,-119.3515742,557.0,,
MFL,,3.398,180+87,17942.11,40001531,ml-int,D21.49,37.39,21.49,U17.40,17.40,1938.97,0.219,13,N,0.38,0.33,134,,,N,2260,2259,3137,23,2254,2251,3127,35.0762548,-119.3515546,557.1,,
MFL,382,3.402,181+08,17963.61,,WELD,,,,,,,0.219,,,,,,59.39,,,,,,,,,,35.0762539,-119.3514831,556.9,,
MFL,383,3.413,181+66,18022.99,,WELD,,,,,,,0.219,,,,,,59.44,,,,,,,,,,35.0762528,-119.3512856,558.7,,
MFL,,3.414,181+69,18026.56,40001532,ml-ext,U3.57,3.57,55.88,U101.85,101.85,1854.53,0.219,10,N,0.18,0.33,63,,,N,2266,2266,3147,20,2264,2264,3144,35.0762527,-119.3512737,558.8,,
MFL,,3.417,181+83,18040.78,40001533,ml-int,U17.78,17.78,41.66,U116.07,116.07,1840.31,0.219,11,N,0.56,0.35,86,,,N,2256,2254,3130,21,2244,2238,3109,35.0762526,-119.3512264,558.9,,
MFL,384,3.425,182+24,18082.44,,WELD,,,,,,,0.219,,,,,,59.18,,,,,,,,,,35.0762524,-119.3510878,559.2,,
MFL,385,3.436,182+82,18141.62,,WELD,,,,,,,0.219,,,,,,36.22,,,,,,,,,,35.0762523,-119.3508908,559.5,,
MFL,,3.437,182+85,18144.99,13000015,MCP,U3.38,3.38,32.84,U220.28,220.28,1736.09,,,,2,4,275,,,,,,,,,,,35.0762523,-119.3508796,559.5,,
MFL,386,3.443,183+17,18177.83,,WELD,,,,,,,0.219,,,,,,59.53,,,,,,,,,,35.0762519,-119.3507703,559.3,,
MFL,,3.452,183+62,18223.95,40001534,ml-int,D13.41,46.12,13.41,U299.24,299.24,1657.13,0.219,10,N,0.77,0.42,51,,,N,2249,2246,3119,20,2228,2220,3083,35.0762507,-119.3506168,558.5,,
MFL,387,3.454,183+75,18237.37,,WELD,,,,,,,0.219,,,,,,59.60,,,,,,,,,,35.0762505,-119.3505722,558.3,,
MFL,,3.463,184+19,18282.03,40001535,ml-ext,D14.94,44.66,14.94,U357.32,357.32,1599.06,0.219,11,N,0.45,0.33,128,,,N,2260,2258,3136,21,2251,2248,3122,35.0762503,-119.3504236,557.5,,
MFL,388,3.465,184+33,18296.97,,WELD,,,,,,,0.219,,,,,,59.50,,,,,,,,,,35.0762506,-119.3503739,557.3,,
MFL,,3.475,184+82,18346.59,40001536,ml-int,D9.89,49.62,9.89,U421.88,421.88,1534.50,0.219,10,N,0.42,0.38,128,,,N,2261,2260,3139,20,2254,2251,3127,35.0762518,-119.3502088,556.8,,
MFL,,3.475,184+83,18347.45,40001537,ml-int,D9.02,50.48,9.02,U422.74,422.74,1533.64,0.219,10,N,0.53,0.43,128,,,N,2258,2256,3133,20,2247,2243,3115,35.0762519,-119.3502059,556.8,,
MFL,,3.476,184+86,18351.10,40001538,ml-int,D5.37,54.13,5.37,U426.39,426.39,1529.99,0.219,10,N,0.49,0.42,127,,,N,2259,2257,3135,20,2249,2246,3119,35.0762520,-119.3501937,556.8,,
MFL,389,3.477,184+92,18356.47,,WELD,,,,,,,0.219,,,,,,58.59,,,,,,,,,,35.0762521,-119.3501759,556.7,,
MFL,,3.477,184+93,18358.47,40001539,ml-ext,U2.00,2.00,56.59,U433.76,433.76,1522.62,0.219,14,N,0.60,1.28,97,,,N,2250,2247,3121,24,2236,2229,3095,35.0762521,-119.3501692,556.7,,
MFL,,3.477,184+95,18359.82,40001540,ml-ext,U3.34,3.34,55.25,U435.11,435.11,1521.27,0.219,13,N,0.53,0.37,212,,,N,2255,2253,3129,23,2244,2239,3110,35.0762521,-119.3501647,556.7,,
MFL,,3.477,184+96,18360.63,40001541,ml-ext,U4.16,4.16,54.43,U435.92,435.92,1520.45,0.219,15,N,0.43,0.51,237,,,N,2257,2256,3133,25,2249,2245,3119,35.0762521,-119.3501620,556.7,,
MFL,,3.479,185+02,18367.55,40001542,ml-int,U11.08,11.08,47.51,U442.84,442.84,1513.53,0.219,10,N,0.61,0.59,126,,,N,2255,2253,3129,20,2241,2236,3105,35.0762523,-119.3501390,556.6,,
MFL,,3.479,185+03,18368.54,40001543,ml-int,U12.06,12.06,46.53,U443.83,443.83,1512.55,0.219,10,N,0.40,0.33,126,,,N,2261,2260,3139,20,2255,2252,3128,35.0762523,-119.3501357,556.6,,
MFL,,3.479,185+05,18370.13,40001544,ml-int,U13.66,13.66,44.93,U445.42,445.42,1510.96,0.219,10,N,0.43,0.36,126,,,N,2260,2259,3138,20,2253,2250,3125,35.0762523,-119.3501304,556.6,,
MFL,,3.480,185+07,18372.67,40001545,ml-int,U16.20,16.20,42.39,U447.96,447.96,1508.41,0.219,13,N,0.54,0.41,126,,,N,2255,2253,3129,23,2243,2238,3108,35.0762524,-119.3501220,556.6,,
MFL,,3.480,185+08,18372.86,40001546,ml-int,U16.39,16.39,42.20,U448.15,448.15,1508.22,0.219,10,N,0.27,0.33,126,,,N,2265,2264,3144,20,2262,2260,3139,35.0762524,-119.3501213,556.6,,
MFL,,3.480,185+08,18373.13,40001547,ml-int,U16.66,16.66,41.94,U448.42,448.42,1507.96,0.219,11,N,0.51,0.39,126,,,N,2257,2255,3133,21,2247,2242,3115,35.0762524,-119.3501204,556.6,,
MFL,,3.482,185+21,18386.95,40001548,ml-int,D28.11,30.48,28.11,U462.24,462.24,1494.14,0.219,10,N,0.50,0.42,124,,,N,2258,2257,3134,20,2249,2245,3118,35.0762526,-119.3500745,556.4,,
MFL,,3.484,185+29,18394.86,40001549,ml-int,D20.20,38.39,20.20,U470.15,470.15,1486.23,0.219,12,N,0.29,0.33,124,,,N,2264,2263,3143,22,2260,2258,3137,35.0762527,-119.3500481,556.4,,
MFL,,3.484,185+32,18397.70,40001550,ml-int,D17.36,41.23,17.36,U472.99,472.99,1483.38,0.219,12,N,0.45,0.42,124,,,N,2259,2257,3135,22,2250,2246,3120,35.0762528,-119.3500387,556.4,,
MFL,,3.486,185+42,18407.79,40001551,ml-ext,D7.27,51.32,7.27,U483.08,483.08,1473.30,0.219,10,N,0.86,0.77,207,,,N,2245,2241,3113,20,2220,2210,3069,35.0762528,-119.3500051,556.6,,
MFL,390,3.488,185+49,18415.06,,WELD,,,,,,,0.219,,,,,,59.24,,,,,,,,,,35.0762529,-119.3499809,556.6,,
MFL,,3.495,185+88,18455.07,40001552,ml-int,D19.23,40.01,19.23,U530.36,530.36,1426.02,0.219,10,N,0.65,0.59,124,,,N,2254,2251,3127,20,2238,2232,3100,35.0762591,-119.3498481,555.9,,
MFL,,3.495,185+89,18455.83,40001553,ml-int,D18.47,40.77,18.47,U531.12,531.12,1425.26,0.219,10,N,0.46,0.37,124,,,N,2260,2259,3137,20,2252,2248,3123,35.0762593,-119.3498456,555.9,,
MFL,391,3.499,186+07,18474.30,,WELD,,,,,,,0.219,,,,,,59.37,,,,,,,,,,35.0762644,-119.3497845,556.1,,
MFL,392,3.510,186+65,18533.67,,WELD,,,,,,,0.219,,,,,,59.35,,,,,,,,,,35.0762806,-119.3495879,555.7,,
MFL,,3.510,186+65,18533.86,40001554,ml-ext,U0.19,0.19,59.15,U609.15,609.15,1347.23,0.219,11,N,0.56,0.90,121,,,N,2256,2254,3130,21,2244,2238,3109,35.0762806,-119.3495873,555.7,,
MFL,393,3.521,187+22,18593.02,,WELD,,,,,,,0.219,,,,,,58.97,,,,,,,,,,35.0762999,-119.3493920,556.7,,
MFL,,3.523,187+31,18601.31,40001555,ml-int,U8.29,8.29,50.68,U676.60,676.60,1279.78,0.219,10,N,0.43,0.55,120,,,N,2261,2260,3138,20,2253,2251,3126,35.0763028,-119.3493646,556.8,,
MFL,,3.524,187+36,18607.33,40001556,ml-int,U14.32,14.32,44.66,U682.62,682.62,1273.76,0.219,10,N,0.45,0.64,122,,,N,2260,2259,3138,20,2252,2249,3124,35.0763049,-119.3493447,556.9,,
MFL,,3.525,187+39,18609.59,40001557,ml-int,U16.57,16.57,42.40,U684.88,684.88,1271.50,0.219,10,N,0.48,0.48,122,,,N,2259,2258,3136,20,2250,2247,3120,35.0763056,-119.3493372,556.9,,
MFL,,3.525,187+39,18610.34,40001558,ml-int,U17.33,17.33,41.65,U685.63,685.63,1270.74,0.219,11,N,0.38,0.33,116,,,N,2262,2261,3140,21,2256,2253,3130,35.0763059,-119.3493348,557.0,,
MFL,,3.525,187+41,18611.65,40001559,ml-int,U18.63,18.63,40.34,U686.94,686.94,1269.44,0.219,10,N,0.37,0.33,121,,,N,2262,2262,3141,20,2257,2255,3132,35.0763064,-119.3493305,557.0,,
MFL,,3.526,187+46,18617.30,40001560,ml-int,U24.29,24.29,34.68,U692.59,692.59,1263.78,0.219,10,N,0.48,0.42,114,,,N,2259,2258,3136,20,2250,2246,3120,35.0763083,-119.3493118,557.1,,
MFL,,3.528,187+54,18625.48,40001561,ml-int,D26.50,32.47,26.50,U700.77,700.77,1255.60,0.219,11,N,0.63,0.55,117,,,N,2254,2251,3126,21,2238,2232,3100,35.0763112,-119.3492848,557.3,,
MFL,,3.528,187+55,18625.94,40001562,ml-int,D26.05,32.92,26.05,U701.23,701.23,1255.15,0.219,10,N,0.17,0.33,122,,,N,2266,2266,3147,20,2265,2264,3145,35.0763114,-119.3492833,557.3,,
MFL,,3.528,187+56,18627.60,40001563,ml-int,D24.39,34.58,24.39,U702.89,702.89,1253.49,0.219,10,N,0.16,0.35,116,,,N,2266,2266,3147,20,2265,2265,3145,35.0763119,-119.3492778,557.3,,
MFL,,3.530,187+67,18638.43,40001564,ml-int,D13.56,45.42,13.56,U713.72,713.72,1242.65,0.219,13,N,0.53,0.37,119,,,N,2255,2253,3128,23,2243,2238,3108,35.0763157,-119.3492421,557.4,,
MFL,394,3.533,187+80,18651.99,,WELD,,,,,,,0.219,,,,,,59.35,,,,,,,,,,35.0763206,-119.3491973,557.5,,
MFL,,3.535,187+92,18664.30,40001565,ml-int,U12.31,12.31,47.04,U739.59,739.59,1216.79,0.219,13,N,0.91,0.73,123,,,N,2236,2230,3097,23,2207,2193,3046,35.0763249,-119.3491567,557.6,,
MFL,395,3.544,188+38,18711.34,,WELD,,,,,,,0.219,,,,,,58.51,,,,,,,,,,35.0763406,-119.3490014,556.4,,
MFL,,3.551,188+77,18751.58,40001566,ml-int,D18.26,40.25,18.26,U826.87,826.87,1129.50,0.219,10,N,0.57,0.45,125,,,N,2257,2254,3131,20,2244,2239,3110,35.0763543,-119.3488685,556.0,,
MFL,,3.552,188+80,18753.87,40001567,ml-int,D15.98,42.53,15.98,U829.16,829.16,1127.22,0.219,10,N,0.63,0.52,124,,,N,2254,2252,3127,20,2239,2233,3101,35.0763551,-119.3488610,556.0,,
MFL,,3.552,188+80,18754.33,40001568,ml-int,D15.52,42.99,15.52,U829.62,829.62,1126.76,0.219,10,N,0.33,0.33,124,,,N,2263,2263,3142,20,2259,2257,3135,35.0763553,-119.3488594,556.0,,
MFL,,3.552,188+82,18756.23,40001569,ml-int,D13.62,44.89,13.62,U831.52,831.52,1124.86,0.219,10,N,0.76,0.51,130,,,N,2249,2246,3119,20,2228,2220,3083,35.0763559,-119.3488532,556.0,,
MFL,396,3.555,188+95,18769.85,,WELD,,,,,,,0.219,,,,,,59.58,,,,,,,,,,35.0763607,-119.3488082,556.1,,
MFL,,3.557,189+08,18783.38,40001570,ml-int,U13.54,13.54,46.05,U858.67,858.67,1097.70,0.219,13,N,0.39,0.39,125,,,N,2260,2259,3137,23,2253,2250,3125,35.0763654,-119.3487636,556.5,,
MFL,,3.561,189+25,18800.59,40001571,ml-ext,D28.84,30.74,28.84,U875.88,875.88,1080.50,0.219,15,N,1.77,0.96,48,,,N,2175,2206,3064,25,2102,2123,2949,35.0763713,-119.3487068,557.1,,
MFL,,3.561,189+27,18802.88,40001572,ml-ext,D26.55,33.03,26.55,U878.17,878.17,1078.21,0.219,10,N,0.74,0.68,177,,,N,2250,2247,3121,20,2230,2222,3086,35.0763721,-119.3486992,557.2,,
MFL,,3.561,189+28,18803.04,40001573,ml-ext,D26.39,33.19,26.39,U878.33,878.33,1078.05,0.219,10,N,0.72,0.81,172,,,N,2250,2247,3121,20,2231,2223,3088,35.0763721,-119.3486987,557.2,,
MFL,,3.561,189+28,18803.36,40001574,ml-ext,D26.07,33.51,26.07,U878.65,878.65,1077.73,0.219,12,N,0.67,0.77,147,,,N,2249,2246,3119,22,2232,2224,3089,35.0763723,-119.3486976,557.2,,
MFL,,3.561,189+28,18803.65,40001575,ml-ext,D25.78,33.80,25.78,U878.93,878.93,1077.44,0.219,11,N,0.53,0.55,197,,,N,2256,2254,3131,21,2245,2240,3111,35.0763724,-119.3486967,557.2,,
MFL,397,3.566,189+53,18829.43,,WELD,,,,,,,0.219,,,,,,58.81,,,,,,,,,,35.0763811,-119.3486116,558.1,,
MFL,,3.569,189+65,18841.87,40001576,ml-int,U12.44,12.44,46.37,U917.16,917.16,1039.22,0.219,10,N,0.31,0.33,134,,,N,2264,2263,3143,20,2260,2258,3136,35.0763852,-119.3485705,558.3,,
MFL,,3.573,189+87,18863.92,40001577,ml-int,D24.32,34.49,24.32,U939.21,939.21,1017.17,0.219,10,N,0.47,0.35,134,,,N,2260,2258,3136,20,2251,2247,3121,35.0763923,-119.3484977,558.6,,
MFL,,3.574,189+91,18868.32,40001578,ml-int,D19.92,38.89,19.92,U943.61,943.61,1012.77,0.219,10,N,0.36,0.33,132,,,N,2262,2262,3141,20,2257,2255,3132,35.0763937,-119.3484831,558.7,,
MFL,398,3.577,190+11,18888.24,,WELD,,,,,,,0.219,,,,,,59.48,,,,,,,,,,35.0763998,-119.3484173,558.8,,
MFL,,3.579,190+19,18896.53,40001579,ml-int,U8.30,8.30,51.19,U971.82,971.82,984.56,0.219,10,N,0.43,0.50,139,,,N,2261,2259,3138,20,2253,2250,3125,35.0764023,-119.3483898,558.8,,
MFL,,3.579,190+21,18898.86,40001580,ml-int,U10.62,10.62,48.86,U974.15,974.15,982.23,0.219,10,N,0.58,0.53,143,,,N,2256,2254,3131,20,2243,2238,3108,35.0764030,-119.3483821,558.8,,
MFL,,3.584,190+45,18923.06,40001581,ml-int,D24.66,34.82,24.66,D958.03,998.35,958.03,0.219,10,N,0.50,0.41,144,,,N,2259,2257,3135,20,2249,2245,3118,35.0764106,-119.3483021,558.3,,
MFL,,3.585,190+52,18930.62,40001582,ml-int,D17.10,42.38,17.10,D950.47,1005.91,950.47,0.219,12,N,0.50,0.52,127,,,N,2257,2255,3131,22,2246,2242,3113,35.0764127,-119.3482771,558.1,,
MFL,,3.586,190+51,18932.95,10000086,"Bend right-down - 13 deg., 50D ",D14.77,44.72,14.77,D948.14,1008.24,948.14,0.219,,,,,,,,,,,,,,,,35.0764129,-119.3482694,558.0,,
MFL,,3.586,190+55,18933.92,40001583,ml-int,D13.80,45.68,13.80,D947.17,1009.21,947.17,0.219,10,N,0.56,0.52,142,,,N,2257,2256,3133,20,2246,2241,3112,35.0764130,-119.3482661,558.0,,
MFL,,3.586,190+57,18935.38,40001584,ml-int,D12.34,47.14,12.34,D945.71,1010.67,945.71,0.219,11,N,0.73,0.54,157,,,N,2249,2245,3118,21,2229,2221,3084,35.0764129,-119.3482613,558.0,,
MFL,399,3.589,190+69,18947.72,,WELD,,,,,,,0.219,,,,,,59.69,,,,,,,,,,35.0764128,-119.3482202,557.8,,
MFL,,3.590,190+77,18956.48,40001585,ml-int,U8.76,8.76,50.93,D924.61,1031.77,924.61,0.219,10,N,0.66,0.39,145,,,N,2253,2250,3126,20,2237,2230,3097,35.0764129,-119.3481911,557.8,,
MFL,,3.590,190+78,18957.51,40001586,ml-int,U9.79,9.79,49.90,D923.58,1032.80,923.58,0.219,10,N,0.41,0.37,150,,,N,2261,2260,3139,20,2254,2252,3127,35.0764129,-119.3481876,557.7,,
MFL,,3.591,190+80,18959.07,40001587,ml-int,U11.35,11.35,48.34,D922.01,1034.36,922.01,0.219,10,N,0.19,0.33,144,,,N,2266,2265,3146,20,2264,2263,3144,35.0764129,-119.3481824,557.7,,
MFL,,3.591,190+83,18962.15,40001588,ml-int,U14.43,14.43,45.26,D918.94,1037.44,918.94,0.219,10,N,0.37,0.33,149,,,N,2262,2261,3141,20,2257,2254,3131,35.0764129,-119.3481722,557.7,,
MFL,,3.591,190+83,18962.76,40001589,ml-int,U15.04,15.04,44.65,D918.33,1038.05,918.33,0.219,10,N,0.34,0.44,144,,,N,2263,2262,3142,20,2258,2256,3134,35.0764129,-119.3481702,557.7,,
MFL,,3.592,190+84,18963.53,40001590,ml-int,U15.81,15.81,43.88,D917.56,1038.82,917.56,0.219,10,N,0.38,0.33,144,,,N,2262,2261,3140,20,2256,2254,3130,35.0764129,-119.3481676,557.7,,
MFL,,3.592,190+86,18965.53,40001591,ml-int,U17.81,17.81,41.88,D915.56,1040.82,915.56,0.219,10,N,0.44,0.45,149,,,N,2260,2259,3138,20,2253,2250,3124,35.0764130,-119.3481610,557.8,,
MFL,,3.592,190+88,18967.56,40001592,ml-int,U19.84,19.84,39.85,D913.53,1042.85,913.53,0.219,10,N,0.23,0.35,148,,,N,2265,2265,3146,20,2263,2262,3142,35.0764130,-119.3481542,557.8,,
MFL,,3.593,190+90,18969.47,40001593,ml-int,U21.75,21.75,37.94,D911.62,1044.76,911.62,0.219,10,N,1.49,0.58,148,,,N,2217,2218,3080,20,2160,2150,2986,35.0764131,-119.3481479,557.8,,
MFL,,3.594,190+95,18974.62,40001594,ml-int,U26.90,26.90,32.79,D906.47,1049.91,906.47,0.219,11,N,0.33,0.33,148,,,N,2263,2262,3142,21,2258,2256,3134,35.0764132,-119.3481307,557.8,,
MFL,,3.595,191+03,18982.45,40001595,ml-int,D24.96,34.73,24.96,D898.64,1057.74,898.64,0.219,13,N,0.31,0.33,147,,,N,2262,2261,3141,23,2258,2256,3133,35.0764133,-119.3481046,557.8,,
MFL,,3.595,191+03,18983.25,40001596,ml-int,D24.16,35.53,24.16,D897.84,1058.54,897.84,0.219,10,N,0.52,0.42,147,,,N,2258,2257,3134,20,2248,2244,3116,35.0764134,-119.3481020,557.8,,
MFL,,3.596,191+06,18985.57,40001597,ml-int,D21.84,37.85,21.84,D895.51,1060.86,895.51,0.219,9,N,0.60,0.37,156,,,N,2256,2254,3131,19,2243,2237,3107,35.0764134,-119.3480942,557.8,,
MFL,,3.599,191+22,19002.16,40001598,ml-int,D5.25,54.44,5.25,D878.93,1077.45,878.93,0.219,20,N,0.55,0.33,156,,,N,2245,2241,3112,30,2231,2222,3087,35.0764138,-119.3480391,557.9,,
MFL,400,3.600,191+27,19007.41,,WELD,,,,,,,0.219,,,,,,59.51,,,,,,,,,,35.0764139,-119.3480216,558.0,,
MFL,,3.602,191+40,19020.83,40001599,ml-ext,U13.42,13.42,46.09,D860.25,1096.12,860.25,0.219,10,N,0.48,0.33,157,,,N,2259,2258,3136,20,2250,2247,3120,35.0764142,-119.3479769,558.1,,
MFL,,3.605,191+54,19034.63,40001600,ml-int,U27.22,27.22,32.30,D846.46,1109.92,846.46,0.219,14,N,0.48,0.43,158,,,N,2256,2254,3131,24,2247,2242,3114,35.0764146,-119.3479310,558.4,,
MFL,401,3.611,191+85,19066.92,,WELD,,,,,,,0.219,,,,,,58.54,,,,,,,,,,35.0764157,-119.3478236,558.5,,
MFL,402,3.622,192+42,19125.47,,WELD,,,,,,,0.219,,,,,,58.66,,,,,,,,,,35.0764182,-119.3476288,557.3,,
MFL,,3.625,192+55,19138.20,40001601,ml-int,U12.73,12.73,45.93,D742.89,1213.49,742.89,0.219,11,N,0.37,0.33,148,,,N,2262,2261,3140,21,2256,2254,3130,35.0764187,-119.3475864,557.3,,
MFL,,3.627,192+69,19152.66,40001602,ml-int,U27.19,27.19,31.47,D728.43,1227.95,728.43,0.219,9,N,0.56,0.42,155,,,N,2257,2256,3133,19,2245,2241,3112,35.0764192,-119.3475383,557.2,,
MFL,,3.632,192+91,19175.55,40001603,ml-int,D8.58,50.08,8.58,D705.54,1250.84,705.54,0.219,10,N,0.55,0.44,151,,,N,2257,2255,3133,20,2246,2241,3113,35.0764199,-119.3474622,556.5,,
MFL,403,3.633,193+00,19184.13,,WELD,,,,,,,0.219,,,,,,58.96,,,,,,,,,,35.0764201,-119.3474336,556.2,,
MFL,,3.637,193+19,19203.86,40001604,ml-int,U19.74,19.74,39.23,D677.22,1279.15,677.22,0.219,10,N,0.75,0.59,149,,,N,2250,2247,3120,20,2230,2222,3085,35.0764204,-119.3473680,555.6,,
MFL,,3.637,193+20,19204.73,40001605,ml-int,U20.61,20.61,38.36,D676.35,1280.02,676.35,0.219,10,N,0.52,0.34,148,,,N,2258,2256,3134,20,2248,2243,3116,35.0764204,-119.3473651,555.6,,
MFL,,3.638,193+21,19206.31,40001606,ml-int,U22.19,22.19,36.78,D674.78,1281.60,674.78,0.219,13,N,0.39,0.42,148,,,N,2260,2259,3137,23,2254,2251,3126,35.0764204,-119.3473598,555.5,,
MFL,,3.640,193+36,19221.76,40001607,ml-int,D21.33,37.63,21.33,D659.33,1297.05,659.33,0.219,10,N,0.60,0.44,157,,,N,2256,2253,3130,20,2242,2237,3106,35.0764205,-119.3473084,555.3,,
MFL,,3.641,193+37,19222.73,40001608,ml-int,D20.36,38.61,20.36,D658.36,1298.02,658.36,0.219,10,N,0.57,0.45,157,,,N,2257,2255,3131,20,2244,2239,3110,35.0764205,-119.3473052,555.3,,
